"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00144598","1981","39.8083","-98.5583","559.9","LEBANON, KS US","67","0","45","0","","","5","0","","","","","","","","","64",",0,0130,","60.2",",0,0703,","","","815.8",",0","242",",0","",""
"USC00144598","1982","39.8083","-98.5583","559.9","LEBANON, KS US","72","0","54","0","","","","","","","","","","","","","","","51.8",",0,0630,","","","765.1",",0","","","",""
"USC00144598","1983","39.8083","-98.5583","559.9","LEBANON, KS US","76","0","55","0","","","15","0","","","","","","","","","229",",0,1127,","47.0",",0,0525,","","","687.8",",0","1017",",0","",""
"USC00144598","1985","39.8083","-98.5583","559.9","LEBANON, KS US","62","0","47","0","","","9","0","","","","","","","","","330",",0,0110,","65.5",",0,0514,","","","682.9",",0","1066",",0","",""
"USC00144598","1986","39.8083","-98.5583","559.9","LEBANON, KS US","67","0","55","0","","","","","","","","","","","","","","","55.1",",0,0516,","","","724.0",",0","","","",""
"USC00144598","1987","39.8083","-98.5583","559.9","LEBANON, KS US","61","0","50","0","","","","","","","","","","","","","","","55.6",",0,0414,","","","776.6",",0","","","",""
"USC00144598","1988","39.8083","-98.5583","559.9","LEBANON, KS US","40","0","33","0","","","10","0","","","","","","","","","102",",0,1116,+","37.6",",0,0709,","","","406.8",",0","521",",0","",""
"USC00144598","1989","39.8083","-98.5583","559.9","LEBANON, KS US","48","0","38","0","","","7","0","","","","","","","","","89",",0,1219,","62.2",",0,0625,","","","617.3",",0","428",",0","",""
"USC00144598","1990","39.8083","-98.5583","559.9","LEBANON, KS US","65","0","52","0","","","9","0","","","","","","","","","127",",0,0120,","85.1",",0,0726,","","","673.5",",0","494",",0","",""
"USC00144598","1991","39.8083","-98.5583","559.9","LEBANON, KS US","60","0","54","0","","","6","0","","","","","","","","","254",",0,1101,","63.5",",0,0529,","","","633.2",",0","560",",0","",""
"USC00144598","1992","39.8083","-98.5583","559.9","LEBANON, KS US","88","0","68","0","","","10","0","","","","","","","","","102",",0,1125,+","66.3",",0,1008,","","","974.2",",0","545",",0","",""
"USC00144598","1993","39.8083","-98.5583","559.9","LEBANON, KS US","98","0","86","0","","","10","0","","","","","","","","","203",",0,0109,","42.4",",0,0721,","","","1119.7",",0","990",",0","",""
"USC00144598","1994","39.8083","-98.5583","559.9","LEBANON, KS US","60","0","42","0","","","13","0","","","","","","","","","229",",0,0222,","42.7",",0,1121,","","","540.1",",0","811",",0","",""
"USC00144598","1995","39.8083","-98.5583","559.9","LEBANON, KS US","60","0","48","0","","","4","0","","","","","","","","","152",",0,0307,","50.0",",0,0508,","","","686.3",",0","382",",0","",""
"USC00144598","1996","39.8083","-98.5583","559.9","LEBANON, KS US","50","0","46","0","","","6","0","","","","","","","","","76",",0,0415,+","95.8",",0,1116,","","","712.9",",0","329",",0","",""
"USC00144598","1998","39.8083","-98.5583","559.9","LEBANON, KS US","80","0","55","0","","","6","0","","","","","","","","","102",",0,0308,+","53.3",",0,0726,","","","763.9",",0","385",",0","",""
"USC00144598","1999","39.8083","-98.5583","559.9","LEBANON, KS US","63","0","49","0","","","8","0","","","","","","","","","64",",0,0122,","38.1",",0,0731,","","","635.9",",0","317",",0","",""
"USC00144598","2000","39.8083","-98.5583","559.9","LEBANON, KS US","61","0","51","0","","","9","0","","","","","","","","","127",",0,0212,","34.3",",0,0711,","","","483.6",",0","507",",0","",""
"USC00144598","2001","39.8083","-98.5583","559.9","LEBANON, KS US","66","0","51","0","","","10","0","","","","","","","","","203",",0,0209,","86.1",",0,0530,","","","769.5",",0","915",",0","",""
"USC00144598","2002","39.8083","-98.5583","559.9","LEBANON, KS US","45","0","38","0","","","9","0","","","","","","","","","216",",0,0131,","40.6",",0,0527,","","","513.3",",0","775",",0","",""
"USC00144598","2003","39.8083","-98.5583","559.9","LEBANON, KS US","65","0","45","0","","","12","0","","","","","","","","","76",",0,1210,+","64.3",",0,0819,","","","479.3",",0","501",",0","",""
"USC00144598","2004","39.8083","-98.5583","559.9","LEBANON, KS US","67","0","52","0","","","12","0","","","","","","","","","203",",0,0205,","61.0",",0,0729,","","","684.3",",0","754",",0","",""
"USC00144598","2005","39.8083","-98.5583","559.9","LEBANON, KS US","64","0","44","0","","","6","0","","","","","","","","","76",",0,1218,+","105.9",",0,0726,","","","716.1",",0","433",",0","",""
"USC00144598","2006","39.8083","-98.5583","559.9","LEBANON, KS US","59","0","42","0","","","3","0","","","","","","","","","178",",0,0321,","105.4",",0,0817,","","","707.2",",0","292",",0","",""
"USC00144598","2007","39.8083","-98.5583","559.9","LEBANON, KS US","85","0","61","0","","","10","0","","","","","","","","","178",",0,0121,","62.5",",0,0802,","","","859.3",",0","774",",0","",""
"USC00144598","2010","39.8083","-98.5583","559.9","LEBANON, KS US","83","0","52","0","29","","5","0","","","","","","","127",",0,0205,","89",",0,1231,","80.0",",0,0717,","","","794.1",",0","290",",0","",""
"USC00144598","2013","39.8083","-98.5583","559.9","LEBANON, KS US","71","7","48","7","44","","10","7","","","","","","","330",",7,0222,","178",",7,0222,","65.5",",7,0617,","","","542.5",",7","949",",7","",""
"USC00144598","2014","39.8083","-98.5583","559.9","LEBANON, KS US","73","7","44","7","25","","8","7","","","","","","","203",",7,0223,","201",",7,0223,","82.3",",7,0810,","","","624.9",",7","607",",7","",""
"USC00144598","2015","39.8083","-98.5583","559.9","LEBANON, KS US","76","7","48","7","16","","6","7","","","","","","","76",",7,0203,+","81",",7,0202,","102.1",",7,0805,","","","886.5",",7","289",",7","",""
"USC00144598","2016","39.8083","-98.5583","559.9","LEBANON, KS US","72","7","47","7","19","","4","7","","","","","","","254",",7,0204,+","147",",7,0202,","74.9",",7,0417,","","","840.0",",7","470",",7","",""
"USC00144598","2017","39.8083","-98.5583","559.9","LEBANON, KS US","85","7","49","7","9","","2","7","","","","","","","25",",7,1231,+","38",",7,1224,","33.5",",7,0520,","","","621.8",",7","87",",7","",""
