"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00087886","1892","27.7629","-82.6262","2.4","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","1826.3","","1826.3","6","","","","","","","","","0","6","0","6","0","6","314","6","87","6","1.1","6,0104,","","","","","","","35.0","6,0711,","","","","","","","","","","","","","","","","","","","22.35","6","27.46","6","17.24","6"
"USC00087886","1893","27.7629","-82.6262","2.4","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","1985.6","","1985.6","6","","","","","","","","","0","6","2","6","0","6","330","6","103","6","0.0","6,0122,+","","","","","","","35.6","6,0706,+","","","","","","","0.0","6,0122","","","371.9","","371.9","6","","","","","22.94","6","27.99","6","17.89","6"
"USC00087886","1915","27.7629","-82.6262","2.4","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","1925.6","","1925.6","6","","","","","","","","","0","6","0","6","0","6","283","6","89","6","3.9","6,1221,","","","","","","","34.4","6,0823,","","","","","","","","","","","","","","","","","","","22.58","6","26.58","6","18.58","6"
"USC00087886","1916","27.7629","-82.6262","2.4","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","1889.4","","1889.4","6","94","6","54","6","","","","","0","6","0","6","0","6","330","6","49","6","2.8","6,0215,","","","","","146.6",",6,0913,","35.0","6,0818,+","","","","","","","","","","","221.2","","221.2","6","955.3",",6","","","22.90","6","27.11","6","18.71","6"
"USC00087886","1917","27.7629","-82.6262","2.4","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","1798.3","","1798.3","6","102","6","65","6","","","","","0","6","3","6","0","6","327","6","48","6","-2.2","6,0203,","","","","","111.0",",6,1016,","33.9","6,0807,+","-1.7","6,1231","","","","","0.0","6,0206","-2.2","6,0203","188.0","","188.0","6","1118.1",",6","","","22.52","6","26.74","6","18.31","6"
"USC00087886","1918","27.7629","-82.6262","2.4","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","2048.7","","2048.7","6","125","6","71","6","","","","","0","6","0","6","0","6","327","6","57","6","1.1","6,0104,","","","","","82.6",",6,1126,","35.6","6,0815,","","","","","","","","","","","322.4","","322.4","6","1155.7",",6","","","23.28","6","27.51","6","19.04","6"
"USC00087886","1919","27.7629","-82.6262","2.4","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","2014.0","","2014.0","6","129","6","86","6","","","","","0","6","0","6","0","6","321","6","56","6","1.7","6,0106,+","","","","","109.2",",6,0722,","34.4","6,0810,+","","","","","","","","","","","229.8","","229.8","6","1399.4",",6","","","23.20","6","27.32","6","19.08","6"
"USC00087886","1920","27.7629","-82.6262","2.4","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","1777.3","","1777.3","6","123","6","83","6","","","","","0","6","0","6","0","6","315","6","49","6","2.2","6,0105,","","","","","103.9",",6,0803,","33.9","6,0820,+","","","","","","","","","","","268.4","","268.4","6","1459.5",",6","","","22.35","6","26.57","6","18.13","6"
"USC00087886","1921","27.7629","-82.6262","2.4","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","2017.1","","2017.1","6","110","6","69","6","","","","","0","6","0","6","0","6","347","6","78","6","7.2","6,0226,","","","","","165.4",",6,0706,","34.4","6,0902,","","","","","","","","","","","164.3","","164.3","6","1526.8",",6","","","23.63","6","27.97","6","19.28","6"
"USC00087886","1922","27.7629","-82.6262","2.4","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","","","","","117","6","87","6","","","","","0","6","0","6","","","","","","","1.7","6,0208,","","","","","101.9",",6,0819,","","","","","","","","","","","","","133.1","","133.1","6","1707.9",",6","","","","","","","19.45","6"
"USC00087886","1923","27.7629","-82.6262","2.4","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","1958.5","","1958.5","6","106","6","61","6","","","","","0","6","0","6","0","6","336","6","43","6","3.3","6,0219,","","","","","83.8",",6,0830,","34.4","6,0811,","","","","","","","","","","","","","","","931.0",",6","","","23.32","6","27.33","6","19.32","6"
"USC00087886","1924","27.7629","-82.6262","2.4","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","1970.0","","1970.0","6","110","6","73","6","","","","","0","6","0","6","0","6","316","6","83","6","1.7","6,0106,","","","","","78.5",",6,0414,","35.0","6,0818,","","","","","","","","","","","256.0","","256.0","6","1322.1",",6","","","23.03","6","27.14","6","18.92","6"
"USC00087886","1925","27.7629","-82.6262","2.4","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","2133.8","","2133.8","6","117","6","79","6","","","","","0","6","0","6","0","6","328","6","97","6","2.8","6,1229,","","","","","131.8",",6,0715,","35.6","6,0908,+","","","","","","","","","","","105.6","","105.6","6","1545.1",",6","","","23.72","6","27.78","6","19.66","6"
"USC00087886","1926","27.7629","-82.6262","2.4","ST PETERSBURG ALBERT WHITTED AIRPORT, FL US","1920.6","","1920.6","6","119","6","74","6","","","","","0","6","0","6","0","6","323","6","81","6","3.9","6,0314,+","","","","","149.4",",6,0919,","34.4","6,0904,+","","","","","","","","","","","283.8","","283.8","6","1365.9",",6","","","22.90","6","27.04","6","18.76","6"
