"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00047916","1894","36.98785","-121.99952","21.3","SANTA CRUZ, CA US","79.4","","79.4","6","","","","","","","","","0","6","7","6","0","6","180","6","9","6","-2.8","6,0106,","","","","","","","38.3","6,0825,","","","","","","","","","0.0","6,0321","-2.8","6,0106","","","","","1598.3","","1598.3","6","","","","","14.54","6","20.88","6","8.19","6"
"USC00047916","1895","36.98785","-121.99952","21.3","SANTA CRUZ, CA US","63.7","","63.7","6","","","","","","","","","0","6","6","6","0","6","165","6","7","6","-1.7","6,1229,","","","","","","","35.6","6,0619,","-1.7","6,1229","","","","","","","0.0","6,0129","","","","","","","1257.0","","1257.0","6","","","","","14.59","6","21.02","6","8.17","6"
"USC00047916","1896","36.98785","-121.99952","21.3","SANTA CRUZ, CA US","48.6","","48.6","6","62","6","52","6","","","","","0","6","12","6","0","6","191","6","6","6","-1.7","6,0304,","","","","","45.7",",6,1121,+","35.0","6,0525,","-1.1","6,1126","","","","","","","0.0","6,0419","","","","","","","1537.2","","1537.2","6","809.1",",6","","","14.11","6","21.26","6","6.96","6"
"USC00047916","1897","36.98785","-121.99952","21.3","SANTA CRUZ, CA US","36.1","","36.1","6","","","","","","","","","0","6","27","6","0","6","157","6","4","6","-2.8","6,1220,","","","","","","","33.9","6,0923,","0.0","6,1107","-2.2","6,1219","","","","","0.0","6,0330","","","","","","","1646.4","","1646.4","6","","","","","13.39","6","20.43","6","6.35","6"
"USC00047916","1898","36.98785","-121.99952","21.3","SANTA CRUZ, CA US","61.2","","61.2","6","","","","","","","","","0","6","43","6","0","6","186","6","14","6","-3.3","6,1211,+","","","","","","","38.3","6,0911,","0.0","6,1107","-2.2","6,1210","","","","","0.0","6,0327","-3.3","6,0127","","","","","1912.6","","1912.6","6","","","","","13.57","6","21.41","6","5.73","6"
"USC00047916","1899","36.98785","-121.99952","21.3","SANTA CRUZ, CA US","8.4","","8.4","6","76","6","50","6","","","","","0","6","20","6","0","6","155","6","2","6","-3.3","6,0206,+","","","","","80.0",",6,1020,","33.3","6,1009,","-0.6","6,1209","","","","","","","0.0","6,0514","-3.3","6,0206","","","","","1870.3","","1870.3","6","878.2",",6","","","13.00","6","20.48","6","5.52","6"
"USC00047916","1900","36.98785","-121.99952","21.3","SANTA CRUZ, CA US","","","","","","","","","","","","","0","6","7","6","","","","","","","-3.9","6,1231,+","","","","","","","","","-1.1","6,1228","-3.9","6,1230","","","","","0.0","6,0409","","","","","","","1679.0","","1679.0","6","","","","","","","","","6.48","6"
"USC00047916","1901","36.98785","-121.99952","21.3","SANTA CRUZ, CA US","31.0","","31.0","6","51","6","37","6","","","","","0","6","30","6","0","6","180","6","9","6","-5.0","6,0101,","","","","","63.5",",6,0204,","37.2","6,0628,","-0.6","6,1211","-3.3","6,1212","","","","","-0.6","6,0426","-2.2","6,0210","-5.0","6,0101","","","","","","","515.3",",6","","","13.01","6","20.93","6","5.09","6"
"USC00047916","1902","36.98785","-121.99952","21.3","SANTA CRUZ, CA US","20.4","","20.4","6","64","6","49","6","","","","","0","6","33","6","0","6","166","6","5","6","-3.9","6,0115,","","","","","91.4",",6,0214,","33.9","6,0901,","0.0","6,1121","-2.2","6,1228","","","","","0.0","6,0324","-2.2","6,0201","","","","","1899.4","","1899.4","6","757.2",",6","","","12.93","6","20.52","6","5.35","6"
"USC00047916","1903","36.98785","-121.99952","21.3","SANTA CRUZ, CA US","","","","","","","","","","","","","","","","","0","6","162","6","9","6","","","","","","","","","37.8","6,0605,","","","","","","","","","","","","","","","","","","","","","","","","","","","20.70","6","",""
