"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00040192","1990","33.8647","-117.8425","71.6","ANAHEIM, CA US","869.5","","869.5","0","23","0","15","0","0","","0","0","0","0","1","0","0","0","278","0","49","0","-1.1","0,0215,","0",",0,1231,+","0",",0,1231,+","62.5",",0,0217,","40.0","0,0627,","","","-1.1","0,0215","","","","","204.2",",0","0",",0","19.11","0","25.44","0","12.77","0"
"USC00040192","1991","33.8647","-117.8425","71.6","ANAHEIM, CA US","","","","","30","0","19","0","0","","0","0","0","0","0","0","","","","","","","2.8","0,1201,","0",",0,1231,+","0",",0,1231,+","62.2",",0,0228,","","","","","","","","","","","304.1",",0","0",",0","","","","","12.53","0"
"USC00040192","1992","33.8647","-117.8425","71.6","ANAHEIM, CA US","925.1","","925.1","0","40","0","30","0","0","","0","0","0","0","0","0","0","0","291","0","46","0","2.8","0,1214,+","0",",0,1231,+","0",",0,1231,+","103.1",",0,1207,","38.3","0,0930,+","","","","","418.1","","418.1","0","507.6",",0","0",",0","19.64","0","25.62","0","13.65","0"
"USC00040192","1993","33.8647","-117.8425","71.6","ANAHEIM, CA US","","","","","44","0","31","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","51.3",",0,0107,","","","","","","","","","","","479.2",",0","0",",0","","","","","",""
"USC00040192","1994","33.8647","-117.8425","71.6","ANAHEIM, CA US","735.9","","735.9","0","35","0","17","0","0","","0","0","0","0","0","0","0","0","259","0","31","0","0.6","0,1119,","0",",0,1231,+","0",",0,1231,+","23.6",",0,0325,","38.9","0,0812,","","","","","514.7","","514.7","0","207.1",",0","0",",0","18.62","0","24.51","0","12.73","0"
"USC00040192","1995","33.8647","-117.8425","71.6","ANAHEIM, CA US","694.0","","694.0","0","41","0","32","0","0","","0","0","0","0","0","0","0","0","264","0","35","0","3.3","0,0325,+","0",",0,1231,+","0",",0,1231,+","54.4",",0,0105,","37.8","0,1002,","","","","","665.9","","665.9","0","530.4",",0","0",",0","18.76","0","24.58","0","12.94","0"
"USC00040192","1996","33.8647","-117.8425","71.6","ANAHEIM, CA US","832.6","","832.6","0","38","0","34","0","0","","0","0","0","0","0","0","0","0","285","0","36","0","2.2","0,0227,","0",",0,1231,+","0",",0,1231,+","37.8",",0,0221,","37.2","0,0629,","","","","","446.4","","446.4","0","442.0",",0","0",",0","19.33","0","25.15","0","13.50","0"
"USC00040192","1997","33.8647","-117.8425","71.6","ANAHEIM, CA US","","","","","31","0","21","0","0","","0","0","0","0","0","0","","","","","","","2.2","0,1222,","0",",0,1231,+","0",",0,1231,+","52.6",",0,1205,","","","","","","","","","","","292.3",",0","0",",0","","","","","13.63","0"
"USC00040192","1998","33.8647","-117.8425","71.6","ANAHEIM, CA US","626.3","","626.3","0","50","0","36","0","","","0","0","0","0","1","0","0","0","246","0","30","0","0.0","0,1223,","","","0",",0,1231,+","64.8",",0,0224,","38.9","0,0830,","0.0","0,1223","","","659.7","","659.7","0","581.9",",0","0",",0","18.07","0","23.85","0","12.30","0"
"USC00040192","1999","33.8647","-117.8425","71.6","ANAHEIM, CA US","582.0","","582.0","0","22","0","15","0","0","","0","0","0","0","0","0","0","0","264","0","30","0","2.8","0,0129,","0",",0,1231,+","0",",0,1231,+","16.3",",0,0412,","42.2","0,0930,","","","","","768.0","","768.0","0","123.4",",0","0",",0","17.98","0","24.32","0","11.65","0"
