"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00023277","1999","36.93583","-121.78861","48.8","WATSONVILLE MUNICIPAL AIRPORT, CA US","","","","","","","79","W","36","W","","","","","","","","","","","","","","","","","","","","","64.3",",W,0118,","","","","","","","","","","","","","","","","","488.2",",W","","","","","","","","","","","360","W","","","65.7","W"
"USW00023277","2000","36.93583","-121.78861","48.8","WATSONVILLE MUNICIPAL AIRPORT, CA US","2.0","W","47.7","","47.7","W","103","W","43","W","","","","","0","W","0","W","0","W","109","W","4","W","0.6","W,1230,+","","","","","102.6",",W,0213,","37.8","W,0614,","","","","","","","","","","","1634.8","","1634.8","W","778.2",",W","","","13.76","W","19.21","W","8.31","W","210","W","360","W","13.4","W","65.7","W"
"USW00023277","2001","36.93583","-121.78861","48.8","WATSONVILLE MUNICIPAL AIRPORT, CA US","1.9","W","30.1","","30.1","W","89","W","45","W","","","","","0","W","6","W","0","W","126","W","2","W","-1.7","W,0118,+","","","","","46.2",",W,1220,","38.9","W,0930,","","","","","-0.6","W,0208","","","","","1728.1","","1728.1","W","710.2",",W","","","13.68","W","19.24","W","8.13","W","230","W","360","W","17.9","W","65.7","W"
"USW00023277","2002","36.93583","-121.78861","48.8","WATSONVILLE MUNICIPAL AIRPORT, CA US","1.6","W","58.7","","58.7","W","76","W","33","W","","","","","0","W","14","W","0","W","126","W","10","W","-2.2","W,0130,","","","","","83.1",",W,1213,","35.0","W,0809,","","","","","-0.6","W,0308","-2.2","W,0130","","","1787.6","","1787.6","W","505.4",",W","","","13.62","W","19.52","W","7.72","W","230","W","360","W","15.6","W","65.7","W"
"USW00023277","2003","36.93583","-121.78861","48.8","WATSONVILLE MUNICIPAL AIRPORT, CA US","1.7","W","111.9","","111.9","W","83","W","38","W","","","","","0","W","5","W","0","W","152","W","14","W","-1.7","W,0206,","","","","","65.5",",W,1229,","37.2","W,0625,","0.0","W,1123","","","0.0","W,0208","","","","","1618.4","","1618.4","W","454.8",",W","","","14.41","W","20.37","W","8.45","W","220","W","360","W","17.9","W","65.7","W"
"USW00023277","2004","36.93583","-121.78861","48.8","WATSONVILLE MUNICIPAL AIRPORT, CA US","2.0","W","88.4","","88.4","W","53","W","27","W","","","","","0","W","9","W","0","W","152","W","12","W","-2.2","W,1203,","","","","","42.7",",W,0225,","36.1","W,0906,+","-1.7","W,1129","-2.2","W,1203","-0.6","W,0104","","","","","1391.1","","1391.1","W","419.0",",W","","","14.42","W","20.32","W","8.52","W","230","W","360","W","13.9","W","65.7","W"
"USW00023277","2005","36.93583","-121.78861","48.8","WATSONVILLE MUNICIPAL AIRPORT, CA US","1.9","B","21.4","","21.4","B","75","B","48","B","","","","","0","B","1","B","0","B","133","B","2","B","0.0","B,1216,","","","","","65.5",",B,1218,","32.8","B,0723,","0.0","B,1216","","","","","","","","","1601.3","","1601.3","B","577.6",",B","","","14.24","B","19.79","B","8.68","B","220","B","210","B","15.6","B","19.2","B"
"USW00023277","2006","36.93583","-121.78861","48.8","WATSONVILLE MUNICIPAL AIRPORT, CA US","2.0","W","49.2","","49.2","W","75","W","44","W","","","","","0","W","8","W","0","W","127","W","4","W","-2.7","W,1219,","","","","","45.2",",W,0102,","36.1","W,0722,","0.0","W,1129","-2.7","W,1219","0.0","W,0221","","","","","1637.1","","1637.1","W","519.6",",W","","","13.72","W","19.22","W","8.23","W","220","W","230","W","16.1","W","20.1","W"
"USW00023277","2007","36.93583","-121.78861","48.8","WATSONVILLE MUNICIPAL AIRPORT, CA US","1.7","W","58.8","","58.8","W","40","W","23","W","","","","","0","W","17","W","0","W","139","W","6","W","-5.5","W,0114,","","","","","22.6",",W,0222,","34.4","W,1024,","-0.5","W,1209","","","-1.0","W,0123","-3.2","W,0116","-5.5","W,0114","1780.6","","1780.6","W","223.5",",W","","","13.54","W","19.60","W","7.47","W","250","W","90","W","11.2","W","21.0","W"
"USW00023277","2008","36.93583","-121.78861","48.8","WATSONVILLE MUNICIPAL AIRPORT, CA US","","","108.1","","108.1","W","44","W","27","W","","","","","0","W","4","W","0","W","130","W","14","W","-1.0","W,1217,","","","","","35.8",",W,0104,","40.6","W,0620,","0.0","W,1214","","","","","","","","","1806.9","","1806.9","W","275.8",",W","","","13.85","W","19.96","W","7.74","W","","","","","","","",""
