"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00201052","2002","43.2172","-82.9905","246.9","BROWN CITY, MI US","11","0","127",",0,0131,","942",",0"
