"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00488095","1949","42.75","-105.0","1528.0","SHAWNEE, WY US","184.6","","184.6","0","","","","","","","30","0","174","0","40","0","142","0","13","0","-29.4","0,0124,","","","","","36.7","0,0823,","-1.7","0,0912","-2.8","0,0913","-5.0","0,1011","-6.7","0,1019","-9.4","0,1020","0.0","0,0424","-5.6","0,0415","-5.6","0,0415","-7.8","0,0402","-16.1","0,0315","","","","","7.61","0","15.51","0","-0.29","0"
"USC00488095","1951","42.75","-105.0","1528.0","SHAWNEE, WY US","","","","","33","0","19","0","","","","","","","","","","","","","","","","","30.5",",0,0717,","","","","","","","","","","","","","","","","","","","","","","","263.3",",0","","","","","","","",""
"USC00488095","1954","42.75","-105.0","1528.0","SHAWNEE, WY US","","","","","40","0","25","0","10","0","","","","","","","","","","","","","76",",0,1130,+","14.0",",0,0812,","","","","","","","","","","","","","","","","","","","","","","","170.0",",0","603",",0","","","","","",""
