"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00243118","2015","48.4627","-108.7791","770.2","FORT BELKNAP 2 SW, MT US","194.1","","194.1","7","72","7","29","7","27","7","182","7","55","7","123","7","19","7","-28.9","7,0204,","59.7",",7,0728,","36.7","7,0814,","-0.6","7,0823","-2.8","7,1016","-4.4","7,1021","-7.8","7,1028","-9.4","7,1030","-1.1","7,0519","-2.8","7,0518","-4.4","7,0427","-6.7","7,0318","-9.4","7,0306","322.1",",7","6.67","7","14.10","7","-0.75","7"
"USC00243118","2016","48.4627","-108.7791","770.2","FORT BELKNAP 2 SW, MT US","","","","","102","7","49","7","","","","","","","","","","","","","47.8",",7,1004,","","","","","","","","","","","","","","","","","","","","","","","588.1",",7","","","","","",""
