"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00431360","1896","43.98333","-72.45","243.8","CHELSEA, VT US","126.5","","126.5","6","87","6","67","6","","","","","31","6","167","6","89","6","90","6","0","6","-32.8","6,0217,","","","","","44.5",",6,0229,","30.6","6,0811,","-2.8","6,0923","-2.8","6,0923","-5.6","6,1020","-6.7","6,1026","-9.4","6,1115","0.0","6,0520","-2.2","6,0411","-5.6","6,0410","-6.7","6,0409","-10.0","6,0404","","","","","775.9",",6","","","4.94","6","10.36","6","-0.48","6"
"USC00431360","1897","43.98333","-72.45","243.8","CHELSEA, VT US","114.9","","114.9","6","96","6","83","6","","","","","24","6","176","6","75","6","89","6","2","6","-28.3","6,0119,","","","","","94.5",",6,0706,","33.3","6,0705,","0.0","6,0918","-5.6","6,1010","-5.6","6,1010","-6.7","6,1031","-9.4","6,1115","-1.1","6,0508","-2.2","6,0422","-9.4","6,0421","-9.4","6,0421","-9.4","6,0421","4846.1","","4846.1","6","1221.1",",6","","","5.33","6","10.73","6","-0.08","6"
"USC00431360","1898","43.98333","-72.45","243.8","CHELSEA, VT US","165.3","","165.3","6","","","","","","","","","20","6","165","6","63","6","97","6","1","6","-28.3","6,0130,","","","","","","","32.2","6,0703,","0.0","6,0921","-5.0","6,1010","-5.0","6,1010","-10.0","6,1112","-10.0","6,1112","-0.6","6,0509","-3.3","6,0428","-4.4","6,0419","-9.4","6,0406","-9.4","6,0406","4587.6","","4587.6","6","","","","","6.06","6","11.08","6","1.04","6"
"USC00431360","1899","43.98333","-72.45","243.8","CHELSEA, VT US","119.6","","119.6","6","","","","","","","","","23","6","175","6","70","6","92","6","1","6","-28.3","6,0110,","","","","","","","32.2","6,0704,","0.0","6,0914","-2.2","6,0923","-4.4","6,1021","-6.7","6,1103","-10.0","6,1113","-0.6","6,0505","-3.9","6,0416","-8.3","6,0412","-8.3","6,0412","-8.9","6,0406","4832.8","","4832.8","6","","","","","5.41","6","10.67","6","0.14","6"
"USC00431360","1900","43.98333","-72.45","243.8","CHELSEA, VT US","114.9","","114.9","6","99","6","77","6","","","","","33","6","176","6","76","6","107","6","0","6","-27.8","6,0202,","","","","","47.2",",6,0807,","31.1","6,0707,","0.0","6,0919","-3.9","6,1017","-7.8","6,1020","-7.8","6,1020","-11.1","6,1116","-1.7","6,0512","-5.6","6,0511","-5.6","6,0511","-9.4","6,0410","-9.4","6,0410","4845.8","","4845.8","6","926.2",",6","","","5.36","6","10.85","6","-0.12","6"
"USC00431360","1901","43.98333","-72.45","243.8","CHELSEA, VT US","","","","","","","","","","","","","","","","","83","6","98","6","3","6","","","","","","","","","36.1","6,0702,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.41","6","",""
"USC00431360","1902","43.98333","-72.45","243.8","CHELSEA, VT US","62.5","","62.5","6","","","","","","","","","27","6","167","6","71","6","64","6","0","6","-28.9","6,1209,","","","","","","","28.9","6,0709,+","-3.3","6,1010","-3.3","6,1010","-5.0","6,1017","-8.3","6,1026","-12.2","6,1129","-1.7","6,0514","-4.4","6,0511","-4.4","6,0511","-7.2","6,0510","-12.2","6,0319","4411.4","","4411.4","6","","","","","5.13","6","10.30","6","-0.03","6"
"USC00431360","1903","43.98333","-72.45","243.8","CHELSEA, VT US","62.7","","62.7","6","95","6","73","6","","","","","29","6","165","6","79","6","74","6","0","6","-30.6","6,0119,","","","","","39.9",",6,0323,","30.6","6,0709,","-0.6","6,1015","-3.9","6,1022","-6.7","6,1025","-6.7","6,1025","-12.2","6,1119","-1.7","6,0525","-7.2","6,0502","-7.2","6,0502","-7.2","6,0502","-11.1","6,0406","4614.7","","4614.7","6","753.3",",6","","","5.03","6","10.44","6","-0.38","6"
"USC00431360","1904","43.98333","-72.45","243.8","CHELSEA, VT US","69.6","","69.6","6","","","","","","","","","48","6","188","6","103","6","93","6","0","6","-30.0","6,0119,","","","","","","","30.6","6,0719,+","-0.6","6,0921","-5.0","6,0922","-5.0","6,0922","-10.0","6,1028","-10.0","6,1028","-0.6","6,0424","-3.3","6,0423","-6.7","6,0422","-6.7","6,0422","-10.0","6,0417","5257.3","","5257.3","6","","","","","3.34","6","8.78","6","-2.09","6"
"USC00431360","1905","43.98333","-72.45","243.8","CHELSEA, VT US","94.1","","94.1","6","100","6","66","6","","","","","31","6","186","6","84","6","72","6","0","6","-26.7","6,0126,+","","","","","58.4",",6,0730,","30.0","6,0718,+","0.0","6,0914","-6.1","6,1022","-6.1","6,1022","-8.9","6,1026","-8.9","6,1026","-1.7","6,0524","-2.2","6,0502","-4.4","6,0423","-7.2","6,0419","-8.9","6,0402","5358.9","","5358.9","6","773.6",",6","","","4.32","6","9.79","6","-1.15","6"
