"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00034712","2006","35.25","-91.09889","63.1","MCCRORY 6 E, AR US","1747.5","","1747.5","0"
