"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000ASUN","2006","34.1953","-112.1417","902.2","SUNSET POINT ARIZONA, AZ US","1523.8","","1523.8","U","0","U","13","U","0","U","266","U","122","U","-3.9","U,1130,","43.9","U,0714,","-1.1","U,1129","-3.9","U,1130","","","0.0","U,0322","","","","","","","954.0","","954.0","U","19.66","U","26.70","U","12.62","U"
"USR0000ASUN","2007","34.1953","-112.1417","902.2","SUNSET POINT ARIZONA, AZ US","1620.4","","1620.4","U","0","U","18","U","0","U","259","U","126","U","-6.7","U,0114,","43.3","U,0704,","0.0","U,1215","-2.2","U,1226","","","-1.1","U,0301","-2.8","U,0115","-6.7","U,0114","-6.7","U,0114","1085.0","","1085.0","U","19.74","U","26.66","U","12.81","U"
"USR0000ASUN","2008","34.1953","-112.1417","902.2","SUNSET POINT ARIZONA, AZ US","1485.4","","1485.4","U","0","U","17","U","0","U","259","U","123","U","-2.8","U,1227,+","43.3","U,0620,","0.0","U,1219","-2.8","U,1227","","","-1.7","U,0206","-2.8","U,0131","","","","","1162.7","","1162.7","U","19.26","U","26.46","U","12.06","U"
"USR0000ASUN","2009","34.1953","-112.1417","902.2","SUNSET POINT ARIZONA, AZ US","1537.9","","1537.9","U","0","U","11","U","0","U","262","U","127","U","-1.7","U,1210,","42.2","U,0804,+","0.0","U,1204","","","","","0.0","U,0213","","","","","","","1017.9","","1017.9","U","19.51","U","26.55","U","12.46","U"
"USR0000ASUN","2010","34.1953","-112.1417","902.2","SUNSET POINT ARIZONA, AZ US","1473.3","","1473.3","U","0","U","5","U","0","U","236","U","118","U","-5.0","U,1231,","43.3","U,0718,","0.0","U,1123","-3.3","U,1230","-5.0","U,1231","","","","","","","","","1255.6","","1255.6","U","19.00","U","25.87","U","12.13","U"
"USR0000ASUN","2011","34.1953","-112.1417","902.2","SUNSET POINT ARIZONA, AZ US","1526.5","","1526.5","U","0","U","15","U","1","U","243","U","122","U","-7.8","U,0203,","42.2","U,0826,+","-0.6","U,1204","","","","","-1.1","U,0410","-3.9","U,0204","-7.8","U,0203","-7.8","U,0203","1107.9","","1107.9","U","19.14","U","25.89","U","12.37","U"
"USR0000ASUN","2012","34.1953","-112.1417","902.2","SUNSET POINT ARIZONA, AZ US","1564.5","","1564.5","U","0","U","10","U","0","U","262","U","124","U","-1.7","U,1228,","41.1","U,0808,","-0.6","U,1111","","","","","-1.1","U,0320","","","","","","","1128.0","","1128.0","U","19.80","U","26.50","U","13.10","U"
"USR0000ASUN","2013","34.1953","-112.1417","902.2","SUNSET POINT ARIZONA, AZ US","1395.9","","1395.9","U","0","U","25","U","0","U","252","U","105","U","-6.7","U,0115,+","42.2","U,0629,+","-1.7","U,1205","-3.9","U,1206","","","-0.6","U,0226","-6.7","U,0115","-6.7","U,0115","-6.7","U,0115","1108.5","","1108.5","U","18.92","U","25.45","U","12.40","U"
"USR0000ASUN","2014","34.1953","-112.1417","902.2","SUNSET POINT ARIZONA, AZ US","1364.4","","1364.4","U","0","U","8","U","0","U","264","U","104","U","-2.8","U,1229,+","40.6","U,0723,+","-1.1","U,1226","-2.8","U,1228","","","-1.1","U,0204","","","","","","","939.8","","939.8","U","19.59","U","26.24","U","12.95","U"
"USR0000ASUN","2015","34.1953","-112.1417","902.2","SUNSET POINT ARIZONA, AZ US","1449.2","","1449.2","U","0","U","18","U","0","U","262","U","117","U","-3.3","U,1230,+","41.1","U,0814,+","0.0","U,1127","-2.8","U,1215","","","-0.6","U,0104","-3.3","U,0103","","","","","873.1","","873.1","U","19.60","U","26.08","U","13.13","U"
"USR0000ASUN","2016","34.1953","-112.1417","902.2","SUNSET POINT ARIZONA, AZ US","1483.0","","1483.0","U","0","U","7","U","0","U","270","U","101","U","-3.3","U,0203,","44.4","U,0619,","0.0","U,1218","","","","","-1.1","U,0204","-3.3","U,0203","","","","","969.3","","969.3","U","19.96","U","26.54","U","13.38","U"
"USR0000ASUN","2017","34.1953","-112.1417","902.2","SUNSET POINT ARIZONA, AZ US","1607.3","","1607.3","U","0","U","7","U","0","U","276","U","117","U","-1.1","U,1222,+","44.4","U,0621,+","-1.1","U,1222","","","","","-0.6","U,0225","","","","","","","928.2","","928.2","U","20.53","U","27.05","U","14.00","U"
