"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00040790","1932","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","59","6","47","6","","","","","","","","","","","","","","","","","","","","","57.4",",6,0206,","","","","","","","","","","","","","","","633.5",",6","","","","","","","",""
"USC00040790","1934","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","44","6","34","6","","","","","","","","","","","","","","","","","","","","","131.6",",6,1118,","","","","","","","","","","","","","","","870.0",",6","","","","","","","",""
"USC00040790","1935","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","64","6","46","6","","","","","","","","","","","","","","","","","","","","","73.9",",6,1229,","","","","","","","","","","","","","","","977.2",",6","","","","","","","",""
"USC00040790","1937","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","62","6","53","6","","","","","","","","","","","","","","","","","","","","","120.7",",6,0214,","","","","","","","","","","","","","","","1293.4",",6","","","","","","","",""
"USC00040790","1939","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","45","6","33","6","","","","","","","","","","","","","","","","","","","","","90.4",",6,0308,","","","","","","","","","","","","","","","566.1",",6","","","","","","","",""
"USC00040790","1942","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","55","6","46","6","","","","","","","","","","","","","","","","","","","","","115.6",",6,0124,","","","","","","","","","","","","","","","1079.1",",6","","","","","","","",""
"USC00040790","1943","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","55","6","44","6","","","","","","","","","","","","","","","","","","","","","204.5",",6,0121,","","","","","","","","","","","","","","","1049.5",",6","","","","","","","",""
"USC00040790","1944","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","77","6","53","6","","","","","","","","","","","","","","","","","","","","","83.8",",6,0228,","","","","","","","","","","","","","","","1163.1",",6","","","","","","","",""
"USC00040790","1945","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","74","6","48","6","","","0","6","","","","","","","","","","","","","","","0",",6,1231,+","158.5",",6,0201,","","","","","","","","","","","","","","","1208.8",",6","0",",6","","","","","",""
"USC00040790","1946","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","48","6","36","6","","","0","6","","","","","","","","","","","","","","","0",",6,1231,+","117.3",",6,1118,","","","","","","","","","","","","","","","764.9",",6","0",",6","","","","","",""
"USC00040790","1947","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","49","6","34","6","","","","","","","","","","","","","","","","","","","","","42.7",",6,0209,","","","","","","","","","","","","","","","518.4",",6","","","","","","","",""
"USC00040790","1948","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","66","0","48","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","48.3",",0,0429,","","","","","","","","","","","","","","","856.1",",0","0",",0","","","","","",""
"USC00040790","1949","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","54","0","36","0","","","","","","","","","","","","","","","","","","","","","93.2",",0,1110,","","","","","","","","","","","","","","","728.5",",0","","","","","","","",""
"USC00040790","1950","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","64","0","49","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0408,+","105.9",",0,1119,","","","","","","","","","","","","","","","1266.5",",0","0","T,0","","","","","",""
"USC00040790","1951","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","59","0","43","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0302,","86.4",",0,1229,","","","","","","","","","","","","","","","936.5",",0","0","T,0","","","","","",""
"USC00040790","1952","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","69","0","60","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,1227,+","119.4",",0,0315,","","","","","","","","","","","","","","","1366.7",",0","0","T,0","","","","","",""
"USC00040790","1953","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","52","0","36","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","102.6",",0,0108,","","","","","","","","","","","","","","","678.0",",0","0",",0","","","","","",""
"USC00040790","1954","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","56","0","47","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0321,+","78.2",",0,0117,","","","","","","","","","","","","","","","1079.0",",0","0","T,0","","","","","",""
"USC00040790","1956","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","57","0","37","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","82.6",",0,0125,","","","","","","","","","","","","","","","606.5",",0","0",",0","","","","","",""
"USC00040790","1957","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","74","0","54","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","77.5",",0,0225,","","","","","","","","","","","","","","","1112.9",",0","0",",0","","","","","",""
"USC00040790","1958","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","63","0","55","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","83.8",",0,0124,","","","","","","","","","","","","","","","1296.3",",0","0",",0","","","","","",""
"USC00040790","1959","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","38","0","29","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","209.6",",0,0919,","","","","","","","","","","","","","","","800.6",",0","0",",0","","","","","",""
"USC00040790","1960","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","60","0","52","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","88.4",",0,0202,","","","","","","","","","","","","","","","922.6",",0","0",",0","","","","","",""
"USC00040790","1961","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","49","0","28","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","88.9",",0,0126,","","","","","","","","","","","","","","","523.4",",0","0",",0","","","","","",""
"USC00040790","1962","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","50","0","42","0","1","","0","0","","","","","","","","","","","","","51",",0,0122,","0",",0,1231,+","151.9",",0,0210,","","","","","","","","","","","","","","","1167.2",",0","0",",0","","","","","",""
"USC00040790","1963","36.2472","-121.7802","61.0","BIG SUR STATION, CA US","","","","","54","0","40","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","234.4",",0,0131,","","","","","","","","","","","","","","","1501.4",",0","0",",0","","","","","",""
