"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00397742","1901","45.6656","-97.0393","368.5","SISSETON, SD US","","","","","73","6","53","6","","","","","","","","","","","","","","","","","","","","","127.0",",6,0705,","","","","","","","","","","","","","","","","","","","","","","","","","","","809.9",",6","","","","","","","","","","","",""
"USC00397742","1902","45.6656","-97.0393","368.5","SISSETON, SD US","152.8","","152.8","6","76","6","48","6","","","","","35","6","164","6","69","6","110","6","3","6","-32.2","6,1226,","","","","","46.2",",6,0801,","36.7","6,0729,","-1.1","6,0912","-2.8","6,1003","-4.4","6,1029","-10.6","6,1109","-10.6","6,1109","-0.6","6,0509","-2.8","6,0424","-6.1","6,0423","-7.2","6,0414","-12.2","6,0407","","","","","519.3",",6","","","5.74","6","11.71","6","-0.23","6","","","",""
"USC00397742","1903","45.6656","-97.0393","368.5","SISSETON, SD US","111.5","","111.5","6","82","6","55","6","","","","","46","6","175","6","94","6","105","6","0","6","-34.4","6,0216,","","","","","92.7",",6,0702,","31.7","6,0707,+","0.0","6,0914","-2.2","6,0916","-4.4","6,1026","-8.3","6,1106","-9.4","6,1113","0.0","6,0611","-2.8","6,0501","-7.2","6,0430","-7.2","6,0430","-8.9","6,0403","4744.4","","4744.4","6","740.8",",6","","","4.83","6","10.87","6","-1.22","6","","","",""
"USC00397742","1904","45.6656","-97.0393","368.5","SISSETON, SD US","","","","","80","6","49","6","","","","","","","","","","","","","","","","","","","","","76.7",",6,0808,","","","","","","","","","","","","","","","","","","","","","","","5233.5","","5233.5","6","627.6",",6","","","","","","","","","","","",""
"USC00397742","1932","45.6656","-97.0393","368.5","SISSETON, SD US","","","","","61","6","45","6","","","","","","","","","","","","","","","","","","","","","83.8",",6,0802,","","","","","","","","","","","","","","","","","","","","","","","","","","","526.0",",6","","","","","","","","","","","",""
"USC00397742","1933","45.6656","-97.0393","368.5","SISSETON, SD US","","","","","43","6","39","6","","","","","","","","","62","6","152","6","50","6","","","","","","","35.3",",6,0430,","40.6","6,0730,+","","","","","","","","","","","","","","","","","","","","","4418.6","","4418.6","","419.2",",6","","","","","14.78","6","","","","","",""
"USC00397742","1934","45.6656","-97.0393","368.5","SISSETON, SD US","","","","","44","6","32","6","","","","","28","6","166","6","","","","","","","-30.0","6,1226,","","","","","63.2",",6,0607,","","","0.0","6,0916","-5.6","6,0921","-5.6","6,0921","-7.2","6,1101","-10.0","6,1122","0.0","6,0428","-6.7","6,0427","-6.7","6,0427","-6.7","6,0427","-11.1","6,0330","","","","","384.0",",6","","","","","","","1.00","6","","","",""
"USC00397742","1935","45.6656","-97.0393","368.5","SISSETON, SD US","346.3","","346.3","6","","","","","","","","","35","6","188","6","74","6","120","6","23","6","-33.3","6,0123,","","","","","","","38.9","6,0815,","-0.6","6,0926","-4.4","6,0927","-4.4","6,0927","-11.1","6,1005","-11.1","6,1005","0.0","6,0605","-3.9","6,0504","-5.0","6,0416","-6.7","6,0409","-8.9","6,0331","4305.5","","4305.5","6","","","","","6.01","6","12.22","6","-0.20","6","","","",""
"USC00397742","1936","45.6656","-97.0393","368.5","SISSETON, SD US","580.4","","580.4","6","53","6","41","6","","","","","62","6","185","6","102","6","144","6","48","6","-38.3","6,0124,","","","","","27.9",",6,0510,","45.0","6,0706,","-0.6","6,0927","-3.9","6,1001","-6.7","6,1003","-6.7","6,1003","-10.0","6,1021","-0.6","6,0503","-3.3","6,0429","-7.8","6,0422","-7.8","6,0422","-8.9","6,0421","5272.9","","5272.9","6","347.9",",6","","","5.20","6","11.84","6","-1.45","6","","","",""
"USC00397742","1937","45.6656","-97.0393","368.5","SISSETON, SD US","","","","","62","6","47","6","","","","","","","","","97","6","126","6","33","6","","","","","","","72.4",",6,0714,","41.1","6,0815,","","","","","","","","","","","","","","","","","","","","","","","","","657.1",",6","","","","","11.41","6","","","","","",""
"USC00397742","1938","45.6656","-97.0393","368.5","SISSETON, SD US","372.1","","372.1","6","","","","","","","","","37","6","157","6","73","6","145","6","25","6","-29.4","6,0108,","","","","","","","40.0","6,0813,","-1.1","6,1022","-5.0","6,1023","-5.0","6,1023","-8.9","6,1106","-8.9","6,1106","-0.6","6,0512","-2.2","6,0506","-5.0","6,0423","-6.7","6,0409","-9.4","6,0405","4421.9","","4421.9","6","","","","","7.31","6","13.85","6","0.77","6","","","",""
"USC00397742","1939","45.6656","-97.0393","368.5","SISSETON, SD US","431.0","","431.0","6","45","6","32","6","","","7","6","30","6","157","6","73","6","157","6","37","6","-34.4","6,0215,","","","203",",6,0201,","130.0",",6,0610,","37.8","6,0902,","-1.1","6,0925","-2.2","6,0926","-5.0","6,0929","-11.7","6,1028","-11.7","6,1028","-1.1","6,0421","-3.3","6,0418","-7.2","6,0413","-7.2","6,0413","-13.3","6,0411","4175.9","","4175.9","6","518.5",",6","532",",6","7.77","6","14.19","6","1.35","6","","","",""
"USC00397742","1940","45.6656","-97.0393","368.5","SISSETON, SD US","382.9","","382.9","6","","","","","","","14","6","37","6","166","6","91","6","138","6","27","6","-31.7","6,1213,","","","178",",6,0403,","","","40.6","6,0724,","-1.1","6,0925","-2.8","6,1015","-4.4","6,1106","-6.7","6,1108","-12.8","6,1111","-1.7","6,0501","-2.8","6,0426","-4.4","6,0413","-7.2","6,0412","-13.3","6,0411","4214.5","","4214.5","6","","","940",",6","6.57","6","12.47","6","0.66","6","","","",""
"USC00397742","1941","45.6656","-97.0393","368.5","SISSETON, SD US","402.7","","402.7","6","78","6","55","6","","","","","23","6","158","6","87","6","129","6","21","6","-28.9","6,0218,","","","","","57.2",",6,0804,","40.0","6,0724,","-1.1","6,0928","-2.2","6,1025","-8.9","6,1027","-8.9","6,1027","-8.9","6,1027","0.0","6,0508","-3.9","6,0421","-6.1","6,0403","-6.7","6,0328","-10.6","6,0318","4300.3","","4300.3","6","717.2",",6","","","7.72","6","13.12","6","2.32","6","","","",""
"USC00397742","1942","45.6656","-97.0393","368.5","SISSETON, SD US","229.1","","229.1","6","52","6","45","6","","","10","6","26","6","174","6","68","6","137","6","6","6","-30.0","6,0107,","","","102",",6,1219,+","67.3",",6,0326,","33.3","6,0828,","-2.8","6,0924","-2.8","6,0924","-4.4","6,0927","-11.1","6,1025","-11.1","6,1025","0.0","6,0514","-2.8","6,0417","-12.2","6,0408","-12.2","6,0408","-12.2","6,0408","4033.8","","4033.8","6","717.3",",6","610",",6","6.95","6","12.75","6","1.15","6","","","",""
"USC00397742","1943","45.6656","-97.0393","368.5","SISSETON, SD US","337.9","","337.9","6","50","6","42","6","","","12","6","47","6","169","6","83","6","129","6","11","6","-32.8","6,0117,","","","152",",6,0317,+","39.4",",6,1013,","36.1","6,0731,","-0.6","6,0917","-5.6","6,1015","-5.6","6,1015","-7.8","6,1108","-9.4","6,1110","-1.7","6,0512","-2.8","6,0508","-6.7","6,0419","-6.7","6,0419","-15.0","6,0322","4789.2","","4789.2","6","578.3",",6","1145",",6","6.29","6","12.23","6","0.35","6","","","",""
