"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00412114","1905","31.3072","-95.4509","105.8","CROCKETT, TX US","","","1460.7","","1460.7","0","95","0","74","0","1","","0","0","0","0","35","0","3","0","259","0","86","0","-12.8","0,0213,","25",",0,0204,","20",",0,0204,","132.8",",0,0626,","38.9","0,0825,","-1.7","0,1203","-2.8","0,1216","","","","","","","0.0","0,0219","-2.8","0,0216","-5.0","0,0215","-11.7","0,0214","-11.7","0,0214","","","","","1678.1",",0","20",",0","19.01","0","24.77","0","13.25","0"
"USC00412114","1906","31.3072","-95.4509","105.8","CROCKETT, TX US","","","1470.4","","1470.4","0","76","0","53","0","0","","0","0","0","0","18","0","1","0","275","0","107","0","-5.6","0,0123,+","0",",0,1231,+","3",",0,0205,+","96.0",",0,0429,","37.8","0,0815,+","-2.2","0,1121","-2.2","0,1121","","","","","","","-2.8","0,0320","-2.8","0,0320","-4.4","0,0124","","","","","1065.9","","1065.9","0","1144.1",",0","6",",0","19.76","0","26.10","0","13.43","0"
"USC00412114","1907","31.3072","-95.4509","105.8","CROCKETT, TX US","","","1610.4","","1610.4","0","89","0","67","0","0","","0","0","0","0","10","0","0","0","281","0","114","0","-5.6","0,1113,","0",",0,1231,+","0","T,0,1111,","122.2",",0,1119,","40.6","0,0813,","-1.1","0,1112","-5.6","0,1113","-5.6","0,1113","","","","","-0.6","0,0215","-2.8","0,0208","","","","","","","665.5","","665.5","0","1526.8",",0","0","T,0","20.58","0","26.80","0","14.35","0"
"USC00412114","1908","31.3072","-95.4509","105.8","CROCKETT, TX US","","","1613.9","","1613.9","0","86","0","60","0","0","","0","0","0","0","15","0","0","0","277","0","107","0","-6.1","0,0117,","0",",0,1231,+","0","T,0,1113,+","72.6",",0,0414,","39.4","0,0906,+","-3.3","0,1114","-3.3","0,1114","","","","","","","-5.6","0,0220","-5.6","0,0220","-5.6","0,0220","","","","","925.4","","925.4","0","1017.1",",0","0","T,0","20.39","0","26.55","0","14.23","0"
"USC00412114","1909","31.3072","-95.4509","105.8","CROCKETT, TX US","","","1780.0","","1780.0","0","75","0","52","0","0","","1","0","0","0","33","0","3","0","299","0","129","0","-8.9","0,0112,","0",",0,1231,+","178",",0,1219,","60.2",",0,1009,","45.6","0,0818,","0.0","0,1118","-5.6","0,1209","-5.6","0,1209","-7.2","0,1220","","","-1.1","0,0315","-7.2","0,0216","-7.2","0,0216","-7.2","0,0216","-8.9","0,0112","830.4","","830.4","0","841.9",",0","181",",0","20.66","0","27.64","0","13.68","0"
"USC00412114","1910","31.3072","-95.4509","105.8","CROCKETT, TX US","","","1679.2","","1679.2","0","62","0","49","0","1","","2","0","0","0","21","0","1","0","282","0","137","0","-11.7","0,0218,","25",",0,0217,","51",",0,0211,","105.9",",0,0519,","40.6","0,0809,","-0.6","0,1029","-3.3","0,1202","","","","","","","-2.2","0,0225","-2.2","0,0225","-11.7","0,0218","-11.7","0,0218","-11.7","0,0218","939.5","","939.5","0","1068.4",",0","76",",0","20.45","0","27.37","0","13.54","0"
"USC00412114","1911","31.3072","-95.4509","105.8","CROCKETT, TX US","","","1802.1","","1802.1","0","89","0","77","0","0","","0","0","0","0","22","0","1","0","288","0","138","0","-11.1","0,0104,+","0",",0,1231,+","0",",0,1231,+","76.2",",0,0706,","40.6","0,0614,","-1.1","0,1112","-4.4","0,1113","-4.4","0,1113","-7.8","0,1130","","","-2.2","0,0224","-2.2","0,0224","-4.4","0,0223","-11.1","0,0104","-11.1","0,0104","720.4","","720.4","0","1213.3",",0","0",",0","20.97","0","27.29","0","14.65","0"
"USC00412114","1912","31.3072","-95.4509","105.8","CROCKETT, TX US","","","1602.1","","1602.1","0","79","0","52","0","0","","0","0","0","0","33","0","0","0","246","0","121","0","-12.2","0,0112,","0",",0,1231,+","0","T,0,1212,+","65.0",",0,0618,","42.2","0,0729,","-1.1","0,1102","-4.4","0,1128","-4.4","0,1128","","","","","0.0","0,0315","-3.9","0,0207","-8.3","0,0205","-8.3","0,0205","-9.4","0,0204","1250.2","","1250.2","0","853.6",",0","0","T,0","19.35","0","25.84","0","12.86","0"
"USC00412114","1913","31.3072","-95.4509","105.8","CROCKETT, TX US","","","1515.1","","1515.1","0","88","0","66","0","0","","0","0","0","0","21","0","1","0","258","0","99","0","-8.9","0,0108,","0",",0,1231,+","0",",0,1231,+","85.3",",0,0913,","42.2","0,0807,+","-1.7","0,1208","-2.2","0,1209","","","","","","","-2.2","0,0327","-2.2","0,0327","-8.9","0,0108","-8.9","0,0108","-8.9","0,0108","1070.2","","1070.2","0","1174.4",",0","0",",0","19.57","0","25.78","0","13.37","0"
"USC00412114","1914","31.3072","-95.4509","105.8","CROCKETT, TX US","","","1556.4","","1556.4","0","95","0","68","0","0","","0","0","0","0","32","0","0","0","259","0","107","0","-8.3","0,0207,","0",",0,1231,+","0",",0,1231,+","87.6",",0,0923,","42.8","0,0729,","-1.1","0,1120","-5.0","0,1211","-5.0","0,1211","-7.2","0,1214","","","-1.1","0,0409","-5.0","0,0225","-5.0","0,0225","-8.3","0,0207","","","1005.3","","1005.3","0","1224.4",",0","0",",0","19.51","0","25.43","0","13.59","0"
