"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00470735","1905","43.96667","-88.95","238.0","BERLIN LOCK, WI US","","","","","","","","","70","6","130","6","7","6","","","","","","","35.0","6,0719,+","","","","","12.05","6"
"USC00470735","1926","43.96667","-88.95","238.0","BERLIN LOCK, WI US","123","6","63","6","","","22","6","","","","","","","","","127",",6,0225,","45.2",",6,0614,","","","810.6",",6","1544",",6","",""
"USC00470735","1927","43.96667","-88.95","238.0","BERLIN LOCK, WI US","130","6","67","6","","","7","6","","","","","","","","","203",",6,1208,","50.3",",6,1115,","","","815.6",",6","655",",6","",""
"USC00470735","1928","43.96667","-88.95","238.0","BERLIN LOCK, WI US","127","6","73","6","","","","","","","","","","","","","","","37.6",",6,0713,","","","900.9",",6","","","",""
"USC00470735","1929","43.96667","-88.95","238.0","BERLIN LOCK, WI US","135","6","62","6","","","18","6","","","","","","","","","203",",6,0401,","40.9",",6,0905,+","","","757.3",",6","1683",",6","",""
"USC00470735","1930","43.96667","-88.95","238.0","BERLIN LOCK, WI US","107","6","60","6","","","13","6","","","","","","","","","102",",6,0401,","35.1",",6,0614,","","","647.5",",6","1025",",6","",""
"USC00470735","1931","43.96667","-88.95","238.0","BERLIN LOCK, WI US","106","6","57","6","","","","","","","","","","","","","","","49.0",",6,0901,","","","688.6",",6","","","",""
"USC00470735","1932","43.96667","-88.95","238.0","BERLIN LOCK, WI US","114","6","53","6","","","11","6","","","","","","","","","152",",6,1212,","29.0",",6,1109,","","","529.4",",6","814",",6","",""
"USC00470735","1933","43.96667","-88.95","238.0","BERLIN LOCK, WI US","129","6","59","6","","","16","6","","","","","","","","","114",",6,0321,","29.0",",6,0722,","","","658.6",",6","1020",",6","",""
"USC00470735","1934","43.96667","-88.95","238.0","BERLIN LOCK, WI US","109","6","54","6","","","12","6","","","","","","","","","203",",6,0330,","51.3",",6,1122,","","","766.6",",6","840",",6","",""
"USC00470735","1935","43.96667","-88.95","238.0","BERLIN LOCK, WI US","123","6","63","6","","","16","6","","","","","","","","","152",",6,0225,","48.3",",6,0619,","","","702.2",",6","1093",",6","",""
"USC00470735","1936","43.96667","-88.95","238.0","BERLIN LOCK, WI US","116","6","55","6","","","20","6","","","","","","","","","127",",6,0204,","39.4",",6,0916,","","","547.0",",6","1229",",6","",""
"USC00470735","1937","43.96667","-88.95","238.0","BERLIN LOCK, WI US","112","6","60","6","","","","","","","","","","","","","","","69.3",",6,0819,","","","684.0",",6","","","",""
"USC00470735","1938","43.96667","-88.95","238.0","BERLIN LOCK, WI US","134","6","82","6","","","","","","","","","","","","","","","152.9",",6,0701,","","","1149.3",",6","","","",""
"USC00470735","1939","43.96667","-88.95","238.0","BERLIN LOCK, WI US","96","6","55","6","","","","","","","","","","","","","","","50.8",",6,0821,","","","612.2",",6","","","",""
"USC00470735","1940","43.96667","-88.95","238.0","BERLIN LOCK, WI US","121","6","64","6","","","","","","","","","","","","","","","111.8",",6,0804,","","","959.8",",6","","","",""
"USC00470735","1944","43.96667","-88.95","238.0","BERLIN LOCK, WI US","98","6","67","6","","","","","","","","","","","","","","","45.7",",6,0831,","","","672.4",",6","","","",""
"USC00470735","1946","43.96667","-88.95","238.0","BERLIN LOCK, WI US","87","6","59","6","","","","","","","","","","","","","","","70.1",",6,0730,","","","757.9",",6","","","",""
"USC00470735","1947","43.96667","-88.95","238.0","BERLIN LOCK, WI US","96","6","57","6","","","","","","","","","","","","","","","47.2",",6,0529,","","","700.4",",6","","","",""
"USC00470735","1948","43.96667","-88.95","238.0","BERLIN LOCK, WI US","91","0","68","0","","","","","","","","","","","","","","","94.0",",0,0811,","","","727.2",",0","","","",""
"USC00470735","1949","43.96667","-88.95","238.0","BERLIN LOCK, WI US","81","0","55","0","75","","11","0","","","","","","","229",",0,0218,+","89",",0,1207,+","35.6",",0,0725,","","","652.4",",0","698",",0","",""
"USC00470735","1950","43.96667","-88.95","238.0","BERLIN LOCK, WI US","74","0","58","0","90","","17","0","","","","","","","305",",0,1213,","127",",0,1206,","58.7",",0,0720,","","","791.1",",0","983",",0","",""
