"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094733","1999","44.68722","-73.52306","113.4","PLATTSBURGH CLINTON CO AIRPORT, NY US","2.8","W","260.3","","260.3","W","124","W","56","W","20","W","155","W","54","W","123","W","9","W","-30.0","W,0114,","61.7",",W,0916,","36.1","W,0627,","0.0","W,1004","-2.8","W,1007","-4.4","W,1019","-8.9","W,1111","-8.9","W,1111","-0.6","W,0513","-2.2","W,0428","-4.4","W,0416","-6.7","W,0327","-14.4","W,0310","4000.1","","4000.1","W","598.1",",W","7.79","W","13.83","W","1.75","W","350","W","340","W","16.1","W","21.5","W"
"USW00094733","2000","44.68722","-73.52306","113.4","PLATTSBURGH CLINTON CO AIRPORT, NY US","2.7","W","107.2","","107.2","W","152","W","78","W","29","W","159","W","65","W","97","W","0","W","-28.3","W,0203,","46.7",",W,0509,","31.1","W,0507,","-1.1","W,0928","-3.9","W,0929","-5.0","W,1102","-8.9","W,1122","-8.9","W,1122","0.0","W,0520","-5.6","W,0414","-5.6","W,0414","-12.8","W,0319","-12.8","W,0319","4232.6","","4232.6","W","771.9",",W","6.16","W","11.70","W","0.63","W","160","W","280","W","13.4","W","19.2","W"
"USW00094733","2001","44.68722","-73.52306","113.4","PLATTSBURGH CLINTON CO AIRPORT, NY US","2.6","W","221.6","","221.6","W","138","W","64","W","22","W","164","W","68","W","117","W","9","W","-26.1","W,0120,","73.7",",W,0622,","36.7","W,0809,","-2.2","W,1008","-2.2","W,1008","-5.0","W,1029","-6.7","W,1112","-12.8","W,1216","-1.7","W,0508","-3.3","W,0430","-5.0","W,0420","-8.3","W,0329","-11.7","W,0327","4620.0","","4620.0","W","639.7",",W","7.31","W","13.21","W","1.42","W","170","W","310","W","13.0","W","107.3","W"
"USW00094733","2002","44.68722","-73.52306","113.4","PLATTSBURGH CLINTON CO AIRPORT, NY US","2.8","W","256.4","","256.4","W","150","W","62","W","7","W","174","W","54","W","122","W","14","W","-21.1","W,0203,","65.3",",W,0708,","34.4","W,0909,+","0.0","W,1008","-3.3","W,1015","-5.0","W,1025","-8.3","W,1102","-8.9","W,1103","-0.6","W,0520","-2.8","W,0427","-4.4","W,0422","-7.2","W,0407","-12.2","W,0326","3929.6","","3929.6","W","852.5",",W","7.45","W","13.10","W","1.79","W","250","W","240","W","17.4","W","24.6","W"
"USW00094733","2003","44.68722","-73.52306","113.4","PLATTSBURGH CLINTON CO AIRPORT, NY US","2.6","W","238.1","","238.1","W","150","W","65","W","37","W","165","W","79","W","117","W","5","W","-30.6","W,0128,","36.8",",W,0711,","33.3","W,0705,+","-0.6","W,1003","-3.3","W,1024","-9.4","W,1108","-9.4","W,1108","-9.4","W,1108","0.0","W,0517","-2.2","W,0504","-5.0","W,0425","-6.7","W,0418","-9.4","W,0407","4657.2","","4657.2","W","787.7",",W","6.18","W","11.88","W","0.49","W","170","W","260","W","14.3","W","19.2","W"
"USW00094733","2004","44.68722","-73.52306","113.4","PLATTSBURGH CLINTON CO AIRPORT, NY US","2.6","W","139.6","","139.6","W","153","W","76","W","25","W","162","W","69","W","111","W","0","W","-30.6","W,0125,+","57.2",",W,0803,","31.7","W,0722,","-1.1","W,1005","-2.8","W,1020","-6.1","W,1104","-10.0","W,1109","-10.0","W,1109","-1.7","W,0508","-3.3","W,0425","-4.4","W,0416","-7.2","W,0405","-11.7","W,0324","4425.0","","4425.0","W","802.7",",W","6.25","W","11.91","W","0.59","W","150","W","260","W","13.4","W","68.0","W"
"USW00094733","2005","44.68722","-73.52306","113.4","PLATTSBURGH CLINTON CO AIRPORT, NY US","2.6","B","318.4","","318.4","B","148","B","73","B","27","B","147","B","68","B","121","B","8","B","-27.8","B,0128,","75.2",",B,0831,","35.0","B,0625,","0.0","B,1020","-2.8","B,1021","-5.0","B,1109","-7.2","B,1112","-10.6","B,1124","-1.1","W,0513","-3.9","W,0422","-4.4","W,0416","-8.9","W,0327","-8.9","W,0327","4398.2","","4398.2","B","961.0",",B","7.40","B","13.00","B","1.80","B","360","B","360","B","16.1","B","19.7","B"
"USW00094733","2006","44.68722","-73.52306","113.4","PLATTSBURGH CLINTON CO AIRPORT, NY US","2.2","W","244.4","","244.4","W","153","W","82","W","3","W","160","W","42","W","118","W","6","W","-18.8","W,0116,","30.2",",W,1201,","36.1","W,0801,","-1.0","W,1007","-3.2","W,1021","-5.5","W,1121","-7.7","W,1204","-11.0","W,1205","0.0","W,0507","-3.2","W,0428","-4.9","W,0408","-8.8","W,0320","-9.3","W,0317","3709.6","","3709.6","W","839.5",",W","8.44","W","13.79","W","3.09","W","230","W","230","W","15.7","W","28.2","W"
