"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00128546","1896","39.233333","-85.1","310.3","SUNMAN, IN US","3","6","113","6","-21.1","6,0221,+","0.0","6,0923","-2.2","6,1018","-5.6","6,1113","-10.0","6,1129","-10.0","6,1129","-2.8","6,0408","-2.8","6,0408","-4.4","6,0404","-11.1","6,0324","-11.1","6,0324","6.34","6"
