"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00345775","2010","34.7292","-98.5694","486.8","MEDICINE PARK 3 W MESONET, OK US","1279.1","","1279.1","0","0","","0","0","0","0","68","0","9","0","215","0","87","0","-14.4","0,0108,","0",",0,1231,+","0",",0,1231,+","40.6","0,0823,","0.0","0,1118","-2.2","0,1125","-5.6","0,1126","-6.7","0,1213","","","-0.6","0,0322","-3.3","0,0321","-5.0","0,0224","-6.7","0,0209","-11.1","0,0110","2077.0","","2077.0","0","755.9",",0","0",",0","16.55","0","22.43","0","10.68","0"
"USC00345775","2011","34.7292","-98.5694","486.8","MEDICINE PARK 3 W MESONET, OK US","1711.3","","1711.3","K","","","","","0","K","56","K","10","K","230","K","120","K","-16.1","K,0202,","","","","","42.8","K,0828,+","-2.2","K,1117","-2.2","K,1117","-4.4","K,1205","-7.2","K,1206","","","0.0","K,0315","-2.8","K,0225","-6.7","K,0211","-6.7","K,0211","-13.3","K,0210","1726.5","","1726.5","K","389.8",",K","","","18.08","K","24.63","K","11.53","K"
"USC00345775","2012","34.7292","-98.5694","486.8","MEDICINE PARK 3 W MESONET, OK US","1453.6","","1453.6","7","","","","","0","7","36","7","3","7","234","7","109","7","-11.1","7,1226,","","","","","44.4","7,0801,","-0.6","7,1027","-2.8","7,1127","-7.2","7,1210","-7.2","7,1210","-8.9","7,1225","-0.6","K,0221","-2.8","K,0213","-6.1","K,0212","-7.8","K,0211","","","1493.5","","1493.5","7","491.2",",","","","18.42","7","24.60","7","12.23","7"
"USC00345775","2013","34.7292","-98.5694","486.8","MEDICINE PARK 3 W MESONET, OK US","1173.4","","1173.4","7","","","","","0","7","72","7","11","7","204","7","77","7","-13.9","7,1207,","","","","","40.0","7,0627,","-2.8","7,1112","-2.8","7,1112","-5.0","7,1113","-8.3","7,1205","-10.0","7,1206","-1.1","7,0424","-2.2","7,0410","-4.4","7,0326","-6.7","7,0201","","","1779.8","","1779.8","7","","","","","16.02","7","21.93","7","10.12","7"
"USC00345775","2014","34.7292","-98.5694","486.8","MEDICINE PARK 3 W MESONET, OK US","1194.6","","1194.6","7","","","","","0","7","65","7","13","7","217","7","78","7","-13.9","7,0206,","","","","","39.4","7,0727,","-2.8","7,1111","-2.8","7,1111","-6.7","7,1112","-6.7","7,1112","-10.0","7,1230","-1.1","7,0323","-6.7","7,0301","-6.7","7,0301","-6.7","7,0301","-8.9","7,0211","2007.4","","2007.4","7","","","","","16.22","7","22.20","7","10.23","7"
"USC00345775","2015","34.7292","-98.5694","486.8","MEDICINE PARK 3 W MESONET, OK US","1170.5","","1170.5","7","","","","","0","7","55","7","7","7","216","7","82","7","-11.7","7,0108,","","","","","39.4","7,0807,","-1.1","7,1121","-2.2","7,1122","-5.0","7,1218","","","","","-3.9","7,0306","-3.9","7,0306","-10.6","7,0305","-10.6","7,0305","-10.6","7,0305","1841.1","","1841.1","7","","","","","16.83","7","22.44","7","11.22","7"
"USC00345775","2016","34.7292","-98.5694","486.8","MEDICINE PARK 3 W MESONET, OK US","1247.1","","1247.1","7","","","","","0","7","39","7","2","7","223","7","83","7","-15.0","7,1218,","","","","","40.0","7,0803,","-0.6","7,1119","-2.2","7,1207","-5.0","7,1208","-12.8","7,1217","-12.8","7,1217","0.0","7,0320","-2.8","7,0204","-5.0","7,0123","-8.3","7,0110","","","1461.4","","1461.4","7","949.0",",7","","","17.73","7","23.45","7","12.01","7"
"USC00345775","2017","34.7292","-98.5694","486.8","MEDICINE PARK 3 W MESONET, OK US","1033.8","","1033.8","7","","","","","0","7","36","7","6","7","230","7","54","7","-14.4","7,0106,","","","","","38.9","7,0722,","0.0","7,1028","-5.0","7,1207","-5.0","7,1207","-7.2","7,1208","-11.7","7,1231","-0.6","7,0315","-4.4","7,0225","-4.4","7,0225","-13.3","7,0107","-13.3","7,0107","1364.2","","1364.2","7","1114.2",",7","","","17.18","7","23.00","7","11.35","7"
