"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012960","1970","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1423.3","","1423.3","0","100","0","61","0","0","","0","0","0","0","27","0","0","0","265","0","83","0","-7.2","0,0107,","0","T,0,0119,","0","T,0,0119,+","117.9",",0,0515,","37.8","0,0704,","-1.1","0,1115","-3.9","0,1116","","","","","","","0.0","0,0322","-2.8","0,0203","-6.7","0,0108","-6.7","0,0108","","","1006.7","","1006.7","0","1225.0",",0","59.6","X","0","T,0","19.46","0","25.23","0","13.70","0","161496",",X","80","X","","","","","90","X","13.4","X","","","","","20.6","X"
"USW00012960","1971","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1531.9","","1531.9","0","87","0","61","0","0","","0","0","0","0","19","0","0","0","307","0","83","0","-3.9","0,0304,+","0","T,0,0108,+","0","T,0,0107,+","83.3",",0,1202,","37.8","0,0707,","","","","","","","","","","","0.0","0,0407","-2.8","0,0308","","","","","","","807.9","","807.9","0","961.0",",0","55.2","X","0","T,0","20.51","0","26.52","0","14.51","0","148848",",X","300","X","","","","","270","X","13.0","X","","","","","19.0","X"
"USW00012960","1972","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1498.2","","1498.2","0","106","0","63","0","0","","0","0","0","0","21","0","0","0","287","0","89","0","-5.6","0,1217,+","0",",0,1231,+","0","T,0,0104,","189.7",",0,0320,","36.7","0,0629,","0.0","0,1130","-3.9","0,1216","-5.6","0,1217","","","","","-2.2","0,0209","-2.2","0,0209","-4.4","0,0204","","","","","631.2","","631.2","0","1291.0",",0","55.9","X","0","T,0","20.10","0","26.13","0","14.06","0","151716",",X","330","X","","","","","315","X","16.5","X","","","","","24.2","X"
"USW00012960","1973","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1443.6","","1443.6","0","130","0","85","0","2","","3","0","0","0","24","0","0","0","285","0","68","0","-7.2","0,0112,","25",",0,0209,+","51",",0,0111,","143.0",",0,0611,","36.7","0,0730,","-0.6","0,1208","-2.2","0,1220","-6.1","0,1221","","","","","-0.6","0,0410","-4.4","0,0211","-4.4","0,0211","-6.7","0,0113","","","1076.2","","1076.2","0","1782.7",",0","55.6","X","123",",0","19.81","0","25.76","0","13.85","0","149136",",X","300","X","","","","","","","20.1","X","","","","","99.7","X"
"USW00012960","1974","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1536.1","","1536.1","0","114","0","74","0","0","","0","0","0","0","18","0","0","0","294","0","86","0","-3.3","0,0226,+","0",",0,1231,+","0",",0,1231,+","72.1",",0,1101,","36.7","0,0728,+","-0.6","0,1130","","","","","","","","","-3.3","0,0226","-3.3","0,0226","","","","","","","683.6","","683.6","0","1252.5",",0","53.8","X","0",",0","20.47","0","26.30","0","14.64","0","146178",",X","120","X","","","","","","","17.9","X","","","","","",""
"USW00012960","1975","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1448.7","","1448.7","0","112","0","72","0","0","","0","0","0","0","27","0","0","0","287","0","87","0","-6.1","0,0113,","0",",0,1231,+","0","T,0,0112,","90.7",",0,1025,","35.6","0,0903,+","-0.6","0,1114","-4.4","0,1123","-4.4","0,1123","","","","","-1.1","0,0314","-2.8","0,0224","-6.1","0,0113","","","","","759.5","","759.5","0","1294.9",",0","51.3","X","0","T,0","20.03","0","26.26","0","13.79","0","137178",",X","140","X","","","","","135","X","13.4","X","","","","","24.2","X"
"USW00012960","1976","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1207.8","","1207.8","0","101","0","64","0","0","","0","0","0","0","35","0","0","0","273","0","74","0","-7.2","0,1130,+","0","T,0,1129,","0","T,0,1128,","207.3",",0,0418,","37.8","0,0807,","-3.3","0,1128","-3.3","0,1128","-5.6","0,1129","-7.2","0,1130","","","0.0","0,0317","-2.8","0,0223","-7.2","0,0109","-7.2","0,0109","","","824.7","","824.7","0","1388.2",",0","55.3","X","0","T,0","18.75","0","25.10","0","12.40","0","148806",",X","140","X","","","","","","","13.4","X","","","","","",""
"USW00012960","1977","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1494.2","","1494.2","0","96","0","62","0","0","","0","0","0","0","29","0","0","0","281","0","110","0","-7.8","0,0119,+","0",",0,1231,+","0",",0,1231,+","67.1",",0,0420,","37.8","0,0803,","-1.1","0,1110","-3.3","0,1221","-5.6","0,1222","","","","","-0.6","0,0228","-2.2","0,0129","-5.6","0,0120","-7.8","0,0119","","","1268.7","","1268.7","0","888.9",",0","61.3","X","0",",0","19.69","0","26.07","0","13.31","0","165960",",X","110","X","","","","","90","X","14.8","X","","","","","20.0","X"
"USW00012960","1978","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1559.5","","1559.5","0","108","0","65","0","0","","0","0","0","0","42","0","2","0","268","0","109","0","-6.7","0,1210,","0","T,0,0121,+","10",",0,0119,","85.3",",0,0529,","38.9","0,0716,","-0.6","0,1208","-3.3","0,1209","-6.7","0,1210","-6.7","0,1210","","","-1.7","0,0310","-2.2","0,0305","-6.1","0,0222","","","","","1218.4","","1218.4","0","1141.9",",0","54.7","X","10",",0","19.24","0","25.40","0","13.09","0","150444",",X","140","X","","","","","90","X","20.1","X","","","","","31.4","X"
"USW00012960","1979","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1400.2","","1400.2","0","111","0","74","0","0","","0","0","0","0","27","0","0","0","273","0","76","0","-8.3","0,0102,","0",",0,1231,+","0","T,0,1123,+","175.8",",0,0919,","36.1","0,0630,","-0.6","0,1114","-3.9","0,1130","-4.4","0,1218","","","","","0.0","0,0219","-2.8","0,0210","-5.0","0,0115","-7.8","0,0103","","","967.1","","967.1","0","1498.4",",0","55.8","X","0","T,0","19.18","0","25.23","0","13.13","0","150168",",X","300","X","","","","","315","X","16.5","X","","","","","25.2","X"
"USW00012960","1980","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1826.0","","1826.0","0","92","0","58","0","0","","1","0","0","0","20","0","0","0","283","0","117","0","-5.6","0,0302,","0",",0,1231,+","36",",0,0202,","85.3",",0,1018,","41.7","0,0823,","0.0","0,1119","","","","","","","","","-3.9","0,0303","-3.9","0,0303","-5.6","0,0302","","","","","901.1","","901.1","0","990.8",",0","57.8","X","36",",0","20.94","0","27.09","0","14.79","0","157680",",X","110","X","","","","","135","X","13.4","X","","","","","19.5","X"
"USW00012960","1981","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1746.9","","1746.9","0","97","0","67","0","0","","0","0","0","0","11","0","0","0","297","0","118","0","-6.7","0,0211,","0","T,0,0211,","0","T,0,0211,+","151.9",",0,0831,","37.2","0,0823,+","-1.1","0,1218","","","","","","","","","-1.7","0,0215","-4.4","0,0212","-4.4","0,0212","-6.7","0,0211","","","852.2","","852.2","0","1422.1",",0","55.4","X","0","T,0","21.04","0","26.79","0","15.28","0","148662",",X","210","X","","","","","360","X","13.9","X","","","","","25.2","X"
"USW00012960","1982","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1754.3","","1754.3","0","98","0","60","0","0","","0","0","0","0","14","0","0","0","275","0","125","0","-11.1","0,0111,","0",",0,1231,+","0",",0,1231,+","91.2",",0,0713,","37.2","0,0711,","-0.6","0,1212","-2.8","0,1213","","","","","","","-1.1","0,0307","-2.2","0,0206","-5.0","0,0117","-7.2","0,0114","-11.1","0,0111","823.6","","823.6","0","1089.3",",0","52.8","X","0",",0","20.67","0","26.29","0","15.05","0","143154",",X","50","X","","","","","180","X","16.5","X","","","","","43.7","X"
"USW00012960","1983","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1383.8","","1383.8","0","112","0","71","0","0","","0","0","0","0","16","0","4","0","267","0","66","0","-11.7","0,1225,","0",",0,1231,+","0",",0,1231,+","169.9",",0,0818,","35.0","0,0831,+","-0.6","0,1207","-6.7","0,1222","-6.7","0,1222","-6.7","0,1222","-10.0","0,1224","-1.1","0,0203","","","","","","","","","951.9","","951.9","0","1351.8",",0","53.6","X","0",",0","19.14","0","24.55","0","13.74","0","144054",",X","80","X","","","","","90","X","22.8","X","","","","","35.0","X"
"USW00012960","1984","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","3.7","X","1567.7","","1567.7","0","104","0","60","0","0","","0","0","0","0","14","0","0","0","283","0","86","0","-6.7","0,0119,","0",",0,1231,+","0",",0,1231,+","235.0",",0,1025,","36.7","0,0819,","-0.6","0,1122","-3.3","0,1207","","","","","","","-0.6","0,0307","-2.2","0,0229","-5.6","0,0121","-6.7","0,0119","","","1049.3","","1049.3","0","1225.1",",0","","","0",",0","20.35","0","25.89","0","14.82","0","142281",",X","260","X","","","","","270","X","20.6","X","","","","","27.2","X"
"USW00012960","1985","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","3.5","X","1679.8","","1679.8","0","110","0","64","0","0","","1","0","0","0","21","0","1","0","272","0","97","0","-8.9","0,0121,","0","T,0,0202,+","25",",0,0112,","79.2",",0,0618,","38.9","0,0901,","-0.6","0,1202","-3.9","0,1214","","","","","","","0.0","0,0213","-2.2","0,0212","-6.7","0,0202","-6.7","0,0202","-8.9","0,0121","851.1","","851.1","0","1248.8",",0","","","43",",0","20.30","0","25.59","0","15.01","0","142555",",X","60","X","","","","","180","X","13.9","X","","","","","23.1","X"
"USW00012960","1986","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","3.3","X","1730.9","","1730.9","0","116","0","68","0","0","","0","0","0","0","5","0","0","0","286","0","97","0","-2.2","0,0212,","0",",0,1231,+","0",",0,1231,+","96.8",",0,1123,","38.3","0,0818,+","","","","","","","","","","","-0.6","0,0301","-2.2","0,0212","","","","","","","670.5","","670.5","0","1141.8",",0","","","0",",0","21.10","0","26.35","0","15.84","0","139346",",X","200","X","","","","","180","X","17.9","X","","","","","23.1","X"
"USW00012960","1987","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","3.5","X","1597.3","","1597.3","0","106","0","64","0","0","","0","0","0","0","12","0","0","0","285","0","106","0","-3.3","0,0123,","0",",0,1231,+","0",",0,1231,+","61.5",",0,0509,","37.8","0,0806,+","0.0","0,1112","","","","","","","","","-0.6","0,0403","-3.3","0,0123","","","","","","","884.1","","884.1","0","1032.1",",0","","","0",",0","20.42","0","26.51","0","14.32","0","149438",",X","280","X","","","","","360","X","14.3","X","","","","","22.1","X"
