"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00094846","1959","41.995","-87.9336","201.8","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","","","628.5","","628.5","0","128","0","70","0","55","","11","0","14","0","137","0","51","0","144","0","30","0","-25.0","0,0105,","203",",0,0126,+","117",",0,1223,+","33.8",",0,1104,","36.1","0,0908,","0.0","0,1012","-3.9","0,1028","-4.4","0,1106","-6.7","0,1107","-10.6","0,1114","-1.1","0,0422","-3.3","0,0411","-7.8","0,0322","-7.8","0,0322","-9.4","0,0317","","","","","819.3",",0","","","994",",0","9.70","0","14.52","0","4.87","0","","","","","","","","","","","","","","","","","",""
"USW00094846","1960","41.995","-87.9336","201.8","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","","","450.2","","450.2","0","117","0","60","0","62","","11","0","6","0","137","0","69","0","137","0","15","0","-27.2","0,1223,","279",",0,0318,+","147",",0,0316,","50.8",",0,0112,","37.2","0,0907,","-1.7","0,1020","-2.8","0,1021","-5.0","0,1109","-7.2","0,1130","-11.1","0,1201","-0.6","0,0418","-4.4","0,0410","-4.4","0,0410","-11.7","0,0326","-11.7","0,0326","3793.0","","3793.0","0","717.6",",0","","","979",",0","9.32","0","13.96","0","4.69","0","","","","","","","","","","","","","","","","","",""
"USW00094846","1961","41.995","-87.9336","201.8","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","","","393.7","","393.7","0","118","0","70","0","27","","9","0","11","0","145","0","44","0","136","0","9","0","-22.2","0,0125,","203",",0,1224,","188",",0,1223,","73.2",",0,0913,","33.9","0,0827,","0.0","0,0929","-2.2","0,1026","-4.4","0,1105","-8.3","0,1207","-10.6","0,1208","0.0","0,0503","-2.2","0,0416","-6.1","0,0408","-6.7","0,0402","-9.4","0,0310","3675.6","","3675.6","0","934.9",",0","","","799",",0","9.13","0","14.59","0","3.68","0","","","","","","","","","","","","","","","","","",""
"USW00094846","1962","41.995","-87.9336","201.8","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","","","413.4","","413.4","0","111","0","52","0","79","","12","0","22","0","141","0","61","0","144","0","18","0","-26.1","0,0110,","254",",0,0120,+","218",",0,0106,","72.1",",0,0702,","34.4","0,0824,+","-1.7","0,1023","-3.9","0,1024","-6.1","0,1025","-7.2","0,1026","-10.6","0,1209","-4.4","0,0416","-4.4","0,0416","-4.4","0,0416","-7.2","0,0316","-8.9","0,0303","3796.3","","3796.3","0","553.8",",0","","","958",",0","8.93","0","14.31","0","3.55","0","","","","","","","","","","","","","","","","","",""
"USW00094846","1963","41.995","-87.9336","201.8","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","","","387.1","","387.1","0","98","0","51","0","69","","12","0","44","0","142","0","69","0","162","0","13","0","-28.3","0,0123,+","203",",0,0123,+","208",",0,0119,","50.3",",0,0713,","35.0","0,0701,","0.0","0,1013","-2.8","0,1029","-5.6","0,1102","-7.8","0,1124","-11.7","0,1201","0.0","0,0523","-2.2","0,0414","-6.7","0,0322","-6.7","0,0322","-10.6","0,0302","3957.1","","3957.1","0","642.3",",0","","","1060",",0","8.39","0","14.54","0","2.23","0","","","","","","","","","248","X","","","","","","","24.2","X"
"USW00094846","1964","41.995","-87.9336","201.8","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","","","407.4","","407.4","0","113","0","62","0","28","","11","0","3","0","150","0","48","0","146","0","26","0","-25.0","0,0101,","178",",0,1206,+","188",",0,0329,","59.2",",0,0718,","35.6","0,0803,+","0.0","0,0928","-3.9","0,1006","-4.4","0,1007","-6.7","0,1010","-10.6","0,1120","-1.1","0,0415","-3.9","0,0409","-7.2","0,0401","-7.2","0,0401","-16.7","0,0330","3635.4","","3635.4","0","756.1",",0","","","1039",",0","9.34","0","15.42","0","3.26","0","","","","","","","","","23","X","","","","","","","32.4","X"
"USW00094846","1965","41.995","-87.9336","201.8","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","","","287.0","","287.0","0","139","0","80","0","48","","15","0","12","0","133","0","44","0","130","0","5","0","-25.6","0,0202,","254",",0,0325,+","173",",0,0317,","45.0",",0,1224,","34.4","0,0723,","-1.1","0,1005","-4.4","0,1028","-4.4","0,1028","-6.7","0,1114","-8.9","0,1130","0.0","0,0529","-2.2","0,0403","-4.4","0,0331","-6.7","0,0330","-18.3","0,0327","3989.4","","3989.4","0","993.3",",0","","","1393",",0","8.85","0","14.29","0","3.41","0","","","240","X","","","","","225","X","24.1","X","","","","","30.8","X"
"USW00094846","1966","41.995","-87.9336","201.8","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","","","384.1","","384.1","0","114","0","57","0","38","","8","0","15","0","145","0","51","0","137","0","17","0","-28.9","0,0129,","178",",0,0114,+","206",",0,0112,","68.3",",0,0511,","36.1","0,0710,","-0.6","0,1005","-2.2","0,1006","-4.4","0,1029","-6.7","0,1119","-13.9","0,1201","-4.4","0,0510","-4.4","0,0510","-4.4","0,0510","-6.7","0,0328","-8.9","0,0325","3690.2","","3690.2","0","813.9",",0","","","790",",0","8.90","0","14.82","0","2.98","0","","","320","X","","","","","225","X","17.0","X","","","","","22.1","X"
"USW00094846","1967","41.995","-87.9336","201.8","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","","","286.7","","286.7","0","140","0","69","0","60","","15","0","11","0","128","0","48","0","131","0","3","0","-27.2","0,0212,","686",",0,0206,","340",",0,0126,","78.5",",0,0610,","33.3","0,0526,","-1.1","0,1011","-2.2","0,1012","-5.6","0,1107","-6.7","0,1115","-8.9","0,1128","0.0","0,0505","-2.2","0,0425","-5.0","0,0319","-11.7","0,0318","-11.7","0,0318","3680.0","","3680.0","0","896.7",",0","","","1798",",0","8.73","0","13.82","0","3.63","0","","","240","X","","","","","248","X","20.1","X","","","","","28.3","X"
"USW00094846","1968","41.995","-87.9336","201.8","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","","","461.5","","461.5","0","124","0","69","0","36","","10","0","9","0","122","0","41","0","147","0","24","0","-25.0","0,0107,","127",",0,0117,+","97",",0,0114,","87.1",",0,0816,","35.6","0,0806,","0.0","0,1005","-2.8","0,1030","-5.6","0,1120","-8.3","0,1206","-10.0","0,1207","-0.6","0,0506","-2.8","0,0406","-4.4","0,0323","-10.6","0,0313","-10.6","0,0313","3568.7","","3568.7","0","806.6",",0","","","700",",0","10.14","0","15.42","0","4.86","0","","","300","X","","","","","180","X","20.6","X","","","","","24.7","X"
