"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00418446","1966","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","","","","","85","0","48","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","78.7",",0,0813,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","735.7",",0","0",",0","","","","","","","",""
"USC00418446","1967","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","","","","","77","0","48","0","0","","0","0","0","0","35","0","","","","","","","-6.7","0,0104,","0",",0,1231,+","3",",0,0206,","79.2",",0,0530,","","","","","-1.1","0,1203","-2.2","0,1204","","","","","","","0.0","0,0308","-2.2","0,0307","-5.6","0,0207","-6.7","0,0104","","","","","","","","","","","726.1",",0","3",",0","","","","","13.47","0","",""
"USC00418446","1968","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","1303.2","","1303.2","0","99","0","76","0","0","","0","0","0","0","33","0","1","0","253","0","71","0","-6.1","0,0108,+","0",",0,1231,+","0",",0,1231,+","125.7",",0,0915,","36.7","0,0823,","","","-1.1","0,1112","-2.2","0,1208","","","","","","","-1.1","0,0323","-4.4","0,0301","-4.4","0,0301","","","","","","","","","","","","","1690.9",",0","0",",0","18.50","0","24.28","0","12.72","0","",""
"USC00418446","1969","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","1472.7","","1472.7","0","75","0","50","0","0","","0","0","0","0","26","0","0","0","259","0","102","0","-7.8","0,0105,","0",",0,1231,+","0",",0,1231,+","168.9",",0,0413,","40.6","0,0812,","","","-3.9","0,1115","-3.9","0,1115","","","","","","","0.0","0,0311","-2.2","0,0309","-7.8","0,0105","-7.8","0,0105","","","1119.6","","1119.6","0","","","","","1037.4",",0","0",",0","19.48","0","25.47","0","13.48","0","",""
"USC00418446","1970","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","1399.8","","1399.8","0","77","0","56","0","0","","0","0","0","0","29","0","0","0","250","0","91","0","-7.2","0,0107,","0",",0,1231,+","0",",0,1231,+","62.5",",0,0902,","38.3","0,0811,+","","","-5.0","0,1116","-5.0","0,1116","-5.0","0,1116","","","","","0.0","0,0322","-3.9","0,0204","-6.7","0,0108","-6.7","0,0108","","","1207.8","","1207.8","0","","","","","801.8",",0","0",",0","18.89","0","24.80","0","12.98","0","40701","0"
"USC00418446","1971","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","1459.2","","1459.2","0","74","0","48","0","0","","0","0","0","0","24","0","1","0","297","0","93","0","-7.8","0,0209,+","0",",0,1231,+","0",",0,1231,+","43.7",",0,1118,","38.3","0,0721,+","","","","","","","","","","","","","-1.1","0,0308","-2.2","0,0305","-5.0","0,0304","-7.8","0,0209","","","955.1","","955.1","0","","","","","606.4",",0","0",",0","19.84","0","26.44","0","13.24","0","40608","0"
"USC00418446","1972","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","1475.8","","1475.8","0","91","0","57","0","0","","0","0","0","0","37","0","1","0","266","0","106","0","-8.3","0,0116,","0",",0,1231,+","0",",0,1231,+","46.7",",0,0824,","36.1","0,0626,","","","-0.6","0,1130","-2.8","0,1206","-5.0","0,1216","-7.8","0,1217","","","-3.3","0,0210","-3.3","0,0210","-7.2","0,0205","-7.2","0,0205","","","832.3","","832.3","0","","","","","831.5",",0","0",",0","19.26","0","25.40","0","13.12","0","",""
"USC00418446","1973","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","1347.1","","1347.1","0","105","0","71","0","0","","0","0","0","0","25","0","3","0","273","0","84","0","-11.7","0,0113,+","0",",0,1231,+","0",",0,1231,+","88.1",",0,0324,","37.8","0,0727,","","","0.0","0,1208","-3.9","0,1220","","","","","","","0.0","0,0411","-3.9","0,0211","-5.6","0,0210","-11.7","0,0113","-11.7","0,0113","1344.5","","1344.5","0","","","","","1496.2",",0","0",",0","19.10","0","24.97","0","13.22","0","39385","0"
"USC00418446","1974","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","1333.3","","1333.3","0","93","0","58","0","0","","0","0","0","0","23","0","1","0","272","0","72","0","-5.6","0,0101,","0",",0,1231,+","0",",0,1231,+","127.0",",0,0913,","37.8","0,0730,+","","","-2.2","0,1130","-2.2","0,1130","","","","","","","-1.1","0,0227","-3.9","0,0226","-5.0","0,0102","","","","","872.8","","872.8","0","","","","","1175.6",",0","0",",0","19.17","0","25.14","0","13.19","0","40534","0"
"USC00418446","1975","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","1342.3","","1342.3","0","106","0","65","0","0","","0","0","0","0","33","0","0","0","267","0","67","0","-6.7","0,0208,+","0",",0,1231,+","0",",0,1231,+","62.2",",0,1026,","36.1","0,0828,","","","-0.6","0,1114","-3.9","0,1123","-4.4","0,1219","","","","","-1.7","0,0315","-6.7","0,0208","-6.7","0,0208","-6.7","0,0208","","","1043.1","","1043.1","0","","","","","956.9",",0","0",",0","19.06","0","25.06","0","13.07","0","35757","0"
"USC00418446","1976","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","1237.5","","1237.5","0","108","0","77","0","0","","0","0","0","0","30","0","2","0","257","0","73","0","-9.4","0,0108,","0",",0,1231,+","0",",0,1231,+","55.1",",0,0601,","37.8","0,0809,","","","0.0","0,1116","-3.9","0,1128","-5.6","0,1129","-7.2","0,1231","","","-0.6","0,0317","-3.9","0,0128","-5.6","0,0110","-8.9","0,0109","-8.9","0,0109","930.2","","930.2","0","","","","","1116.6",",0","0",",0","18.60","0","24.39","0","12.81","0","34493","0"
"USC00418446","1977","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","1657.6","","1657.6","0","87","0","47","0","0","","0","0","0","0","27","0","1","0","273","0","114","0","-10.0","0,0110,","0",",0,1231,+","0",",0,1231,+","68.8",",0,1213,","38.3","0,0825,+","","","0.0","0,1206","-2.8","0,1207","","","","","","","0.0","0,0207","-5.0","0,0130","-5.0","0,0130","-7.2","0,0119","-10.0","0,0110","1338.7","","1338.7","0","","","","","746.7",",0","0",",0","20.02","0","25.98","0","14.06","0","37964","0"
"USC00418446","1978","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","","","","","104","0","60","0","","","","","0","0","52","0","","","","","","","-8.3","0,1210,","","","","","117.6",",0,0607,","","","","","-2.2","0,1208","-2.2","0,1208","-4.4","0,1209","-8.3","0,1210","","","0.0","0,0306","-3.3","0,0305","-6.7","0,0219","-6.7","0,0219","","","","","","","","","","","895.5",",0","","","","","","","13.05","0","36167","0"
"USC00418446","1979","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","1326.3","","1326.3","0","117","0","66","0","0","","0","0","0","0","44","0","2","0","260","0","71","0","-10.0","0,0102,","0",",0,1231,+","0",",0,1231,+","76.2",",0,0606,","36.1","0,0718,","","","-2.8","0,1114","-2.8","0,1114","-5.0","0,1218","","","","","0.0","0,0220","-2.8","0,0217","-5.6","0,0210","-6.7","0,0115","-8.9","0,0103","1189.7","","1189.7","0","","","","","1094.0",",0","0",",0","18.40","0","23.92","0","12.87","0","35502","0"
