"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00042009","1945","36.1","-119.55","61.0","CORCORAN, CA US","","","","","","","","","0","6","","","","","0","6","203","6","106","6","","","0",",6,1231,+","","","43.3","6,0727,","","","","","","","","","","","","","","","","","","","0",",6","","","23.81","6","",""
"USC00042009","1946","36.1","-119.55","61.0","CORCORAN, CA US","","","","","","","","","0","6","","","","","0","6","203","6","100","6","","","0",",6,1231,+","","","42.2","6,0803,","","","","","","","","","","","","","","","","","","","0",",6","","","23.77","6","",""
"USC00042009","1947","36.1","-119.55","61.0","CORCORAN, CA US","922.1","","922.1","6","23","6","10","6","0","6","0","6","57","6","0","6","225","6","112","6","-6.1","6,1211,","0",",6,1231,+","10.9",",6,0217,","41.7","6,0806,","-1.1","6,1106","-2.2","6,1107","-4.4","6,1123","-1.1","6,0130","-2.2","6,0123","-4.4","6,0117","1589.1","","1589.1","6","75.3",",6","0",",6","16.45","6","24.29","6","8.61","6"
"USC00042009","1948","36.1","-119.55","61.0","CORCORAN, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1694.5","","1694.5","","","","","","","","","","",""
