"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00412282","1957","36.4438","-100.3318","783.9","DARROUZETT, TX US","71","0","49","0","","","4","0","","","","","","","","","102",",0,0323,+","49.5",",0,0623,","","","","","","","","","","","","","","","","","","","","","646.1",",0","326",",0","",""
"USC00412282","1958","36.4438","-100.3318","783.9","DARROUZETT, TX US","74","0","44","0","","","6","0","","","","","","","","","102",",0,1213,","63.5",",0,0820,","","","","","","","","","","","","","","","","","","","","","609.6",",0","546",",0","",""
"USC00412282","1959","36.4438","-100.3318","783.9","DARROUZETT, TX US","75","0","47","0","","","9","0","","","","","","","","","127",",0,0131,","44.5",",0,1001,","","","","","","","","","","","","","","","","","","","","","519.9",",0","483",",0","",""
"USC00412282","1960","36.4438","-100.3318","783.9","DARROUZETT, TX US","65","0","48","0","","","9","0","","","","","","","","","178",",0,0117,","88.9",",0,0923,","","","","","","","","","","","","","","","","","","","","","635.2",",0","707",",0","",""
"USC00412282","1961","36.4438","-100.3318","783.9","DARROUZETT, TX US","72","0","47","0","10","","5","0","","","","","","","305",",0,0331,","305",",0,0331,","47.0",",0,0604,","","","","","","","","","","","","","","","","","","","","","621.2",",0","799",",0","",""
"USC00412282","1962","36.4438","-100.3318","783.9","DARROUZETT, TX US","73","0","41","0","6","","4","0","","","","","","","51",",0,0111,+","64",",0,1117,","45.7",",0,0601,","","","","","","","","","","","","","","","","","","","","","591.1",",0","186",",0","",""
"USC00412282","1963","36.4438","-100.3318","783.9","DARROUZETT, TX US","53","0","31","0","9","","6","0","","","","","","","127",",0,0119,","127",",0,0119,","36.8",",0,0531,","","","","","","","","","","","","","","","","","","","","","423.4",",0","332",",0","",""
"USC00412282","1964","36.4438","-100.3318","783.9","DARROUZETT, TX US","63","0","39","0","20","","4","0","","","","","","","457",",0,0204,","330",",0,0204,","80.8",",0,0527,","","","","","","","","","","","","","","","","","","","","","623.3",",0","699",",0","",""
"USC00412282","1965","36.4438","-100.3318","783.9","DARROUZETT, TX US","69","0","41","0","4","","6","0","","","","","","","127",",0,0123,","76",",0,1224,","86.4",",0,1018,","","","","","","","","","","","","","","","","","","","","","587.2",",0","234",",0","",""
"USC00412282","1966","36.4438","-100.3318","783.9","DARROUZETT, TX US","59","0","43","0","24","","9","0","","","","","","","152",",0,0123,+","76",",0,0213,+","52.1",",0,0607,","","","","","","","","","","","","","","","","","","","","","414.0",",0","431",",0","",""
"USC00412282","1967","36.4438","-100.3318","783.9","DARROUZETT, TX US","68","0","44","0","1","","3","0","","","","","","","25",",0,1227,","25",",0,1227,+","31.8",",0,0804,","","","","","","","","","","","","","","","","","","","","","521.3",",0","109",",0","",""
"USC00412282","1968","36.4438","-100.3318","783.9","DARROUZETT, TX US","74","0","40","0","5","","6","0","","","","","","","127",",0,0222,","76",",0,0221,","38.1",",0,1016,","","","","","","","","","","","","","","","","","","","","","491.3",",0","266",",0","",""
"USC00412282","1969","36.4438","-100.3318","783.9","DARROUZETT, TX US","65","0","45","0","","","7","0","","","","","","","","","305",",0,0315,","52.1",",0,0513,","","","","","","","","","","","","","","","","","","","","","568.5",",0","724",",0","",""
"USC00412282","1970","36.4438","-100.3318","783.9","DARROUZETT, TX US","60","0","37","0","5","","9","0","","","","","","","152",",0,0404,","178",",0,1009,","76.5",",0,0615,","","","","","","","","","","","","","","","","","","","","","419.0",",0","681",",0","",""
"USC00412282","1971","36.4438","-100.3318","783.9","DARROUZETT, TX US","73","0","47","0","","","5","0","","","","","","","","","508",",0,0222,","72.4",",0,1117,","","","","","","","","","","","","","","","","","","","","","706.1",",0","859",",0","",""
"USC00412282","1973","36.4438","-100.3318","783.9","DARROUZETT, TX US","95","0","56","0","","","13","0","","","","","","","","","152",",0,0128,","42.4",",0,0310,","","","","","","","","","","","","","","","","","","","","","614.7",",0","706",",0","",""
"USC00412282","1974","36.4438","-100.3318","783.9","DARROUZETT, TX US","70","0","40","0","","","5","0","","","","","","","","","76",",0,0103,","40.6",",0,0310,","","","","","","","","","","","","","","","","","","","","","509.5",",0","254",",0","",""
"USC00412282","1975","36.4438","-100.3318","783.9","DARROUZETT, TX US","78","0","52","0","","","9","0","","","","","","","","","102",",0,0222,","25.4",",0,0818,","","","","","","","","","","","","","","","","","","","","","425.5",",0","542",",0","",""
"USC00412282","1976","36.4438","-100.3318","783.9","DARROUZETT, TX US","55","0","37","0","0","","0","0","","","","","","","0",",0,1231,+","13",",0,0107,","39.1",",0,0416,","","","","","","","","","","","","","","","","","","","","","412.3",",0","13",",0","",""
"USC00412282","1977","36.4438","-100.3318","783.9","DARROUZETT, TX US","73","0","43","0","","","5","0","","","","","","","","","76",",0,0109,","63.8",",0,0819,","","","","","","","","","","","","","","","","","","","","","495.4",",0","202",",0","",""
"USC00412282","1978","36.4438","-100.3318","783.9","DARROUZETT, TX US","66","0","40","0","","","9","0","","","","","","","","","114",",0,0209,","47.0",",0,0528,","","","","","","","","","","","","","","","","","","","","","564.5",",0","547",",0","",""
"USC00412282","1979","36.4438","-100.3318","783.9","DARROUZETT, TX US","79","0","58","0","","","7","0","","","","","","","","","89",",0,0123,","78.7",",0,1030,","","","","","","","","","","","","","","","","","","","","","765.6",",0","478",",0","",""
"USC00412282","1980","36.4438","-100.3318","783.9","DARROUZETT, TX US","57","0","38","0","","","5","0","0","0","90","0","-15.6","0,0302,+","","","102",",0,0208,","59.9",",0,0328,","-1.7","0,1024","-6.7","0,1029","-6.7","0,1029","-6.7","0,1029","-11.1","0,1202","-1.7","0,0414","-2.2","0,0324","-8.9","0,0305","-8.9","0,0305","-8.9","0,0305","536.6",",0","223",",0","7.46","0"
"USC00412282","1981","36.4438","-100.3318","783.9","DARROUZETT, TX US","64","0","39","0","0","","2","0","","","","","","","0",",0,1231,+","89",",0,0308,","36.8",",0,0816,","","","","","","","","","","","","","","","","","","","","","477.9",",0","178",",0","",""
"USC00412282","1982","36.4438","-100.3318","783.9","DARROUZETT, TX US","70","0","52","0","","","6","0","","","","","","","","","152",",0,0202,","54.6",",0,0728,","","","","","","","","","","","","","","","","","","","","","660.1",",0","519",",0","",""
"USC00412282","1983","36.4438","-100.3318","783.9","DARROUZETT, TX US","88","0","53","0","","","16","0","","","","","","","","","254",",0,0201,","35.8",",0,0911,","","","","","","","","","","","","","","","","","","","","","567.3",",0","1121",",0","",""
"USC00412282","1984","36.4438","-100.3318","783.9","DARROUZETT, TX US","73","0","52","0","","","4","0","","","","","","","","","152",",0,0118,","63.5",",0,0626,","","","","","","","","","","","","","","","","","","","","","542.7",",0","363",",0","",""
"USC00412282","1985","36.4438","-100.3318","783.9","DARROUZETT, TX US","74","0","55","0","","","3","0","","","","","","","","","64",",0,1201,","81.3",",0,1010,","","","","","","","","","","","","","","","","","","","","","771.0",",0","148",",0","",""
"USC00412282","1986","36.4438","-100.3318","783.9","DARROUZETT, TX US","69","0","50","0","","","5","0","","","","","","","","","102",",0,0208,","99.1",",0,0815,","","","","","","","","","","","","","","","","","","","","","760.3",",0","292",",0","",""
"USC00412282","1987","36.4438","-100.3318","783.9","DARROUZETT, TX US","80","0","64","0","","","15","0","","","","","","","","","203",",0,0324,","71.1",",0,0717,","","","","","","","","","","","","","","","","","","","","","942.6",",0","1026",",0","",""
"USC00412282","1988","36.4438","-100.3318","783.9","DARROUZETT, TX US","49","0","40","0","","","5","0","","","","","","","","","305",",0,0317,","78.7",",0,0531,","","","","","","","","","","","","","","","","","","","","","632.9",",0","953",",0","",""
"USC00412282","1989","36.4438","-100.3318","783.9","DARROUZETT, TX US","66","0","55","0","","","5","0","","","","","","","","","64",",0,1207,","139.7",",0,0517,","","","","","","","","","","","","","","","","","","","","","844.7",",0","216",",0","",""
"USC00412282","1990","36.4438","-100.3318","783.9","DARROUZETT, TX US","57","0","41","0","","","7","0","","","","","","","","","203",",0,0221,","45.7",",0,0730,","","","","","","","","","","","","","","","","","","","","","518.5",",0","558",",0","",""
"USC00412282","1991","36.4438","-100.3318","783.9","DARROUZETT, TX US","60","0","48","0","0","","3","0","","","","","","","0",",0,1231,+","76",",0,1031,","49.5",",0,1116,","","","","","","","","","","","","","","","","","","","","","511.5",",0","180",",0","",""
"USC00412282","1994","36.4438","-100.3318","783.9","DARROUZETT, TX US","61","0","33","0","","","2","0","","","","","","","","","356",",0,0309,","43.2",",0,0610,","","","","","","","","","","","","","","","","","","","","","403.1",",0","445",",0","",""
"USC00412282","1995","36.4438","-100.3318","783.9","DARROUZETT, TX US","63","0","47","0","","","4","0","","","","","","","","","89",",0,0302,","68.6",",0,0912,","","","","","","","","","","","","","","","","","","","","","575.7",",0","245",",0","",""
"USC00412282","1996","36.4438","-100.3318","783.9","DARROUZETT, TX US","53","0","43","0","","","2","0","","","","","","","","","64",",0,1217,","76.2",",0,0918,","","","","","","","","","","","","","","","","","","","","","829.1",",0","89",",0","",""
"USC00412282","1998","36.4438","-100.3318","783.9","DARROUZETT, TX US","49","0","36","0","","","3","0","","","","","","","","","178",",0,0319,","83.3",",0,1031,","","","","","","","","","","","","","","","","","","","","","595.5",",0","293",",0","",""
"USC00412282","1999","36.4438","-100.3318","783.9","DARROUZETT, TX US","38","0","34","0","1","","2","0","","","","","","","152",",0,1205,","140",",0,1205,","79.2",",0,0415,","","","","","","","","","","","","","","","","","","","","","688.8",",0","198",",0","",""
"USC00412282","2000","36.4438","-100.3318","783.9","DARROUZETT, TX US","47","0","37","0","2","","3","0","","","","","","","25",",0,0127,+","25",",0,1231,+","51.6",",0,1025,","","","","","","","","","","","","","","","","","","","","","603.8",",0","88",",0","",""
"USC00412282","2003","36.4438","-100.3318","783.9","DARROUZETT, TX US","42","0","34","0","5","","0","0","","","","","","","102",",0,0206,","0","T,0,0116,+","76.2",",0,0227,","","","","","","","","","","","","","","","","","","","","","516.7",",0","0","T,0","",""
"USC00412282","2004","36.4438","-100.3318","783.9","DARROUZETT, TX US","65","0","46","0","4","","2","0","","","","","","","102",",0,0204,","51",",0,1129,+","40.6",",0,0806,","","","","","","","","","","","","","","","","","","","","","639.1",",0","102",",0","",""
"USC00412282","2006","36.4438","-100.3318","783.9","DARROUZETT, TX US","54","0","32","0","1","","2","0","","","","","","","51",",0,1130,","51",",0,0320,","50.8",",0,0623,","","","","","","","","","","","","","","","","","","","","","454.3",",0","89",",0","",""
"USC00412282","2007","36.4438","-100.3318","783.9","DARROUZETT, TX US","36","0","29","0","5","","5","0","","","","","","","127",",0,0122,","127",",0,0122,","99.3",",0,0329,","","","","","","","","","","","","","","","","","","","","","527.9",",0","296",",0","",""
"USC00412282","2008","36.4438","-100.3318","783.9","DARROUZETT, TX US","41","0","28","0","1","","1","0","","","","","","","25",",0,1209,","64",",0,1209,","58.9",",0,0819,","","","","","","","","","","","","","","","","","","","","","518.9",",0","64",",0","",""
"USC00412282","2009","36.4438","-100.3318","783.9","DARROUZETT, TX US","52","0","32","0","1","","1","0","","","","","","","51",",0,0331,","51",",0,0331,","45.7",",0,0417,","","","","","","","","","","","","","","","","","","","","","394.4",",0","64",",0","",""
"USC00412282","2010","36.4438","-100.3318","783.9","DARROUZETT, TX US","35","0","29","0","","","4","0","","","","","","","","","267",",0,0130,","75.9",",0,0614,","","","","","","","","","","","","","","","","","","","","","628.0",",0","490",",0","",""
"USC00412282","2016","36.4438","-100.3318","783.9","DARROUZETT, TX US","50","7","34","7","","","","","","","","","","","","","","","41.4",",7,0703,","","","","","","","","","","","","","","","","","","","","","383.4",",7","","","",""
