"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093242","1999","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","3.0","W","769.7","","769.7","W","65","W","22","W","","","","","0","W","39","W","0","W","214","W","99","W","-3.3","W,0113,+","","","","","21.1",",W,0209,","41.7","W,0713,+","0.0","W,1122","-2.2","W,1208","","","","","0.0","W,0410","-3.3","W,0113","","","","","","","165.8",",W","","","16.11","W","24.11","W","8.11","W","330","W","150","W","15.2","W","17.9","W"
"USW00093242","2000","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","3.0","W","","","","","73","W","24","W","","","","","","","","","","","","","","","","","","","","","31.0",",W,0227,","","","","","","","","","","","","","","","","","1239.3","","1239.3","W","285.9",",W","","","","","","","","","170","W","180","W","13.9","W","16.5","W"
"USW00093242","2001","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","3.0","W","897.4","","897.4","W","85","W","30","W","","","","","0","W","25","W","0","W","213","W","106","W","-3.9","W,0102,","","","","","26.4",",W,1112,","42.8","W,0703,","-1.1","W,1127","","","","","","","-3.3","W,0208","-3.3","W,0208","","","","","","","301.7",",W","","","16.95","W","24.85","W","9.04","W","140","W","360","W","17.4","W","65.7","W"
"USW00093242","2002","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","2.8","W","","","","","80","W","17","W","","","","","","","","","","","","","","","","","","","","","20.1",",W,0102,","","","","","","","","","","","","","","","","","","","","","197.5",",W","","","","","","","","","150","W","360","W","13.9","W","65.7","W"
"USW00093242","2003","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","2.8","W","940.5","","940.5","W","89","W","24","W","","","","","0","W","19","W","0","W","200","W","103","W","-4.4","W,1125,","","","","","32.8",",W,0413,","41.7","W,0718,","-2.8","W,1122","-2.8","W,1122","-4.4","W,1125","","","0.0","W,0218","-2.8","W,0210","","","1467.9","","1467.9","W","234.3",",W","","","16.91","W","24.73","W","9.09","W","110","W","310","W","13.4","W","16.1","W"
"USW00093242","2004","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","2.9","W","831.3","","831.3","W","61","W","25","W","","","","","0","W","23","W","0","W","220","W","109","W","-3.3","W,1204,","","","","","25.9",",W,1231,","40.0","W,0908,+","0.0","W,1124","-2.8","W,1129","","","","","0.0","W,0212","-2.2","W,0104","","","1267.6","","1267.6","W","267.1",",W","","","16.67","W","24.30","W","9.05","W","130","W","130","W","14.3","W","17.9","W"
"USW00093242","2005","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","2.8","B","804.7","","804.7","B","74","B","34","B","","","","","0","B","6","B","0","B","223","B","89","B","-3.3","B,1127,","","","","","36.1",",B,0505,","41.7","B,0716,","-3.3","B,1127","-3.3","B,1127","","","","","0.0","W,0201","","","","","1546.9","","1546.9","B","331.4",",B","","","16.81","B","24.22","B","9.40","B","150","B","150","B","17.0","B","20.6","B"
"USW00093242","2006","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","2.5","W","950.5","","950.5","W","78","W","34","W","","","","","0","W","27","W","0","W","210","W","108","W","-2.7","W,0216,","","","","","38.4",",W,0102,","44.4","W,0723,","-1.0","W,1124","","","","","","","0.0","W,0304","-2.7","W,0216","","","1391.8","","1391.8","W","341.7",",W","","","16.79","W","24.44","W","9.14","W","150","W","220","W","15.7","W","24.6","W"
"USW00093242","2007","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","","","879.3","","879.3","W","47","W","20","W","","","","","0","W","45","W","0","W","237","W","111","W","-6.6","W,0112,","","","","","19.6",",W,1218,","42.8","W,0705,","-1.0","W,1123","-2.7","W,1201","","","","","-0.5","W,0301","-3.2","W,0122","-5.5","W,0116","1391.4","","1391.4","W","143.5",",W","","","16.91","W","25.12","W","8.70","W","140","W","90","W","38.9","W","46.5","W"
"USW00093242","2008","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","","","914.5","","914.5","W","57","W","21","W","","","","","0","W","18","W","0","W","220","W","113","W","-2.1","W,0102,","","","","","37.1",",W,0123,","42.8","W,0710,","-0.5","W,1210","","","","","","","-0.5","W,0317","","","","","1477.5","","1477.5","W","204.0",",W","","","16.81","W","24.63","W","8.99","W","290","W","300","W","39.8","W","58.1","W"
"USW00093242","2009","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","","","972.8","","972.8","W","55","W","22","W","","","","","0","W","24","W","0","W","217","W","111","W","-2.7","W,1209,+","","","","","20.6",",W,1013,","42.2","W,0719,+","-0.5","W,1122","-2.7","W,1208","","","","","-1.0","W,0311","","","","","1412.1","","1412.1","W","223.7",",W","","","16.97","W","24.73","W","9.22","W","230","W","240","W","28.6","W","50.1","W"
"USW00093242","2010","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","2.6","W","782.5","","782.5","W","100","W","41","W","","","","","0","W","9","W","0","W","207","W","96","W","-2.7","W,1129,","","","","","21.1",",W,1228,+","41.7","W,0825,","-0.5","W,1124","-2.7","W,1129","","","","","","","","","","","1529.2","","1529.2","W","410.8",",W","","","16.43","W","23.58","W","9.29","W","330","W","210","W","13.0","W","50.5","W"
"USW00093242","2011","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","2.4","W","771.3","","771.3","W","44","W","24","W","","","","","0","W","39","W","0","W","208","W","91","W","-3.8","W,1227,+","","","","","35.8",",W,0320,","40.0","W,0622,","0.0","W,1202","-3.2","W,1203","","","","","-0.5","W,0301","","","","","1538.0","","1538.0","W","234.5",",W","","","15.89","W","23.38","W","8.40","W","250","W","","","17.0","W","",""
"USW00093242","2012","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","","","941.1","","941.1","W","45","W","23","W","0","","0","W","0","W","28","W","0","W","220","W","121","W","-5.5","W,0117,","0",",W,1231,+","0",",W,1231,+","48.3",",W,0317,","41.1","W,0814,+","-1.6","W,1111","-2.7","W,1219","","","","","0.0","W,0406","-2.7","W,0119","-5.5","W,0117","1475.6","","1475.6","W","277.9",",W","0",",W","17.18","W","25.24","W","9.13","W","","","","","","","",""
"USW00093242","2013","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","","","919.3","","919.3","W","26","W","12","W","0","","0","W","0","W","51","W","0","W","243","W","108","W","-7.1","W,1205,","0",",W,1231,+","0",",W,1231,+","15.7",",W,0219,","41.7","W,0819,+","-1.0","W,1203","-4.3","W,1204","-7.1","W,1205","-7.1","W,1205","-1.0","W,0224","-2.7","W,0116","-4.9","W,0114","1307.3","","1307.3","W","114.3",",W","0",",W","17.00","W","25.52","W","8.47","W","","","","","","","",""
"USW00093242","2014","36.98778","-120.11056","77.1","MADERA MUNICIPAL AIRPORT, CA US","","","1097.3","","1097.3","W","39","W","17","W","0","","0","W","0","W","20","W","0","W","255","W","128","W","-3.2","W,1231,","0",",W,1231,+","0",",W,1231,+","33.5",",W,1212,","41.7","W,0801,","-0.5","W,1226","-3.2","W,1231","","","","","-0.5","W,0205","","","","","1213.9","","1213.9","W","186.7",",W","0",",W","18.56","W","26.72","W","10.40","W","330","W","","","13.9","W","",""
