"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1COBO0072","2003","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","85","N","41","N","33","","20","N","330",",N,0319,","302",",N,0319,","67.3",",N,0319,","470.4",",N","1528",",N"
"US1COBO0072","2004","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","101","N","53","N","36","","16","N","216",",N,1129,","150",",N,0305,","75.2",",N,0819,","703.8",",N","1401",",N"
"US1COBO0072","2005","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","87","N","42","N","","","11","N","","","213",",N,0313,","40.4",",N,1010,","420.4",",N","1207",",N"
"US1COBO0072","2006","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","88","N","45","N","","","23","N","","","645",",N,1221,","43.9",",N,1221,","457.6",",N","2533",",N"
"US1COBO0072","2007","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","103","N","48","N","","","24","N","","","163",",N,1209,","34.3",",N,0925,","414.2",",N","1848",",N"
"US1COBO0072","2008","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","85","N","37","N","","","17","N","","","203",",N,1209,","32.8",",N,0816,","361.9",",N","1338",",N"
"US1COBO0072","2009","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","116","N","45","N","","","","","","","","","54.4",",N,0418,","537.0",",N","",""
"US1COBO0072","2010","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","94","N","37","N","","","","","","","","","41.7",",N,0612,","461.7",",N","",""
"US1COBO0072","2011","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","91","N","39","N","","","","","","","","","39.9",",N,0519,","491.6",",N","",""
"US1COBO0072","2012","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","76","N","34","N","","","","","","","","","27.9",",N,0708,","323.4",",N","",""
"US1COBO0072","2013","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","106","N","47","N","","","","","","","","","225.3",",N,0912,","873.5",",N","",""
"US1COBO0072","2014","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","117","N","52","N","","","","","","","","","41.4",",N,0731,","593.2",",N","",""
"US1COBO0072","2015","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","123","N","62","N","","","","","","","","","53.6",",N,0417,","636.5",",N","",""
"US1COBO0072","2016","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","89","N","38","N","","","","","","","","","51.3",",N,0323,","392.7",",N","",""
"US1COBO0072","2017","40.0242","-105.2689","1638.9","BOULDER 1.3 NW, CO US","104","N","46","N","","","","","","","","","53.1",",N,0519,","526.6",",N","",""
