"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"RQC00664867","1955","18.0716","-66.1427","719.3","JAJOME ALTO, PR US","132","0","108","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","62.7",",0,0604,","1525.5",",0","0",",0"
"RQC00664867","1956","18.0716","-66.1427","719.3","JAJOME ALTO, PR US","151","0","134","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","147.3",",0,0617,","2222.6",",0","0",",0"
"RQC00664867","1957","18.0716","-66.1427","719.3","JAJOME ALTO, PR US","152","0","119","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","105.2",",0,0921,","1634.9",",0","0",",0"
"RQC00664867","1958","18.0716","-66.1427","719.3","JAJOME ALTO, PR US","158","0","126","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","173.7",",0,0721,","2482.0",",0","0",",0"
"RQC00664867","1959","18.0716","-66.1427","719.3","JAJOME ALTO, PR US","168","0","134","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","103.1",",0,1001,","1878.0",",0","0",",0"
"RQC00664867","1960","18.0716","-66.1427","719.3","JAJOME ALTO, PR US","163","0","136","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","300.5",",0,0906,","2500.5",",0","0",",0"
"RQC00664867","1961","18.0716","-66.1427","719.3","JAJOME ALTO, PR US","186","0","163","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","445.8",",0,0827,","3235.3",",0","0",",0"
"RQC00664867","1962","18.0716","-66.1427","719.3","JAJOME ALTO, PR US","184","0","144","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","127.5",",0,1015,","2562.5",",0","0",",0"
"RQC00664867","1963","18.0716","-66.1427","719.3","JAJOME ALTO, PR US","149","0","133","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","101.6",",0,0518,","1951.5",",0","0",",0"
"RQC00664867","1964","18.0716","-66.1427","719.3","JAJOME ALTO, PR US","171","0","135","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","60.5",",0,0806,","1549.7",",0","0",",0"
