"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00410518","1976","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1072.4","","1072.4","0","89","0","50","0","0","","1","0","0","0","45","0","2","0","243","0","66","0","-12.2","0,0108,","0",",0,1231,+","64",",0,1113,","121.9",",0,0902,","41.1","0,0813,","-0.6","0,1105","-5.0","0,1128","-5.0","0,1128","-6.7","0,1129","-11.1","0,1231","-0.6","0,0222","-5.0","0,0208","-5.0","0,0208","-6.7","0,0127","-11.7","0,0109","1201.1","","1201.1","0","","","","","1072.5",",0","64",",0","17.31","0","23.62","0","11.00","0","",""
"USC00410518","1977","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1557.5","","1557.5","0","81","0","47","0","","","","","0","0","41","0","3","0","256","0","118","0","-11.1","0,0101,","","","","","32.0",",0,0212,","40.0","0,0725,","-4.4","0,1206","-4.4","0,1206","-4.4","0,1206","","","","","-0.6","0,0207","-5.0","0,0202","-5.0","0,0202","-9.4","0,0201","-9.4","0,0201","1635.6","","1635.6","0","","","","","625.7",",0","","","18.86","0","25.14","0","12.57","0","",""
"USC00410518","1979","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1178.3","","1178.3","0","85","0","61","0","","","","","0","0","54","0","7","0","238","0","80","0","-12.2","0,0102,","","","","","101.6",",0,0530,","37.2","0,0630,","-1.7","0,1123","-6.1","0,1130","-6.1","0,1130","-7.8","0,1217","","","-1.1","0,0305","-3.3","0,0219","-5.0","0,0218","-8.9","0,0210","-8.9","0,0210","1566.4","","1566.4","0","","","","","1020.9",",0","","","17.04","0","22.93","0","11.14","0","",""
"USC00410518","1980","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1554.2","","1554.2","0","62","0","37","0","0","","0","0","0","0","48","0","3","0","242","0","119","0","-9.4","0,0302,","0",",0,1231,+","0",",0,1231,+","53.3",",0,0425,","42.2","0,0627,","0.0","0,1030","-4.4","0,1221","-4.4","0,1221","-7.2","0,1226","","","-0.6","0,0306","-3.3","0,0304","-6.7","0,0303","-6.7","0,0303","-9.4","0,0302","1448.9","","1448.9","0","","","","","648.4",",0","0",",0","18.68","0","25.13","0","12.23","0","",""
"USC00410518","1981","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","83","0","44","0","0","","0","0","0","0","44","0","","","","","","","-11.7","0,0211,","0",",0,1231,+","0",",0,1231,+","124.5",",0,0616,","","","0.0","0,1120","-4.4","0,1121","-4.4","0,1121","-8.9","0,1218","-8.9","0,1218","0.0","0,0215","-5.0","0,0213","-5.0","0,0213","-11.1","0,0212","-11.1","0,0212","","","","","","","","","1063.2",",0","0",",0","","","","","11.53","0","16839","0"
"USC00410518","1982","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1358.9","","1358.9","0","96","0","60","0","","","1","0","0","0","53","0","4","0","240","0","103","0","-16.7","0,0111,","","","102",",0,0114,","38.9",",0,0501,","38.9","0,0807,","-2.2","0,1113","-2.2","0,1113","-6.1","0,1212","","","","","-1.1","0,0307","-2.2","0,0214","-9.4","0,0207","-9.4","0,0207","-9.4","0,0207","1457.4","","1457.4","0","","","","","730.6",",0","102",",0","18.07","0","24.25","0","11.88","0","",""
"USC00410518","1983","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","81","0","50","0","","","0","0","","","","","9","0","229","0","77","0","","","","","0",",0,1231,+","91.4",",0,0615,","38.9","0,0901,","","","","","","","","","","","","","","","","","","","","","1444.9","","1444.9","0","","","","","802.7",",0","0",",0","","","23.07","0","","","54926","0"
"USC00410518","1984","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","78","0","48","0","","","0","0","","","","","3","0","242","0","105","0","","","","","0",",0,1231,+","70.1",",0,1218,","42.2","0,0820,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","876.1",",0","0",",0","","","24.94","0","","","53843","0"
"USC00410518","1985","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1317.8","","1317.8","0","84","0","50","0","","","","","0","0","57","0","8","0","242","0","96","0","-13.3","0,0203,+","","","","","187.5",",0,1019,","40.6","0,0902,","-0.6","0,1120","-5.0","0,1201","-5.0","0,1201","-7.8","0,1202","-9.4","0,1214","-2.8","0,0213","-2.8","0,0213","-5.6","0,0208","-12.8","0,0204","-12.8","0,0204","1258.0","","1258.0","0","","","","","1049.3",",0","","","17.66","0","24.11","0","11.22","0","",""
"USC00410518","1986","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","101","0","57","0","","","0","0","0","0","45","0","","","","","","","-7.2","0,0211,","","","0",",0,1231,+","71.6",",0,0606,","","","-5.6","0,1113","-5.6","0,1113","-5.6","0,1113","","","","","-0.6","0,0321","-3.3","0,0301","-6.7","0,0212","-6.7","0,0212","","","","","","","","","","","1115.6",",0","0",",0","","","","","12.16","0","45575","0"
"USC00410518","1987","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1225.2","","1225.2","0","88","0","56","0","0","","0","0","0","0","45","0","0","0","243","0","90","0","-7.2","0,1216,","0",",0,1231,+","0",",0,1231,+","54.9",",0,1109,+","40.0","0,0812,","-1.7","0,1111","-2.2","0,1112","-5.0","0,1215","-7.2","0,1216","","","0.0","0,0404","-2.2","0,0331","-5.6","0,0123","","","","","1461.7","","1461.7","0","","","","","1000.1",",0","0",",0","17.67","0","24.63","0","10.72","0","44431","0"
"USC00410518","1988","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1145.8","","1145.8","0","80","0","40","0","","","0","0","0","0","68","0","4","0","252","0","102","0","-10.6","0,0110,","","","0",",0,1231,+","86.4",",0,0930,","40.6","0,0808,","-3.9","0,1117","-3.9","0,1117","-5.6","0,1216","","","","","-1.1","0,0330","-2.2","0,0319","-5.0","0,0314","-6.7","0,0213","-10.0","0,0212","1536.6","","1536.6","0","","","","","715.8",",0","0",",0","17.14","0","25.04","0","9.25","0","",""
"USC00410518","1989","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","91","0","55","0","0","","0","0","2","0","73","0","","","","","","","-21.7","0,1223,","0",",0,1231,+","0",",0,1231,+","62.0",",0,0414,","","","-1.1","0,1019","-4.4","0,1103","-4.4","0,1103","-8.3","0,1209","-10.6","0,1212","-1.1","0,0412","-3.9","0,0411","-6.7","0,0308","-6.7","0,0308","-8.9","0,0307","1529.6","","1529.6","0","","","","","875.4",",0","0",",0","","","","","8.32","0","",""
"USC00410518","1990","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","106","0","63","0","0","","0","0","0","0","37","0","","","","","","","-12.8","0,1223,","0",",0,1231,+","0",",0,1231,+","114.6",",0,0119,","","","-1.7","0,1130","-2.2","0,1204","-10.0","0,1222","-10.0","0,1222","-10.0","0,1222","0.0","0,0407","-3.9","0,0205","-4.4","0,0129","-6.7","0,0114","","","","","","","","","","","1250.3",",0","0",",0","","","","","12.53","0","",""
"USC00410518","1991","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1264.5","","1264.5","0","117","0","77","0","0","","0","0","0","0","38","0","0","0","245","0","96","0","-10.6","0,0101,","0",",0,1231,+","0",",0,1231,+","108.0",",0,1221,","37.8","0,0716,","-1.1","0,1101","-3.9","0,1102","-5.6","0,1103","","","","","-1.1","0,0216","-3.3","0,0201","-4.4","0,0131","-10.6","0,0101","-10.6","0,0101","","","","","","","","","1206.5",",0","0",",0","18.16","0","24.56","0","11.75","0","41919","0"
"USC00410518","1992","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1051.0","","1051.0","0","108","0","69","0","0","","0","0","0","0","34","0","0","0","248","0","82","0","-10.0","0,0116,","0",",0,1231,+","0",",0,1231,+","60.7",",0,0225,","37.2","0,0728,","-3.9","0,1105","-3.9","0,1105","-5.0","0,1127","","","","","-0.6","0,0323","-2.2","0,0311","-4.4","0,0121","-7.8","0,0117","-10.0","0,0116","1283.3","","1283.3","0","     12.87","0,P,N","     25.01","0,P,N","1180.9",",0","0",",0","17.69","0","24.42","0","10.95","0","39996","0"
"USC00410518","1993","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1372.3","","1372.3","0","85","0","57","0","0","","0","0","0","0","41","0","0","0","223","0","99","0","-6.1","0,1126,","0",",0,1231,+","0",",0,1231,+","199.9",",0,1020,","39.4","0,0821,","-1.1","0,1030","-3.3","0,1031","-6.1","0,1126","","","","","0.0","0,0315","-3.3","0,0314","-4.4","0,0218","","","","","1407.6","","1407.6","0","","","     23.94","0,P,N","1069.2",",0","0",",0","17.97","0","24.07","0","11.87","0","42046","0"
"USC00410518","1994","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1274.7","","1274.7","0","96","0","62","0","0","","0","0","0","0","39","0","2","0","243","0","102","0","-7.8","0,0210,+","0",",0,1231,+","0",",0,1231,+","56.1",",0,1216,","38.3","0,0820,+","-1.1","0,1130","-2.2","0,1211","","","","","","","-1.1","0,0310","-3.9","0,0226","-5.0","0,0211","-7.8","0,0210","","","1458.8","","1458.8","0","","","","","1063.9",",0","0",",0","18.10","0","24.69","0","11.51","0","",""
"USC00410518","1995","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1194.2","","1194.2","0","87","0","54","0","0","","0","0","0","0","54","0","0","0","263","0","98","0","-11.1","0,1211,+","0",",0,1231,+","0",",0,1231,+","88.6",",0,0611,","39.4","0,0729,","-2.2","0,1111","-2.2","0,1111","-6.1","0,1129","-8.9","0,1209","-8.9","0,1209","0.0","0,0310","-5.6","0,0309","-5.6","0,0309","","","","","1310.8","","1310.8","0","","","","","1004.6",",0","0",",0","17.74","0","24.99","0","10.49","0","38065","0"
"USC00410518","1996","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1517.0","","1517.0","0","78","0","45","0","0","","0","0","0","0","49","0","5","0","268","0","105","0","-12.2","0,0205,+","0",",0,1231,+","0",",0,1231,+","47.2",",0,0829,","41.1","0,0708,","-1.1","0,1125","-6.1","0,1218","-6.1","0,1218","-7.2","0,1219","","","0.0","0,0326","-3.9","0,0310","-6.7","0,0309","-6.7","0,0309","-12.2","0,0205","1382.1","","1382.1","0","","","","","674.5",",0","0",",0","18.91","0","25.71","0","12.11","0","",""
"USC00410518","1997","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1319.1","","1319.1","0","92","0","57","0","0","","0","0","0","0","29","0","2","0","236","0","96","0","-10.6","0,0129,","0",",0,1231,+","0",",0,1231,+","116.8",",0,1221,","39.4","0,0724,","-2.2","0,1116","-2.2","0,1116","-5.0","0,1213","","","","","0.0","0,0212","-6.7","0,0130","-6.7","0,0130","-6.7","0,0130","-10.6","0,0129","1203.7","","1203.7","0","","","","","1206.2",",0","0",",0","18.24","0","24.14","0","12.33","0","",""
"USC00410518","1998","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","89","0","56","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","133.9",",0,1113,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1243.2",",0","0",",0","","","","","","","",""
"USC00410518","1999","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","61","0","40","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","105.4",",0,0129,","","","","","","","","","","","","","","","","","","","","","","","877.4","","877.4","0","","","","","589.2",",0","0",",0","","","","","","","",""
"USC00410518","2000","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1525.4","","1525.4","0","77","0","53","0","0","","1","0","0","0","37","0","0","0","245","0","111","0","-6.1","0,1213,+","0","T,0,1225,","102",",0,1226,","63.5",",0,0326,","43.3","0,0905,","-0.6","0,1121","-6.1","0,1212","-6.1","0,1212","","","","","0.0","0,0312","-2.2","0,0203","-5.6","0,0131","","","","","","","","","","","","","1118.4",",0","102",",0","19.17","0","25.57","0","12.76","0","",""
"USC00410518","2001","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","90","0","62","0","","","0","0","","","","","1","0","252","0","88","0","","","","","0",",0,1231,+","162.6",",0,1216,","40.6","0,0806,","","","","","","","","","","","","","","","","","","","","","1463.3","","1463.3","0","","","","","1195.6",",0","0",",0","","","24.99","0","","","36329","0"
"USC00410518","2002","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0","T,0,0207,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
"USC00410518","2003","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","70","0","46","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","64.8",",0,0613,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","763.8",",0","0",",0","","","","","","","",""
"USC00410518","2004","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","82","0","65","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","89.7",",0,0424,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1063.3",",0","0",",0","","","","","","","",""
"USC00410518","2005","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","69","0","47","0","0","","0","0","","","","","0","0","260","0","124","0","","","0",",0,1231,+","0",",0,1231,+","61.2",",0,0103,","40.6","0,0927,","","","","","","","","","","","","","","","","","","","","","939.0","","939.0","0","","","","","665.3",",0","0",",0","","","26.47","0","","","31488","0"
"USC00410518","2006","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","62","0","42","0","0","","0","0","0","0","30","0","","","","","","","-11.1","0,1209,","0",",0,1231,+","0",",0,1231,+","100.8",",0,1011,","","","-0.6","0,1104","-3.3","0,1201","-8.3","0,1202","-8.3","0,1202","-11.1","0,1209","0.0","0,0325","-3.3","0,0220","","","","","","","","","","","","","","","841.8",",0","0",",0","","","","","12.53","0","",""
"USC00410518","2007","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","102","0","68","0","","","0","0","","","","","0","0","265","0","95","0","","","","","0",",0,1231,+","82.8",",0,0621,","38.3","0,0815,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1286.0",",0","0",",0","","","25.21","0","","","34494","0"
"USC00410518","2008","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","74","0","46","0","0","","0","0","0","0","55","0","","","","","","","-7.8","0,0120,","0",",0,1231,+","0",",0,1231,+","64.0",",0,0319,","","","-1.1","0,1028","-2.2","0,1202","-4.4","0,1216","","","","","-3.9","0,0310","-3.9","0,0310","-7.2","0,0122","-7.2","0,0122","","","","","","","","","","","804.0",",0","0",",0","","","","","11.36","0","47529","0"
"USC00410518","2009","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","101","0","62","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","100.3",",0,0312,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300.6",",0","0",",0","","","","","","","",""
"USC00410518","2010","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1474.2","","1474.2","0","63","0","47","0","","","","","0","0","34","0","3","0","228","0","105","0","-11.7","0,0109,","","","","","83.8",",0,0129,","41.1","0,0824,","-1.1","0,1206","-3.3","0,1213","","","","","","","-0.6","0,0321","-2.2","0,0217","-5.6","0,0213","-11.1","0,0111","-11.1","0,0111","","","","","","","","","993.9",",0","","","18.71","0","24.45","0","12.96","0","",""
"USC00410518","2011","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1742.0","","1742.0","K","49","K","37","K","","","","","0","K","31","K","2","K","256","K","121","K","-10.0","K,0210,+","","","","","51.1",",K,0622,","42.2","K,0804,","0.0","H,1128","-4.4","K,1207","-4.4","K,1207","","","","","0.0","K,0213","-5.6","K,0212","-5.6","K,0212","-9.4","K,0211","-9.4","K,0211","1156.2","","1156.2","K","","","","","666.3",",K","","","19.78","K","26.23","K","13.32","K","",""
"USC00410518","2012","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1578.3","","1578.3","7","55","7","40","7","","","","","0","7","22","7","0","7","272","7","115","7","-5.6","7,1211,","","","","","81.8",",7,0930,","41.1","7,0810,","0.0","7,1113","-5.6","7,1211","-5.6","7,1211","","","","","-3.3","K,0213","-3.3","K,0213","","","","","","","1042.3","","1042.3","7","","","","","809.7",",7","","","20.03","7","26.11","7","13.96","7","",""
"USC00410518","2014","32.263","-96.6369","140.5","BARDWELL DAM, TX US","1307.9","","1307.9","7","68","7","40","7","","","","","0","7","41","7","3","7","226","7","77","7","-10.0","7,0106,","","","","","102.1",",7,0509,","37.8","7,0817,+","-0.6","7,1113","-2.8","7,1114","-4.4","7,1118","","","","","-3.3","7,0305","-3.3","7,0305","-8.3","7,0304","-8.3","7,0304","-8.9","7,0107","","","","","","","","","704.3",",7","","","18.01","7","23.83","7","12.19","7","",""
"USC00410518","2015","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","108","7","74","7","","","","","","","","","","","","","","","","","","","","","213.4",",7,1024,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1754.7",",7","","","","","","","","","",""
"USC00410518","2016","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","90","7","61","7","","","","","","","","","","","","","","","","","","","","","104.1",",7,0613,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1161.0",",7","","","","","","","","","",""
"USC00410518","2017","32.263","-96.6369","140.5","BARDWELL DAM, TX US","","","","","89","7","48","7","","","","","","","","","","","","","","","","","","","","","46.0",",7,0603,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","741.6",",7","","","","","","","","","",""
