"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00441375","1951","36.73333","-77.25","14.9","CAPRON, VA US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0503,+","","","","","","","","","","","","","","","","","","","","","","","0","T,0","","","","","",""
"USC00441375","1952","36.73333","-77.25","14.9","CAPRON, VA US","","","","","73","0","65","0","","","","","","","","","0","0","212","0","66","0","","","","","","","50.5",",0,0730,","39.4","0,0723,","","","","","","","","","","","","","","","","","1214.2",",0","","","","","22.73","0","",""
"USC00441375","1953","36.73333","-77.25","14.9","CAPRON, VA US","833.0","","833.0","0","94","0","65","0","0","","0","0","0","0","64","0","2","0","227","0","73","0","-10.6","0,1218,","0","T,0,0302,","0","T,0,1107,+","39.9",",0,1214,","38.9","0,0730,","-0.6","0,1008","-3.3","0,1107","-5.6","0,1127","-7.2","0,1129","-10.6","0,1218","0.0","0,0415","-2.2","0,0310","-5.6","0,0218","804.0",",0","0","T,0","15.92","0","23.17","0","8.67","0"
