"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00215224","1894","44.33333","-92.5","284.7","MAZEPPA, MN US","56","6","34","6","","","","","","","38.1",",6,0921,","","","","","","","","","","","","","","","","","","","","","367.2",",6","",""
"USC00215224","1895","44.33333","-92.5","284.7","MAZEPPA, MN US","50","6","50","6","49","","172","6","-34.4","6,0201,","25.4",",6,0922,+","-3.3","6,0930","-3.3","6,0930","-8.9","6,1009","-8.9","6,1009","-8.9","6,1009","0.0","6,0522","-4.4","6,0514","-4.4","6,0514","-7.8","6,0321","-15.6","6,0316","496.3",",6","-0.38","6"
"USC00215224","1896","44.33333","-92.5","284.7","MAZEPPA, MN US","67","6","67","6","","","","","","","25.4",",6,1110,+","","","","","","","","","","","","","","","","","","","","","512.1",",6","",""
