"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00214692","2017","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","50","","8","7","102",",7,0314,+","114",",7,0313,","830.9",",7","475",",7"
