"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00013993","1948","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","765.0","","765.0","X","101","X","60","X","49","","12","X","12","X","125","X","40","X","189","X","42","X","-25.0","X,1225,","254",",X,0311,+","155",",X,0305,","79.5",",X,0729,","37.8","X,0822,","-1.7","X,1017","-2.8","X,1018","-4.4","X,1113","-6.7","X,1208","-13.3","X,1209","0.0","X,0402","-2.8","X,0401","-5.0","X,0328","-15.0","X,0313","-15.0","X,0313","","","","","864.4",",X","861",",X","12.00","X","18.14","X","5.87","X","","","","","","","","","","","",""
"USW00013993","1949","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","730.5","","730.5","X","111","X","69","X","41","","4","X","5","X","116","X","34","X","187","X","39","X","-22.2","X,0130,","152",",X,0121,","142",",X,0118,","78.5",",X,0912,","36.7","X,0702,+","-1.7","X,1026","-4.4","X,1031","-4.4","X,1031","-7.8","X,1208","-11.1","X,1212","-1.1","X,0416","-2.8","X,0319","-8.9","X,0318","-8.9","X,0318","-8.9","X,0318","3044.8","","3044.8","X","1029.4",",X","584",",X","12.06","X","18.01","X","6.10","X","","","","","","","","","","","",""
"USW00013993","1950","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","538.3","","538.3","X","83","X","46","X","17","","3","X","6","X","136","X","34","X","184","X","18","X","-20.0","X,1206,+","25",",X,1208,+","30",",X,1123,+","71.9",",X,0712,","37.2","X,0625,","0.0","X,1103","-3.9","X,1104","-7.2","X,1110","-7.2","X,1110","-13.3","X,1123","-0.6","X,0426","-2.8","X,0415","-6.1","X,0414","-6.7","X,0413","-13.9","X,0313","3012.9","","3012.9","X","744.7",",X","228",",X","11.05","X","17.32","X","4.78","X","","","","","","","","","","","",""
"USW00013993","1951","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","598.8","","598.8","X","130","X","84","X","25","","6","X","8","X","137","X","45","X","159","X","25","X","-23.3","X,0201,","102",",X,1216,+","104",",X,1208,","100.6",",X,0621,","36.1","X,0830,+","-0.6","X,1031","-2.8","X,1101","-7.8","X,1102","-7.8","X,1102","-16.7","X,1214","-2.2","X,0417","-2.2","X,0417","-13.9","X,0321","-13.9","X,0321","-13.9","X,0321","3203.1","","3203.1","X","1361.7",",X","494",",X","10.71","X","16.25","X","5.16","X","","","","","","","","","","","",""
"USW00013993","1952","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","856.1","","856.1","X","84","X","58","X","31","","9","X","0","X","137","X","25","X","175","X","59","X","-16.1","X,0123,+","203",",X,0304,","155",",X,0303,","39.6",",X,0901,","40.6","X,0727,+","-2.8","X,1006","-2.8","X,1006","-5.6","X,1029","-8.3","X,1126","-12.2","X,1127","0.0","X,0415","-3.3","X,0410","-6.1","X,0324","-7.8","X,0323","-15.6","X,0305","3160.4","","3160.4","X","686.3",",X","789",",X","12.38","X","18.54","X","6.23","X","","","","","","","","","","","",""
"USW00013993","1953","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","904.6","","904.6","X","84","X","43","X","20","","6","X","2","X","123","X","17","X","173","X","67","X","-18.9","X,0116,","330",",X,0304,","198",",X,0301,","31.2",",X,1202,","40.0","X,0618,","-1.1","X,1027","-2.2","X,1029","-6.1","X,1108","-7.2","X,1209","-10.0","X,1216","-3.3","X,0420","-3.3","X,0420","-6.1","X,0307","-8.9","X,0305","-8.9","X,0305","3015.0","","3015.0","X","554.4",",X","547",",X","13.11","X","19.43","X","6.80","X","","","","","","","","","","","",""
"USW00013993","1954","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2743.2","","2743.2","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013993","1963","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","922.0","","922.0","X","65","X","35","X","34","","5","X","22","X","119","X","44","X","196","X","62","X","-25.0","X,1223,","76",",X,0125,+","46",",X,1211,","81.3",",X,0515,","38.3","X,0705,","-2.2","X,1029","-2.2","X,1029","-5.6","X,1102","-7.8","X,1114","-10.0","X,1210","-0.6","X,0501","-3.3","X,0314","-5.6","X,0309","-8.3","X,0301","-16.1","X,0226","","","","","596.8",",X","221",",X","12.52","X","18.74","X","6.30","X","","","","","","","","","","","",""
"USW00013993","1964","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","661.5","","661.5","X","95","X","51","X","19","","6","X","4","X","131","X","23","X","181","X","35","X","-21.1","X,0113,","102",",X,1207,+","74",",X,1203,","104.6",",X,0621,","38.3","X,0803,","-1.1","X,1005","-3.9","X,1009","-10.6","X,1120","-10.6","X,1120","-10.6","X,1120","-3.3","X,0409","-3.3","X,0409","-5.0","X,0331","-10.0","X,0330","-10.0","X,0330","2897.6","","2897.6","X","928.8",",X","423",",X","11.98","X","18.29","X","5.67","X","","","","","","","","","","","",""
"USW00013993","1965","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","771.8","","771.8","X","101","X","67","X","14","","6","X","4","X","121","X","18","X","191","X","30","X","-22.8","X,0131,","76",",X,0305,+","58",",X,0223,","69.3",",X,0720,","35.0","X,0815,+","-0.6","X,1012","-2.8","X,1024","-5.6","X,1109","-7.2","X,1129","-12.2","X,1130","-2.2","X,0428","-2.2","X,0428","-7.2","X,0327","-7.2","X,0327","-11.7","X,0326","3101.2","","3101.2","X","1203.6",",X","375",",X","12.77","X","19.39","X","6.16","X","310","X","","","","","17.9","X","","","",""
