"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094899","1999","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.3","W","","","","","97","W","54","W","","","","","","","","","","","","","52.1",",W,0523,","","","","","","","","","","","","","","","","","","","","","","","","","","","652.8",",W","","","","","","","340","W","340","W","26.4","W","30.4","W"
"USW00094899","2000","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.3","W","58.6","","58.6","W","117","W","40","W","2","W","144","W","86","W","58","W","0","W","-20.6","W,0122,","18.0",",W,0831,","29.4","W,0918,","0.0","W,0927","-2.8","W,1117","-4.4","W,1118","-7.2","W,1121","-12.8","W,1205","-1.1","W,0519","-2.2","W,0415","-4.4","W,0411","-11.1","W,0317","-11.1","W,0317","","","","","319.6",",W","5.88","W","9.55","W","2.21","W","360","W","360","W","19.7","W","24.6","W"
"USW00094899","2001","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.1","W","130.2","","130.2","W","146","W","69","W","2","W","131","W","69","W","65","W","4","W","-20.0","W,0222,","30.2",",W,1024,+","33.3","W,0807,+","-1.1","W,1027","-2.2","W,1030","-5.0","W,1207","-7.2","W,1225","","","-0.6","W,0428","-2.8","W,0416","-7.2","W,0326","-7.2","W,0326","-12.2","W,0325","4621.9","","4621.9","W","673.3",",W","6.83","W","10.51","W","3.14","W","360","W","360","W","21.0","W","25.0","W"
"USW00094899","2002","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.5","W","151.5","","151.5","W","131","W","56","W","0","W","172","W","78","W","79","W","2","W","-15.6","W,0211,","52.8",",W,0508,","33.3","W,0630,","0.0","W,1013","-2.2","W,1014","-5.0","W,1106","-10.6","W,1115","-10.6","W,1115","0.0","W,0519","-2.2","W,0423","-7.2","W,0406","-7.2","W,0406","-10.0","W,0327","4255.9","","4255.9","W","620.8",",W","5.85","W","9.53","W","2.17","W","340","W","340","W","22.8","W","27.3","W"
"USW00094899","2003","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.4","W","77.6","","77.6","W","128","W","54","W","18","W","159","W","86","W","60","W","0","W","-29.4","W,0303,","43.9",",W,0511,","31.1","W,0815,","0.0","W,1005","-2.2","W,1027","-6.1","W,1107","-7.2","W,1109","-8.9","W,1202","-1.7","W,0502","-3.3","W,0426","-12.2","W,0408","-12.2","W,0408","-12.2","W,0408","5086.5","","5086.5","W","561.0",",W","4.71","W","8.45","W","0.98","W","350","W","330","W","19.2","W","23.7","W"
"USW00094899","2004","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.4","W","41.1","","41.1","W","128","W","63","W","6","W","150","W","80","W","54","W","0","W","-21.1","W,1225,","71.9",",W,0809,","29.4","W,0721,","-1.1","W,1018","-3.9","W,1109","-4.4","W,1125","-7.2","W,1126","-12.8","W,1203","0.0","W,0507","-2.2","W,0424","-4.4","W,0413","-7.2","W,0405","-13.3","W,0322","4742.0","","4742.0","W","719.7",",W","5.17","W","8.96","W","1.37","W","40","W","40","W","20.1","W","23.7","W"
"USW00094899","2005","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.3","B","171.2","","171.2","B","157","B","72","B","7","B","151","B","92","B","86","B","2","B","-20.0","B,0220,","51.6",",B,0910,","33.3","B,0808,","-0.6","B,1020","-5.6","B,1116","-5.6","B,1116","-8.9","B,1117","-8.9","B,1117","-1.7","W,0512","-2.2","W,0404","-7.2","W,0326","-7.2","W,0326","-11.1","W,0322","4689.7","","4689.7","B","839.4",",B","6.29","B","9.93","B","2.64","B","360","B","360","B","23.7","B","28.2","B"
"USW00094899","2006","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.4","W","142.4","","142.4","W","120","W","54","W","1","W","139","W","58","W","73","W","1","W","-18.2","W,0218,","37.8",",W,0511,","32.8","W,0731,","-2.1","W,1012","-2.7","W,1103","-4.9","W,1104","-8.2","W,1130","-9.9","W,1204","0.0","W,0506","-3.2","W,0407","-4.9","W,0321","-12.7","W,0305","-12.7","W,0305","4239.0","","4239.0","W","468.9",",W","7.04","W","10.60","W","3.48","W","30","W","40","W","21.5","W","25.0","W"
"USW00094899","2007","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","4.4","W","119.2","","119.2","W","144","W","58","W","3","W","141","W","89","W","72","W","1","W","-22.1","W,0204,","33.3",",W,0921,","33.9","W,0801,","0.0","W,1024","-3.8","W,1116","-4.9","W,1122","-8.2","W,1127","-9.3","W,1129","-1.0","W,0425","-2.7","W,0415","-8.2","W,0411","-8.2","W,0411","-11.6","W,0410","4272.3","","4272.3","W","649.4",",W","6.24","W","10.00","W","2.48","W","50","W","40","W","22.8","W","28.6","W"
"USW00094899","2008","47.46667","-87.88333","190.8","COPPER HARBOR, MI US","","","83.5","","83.5","W","157","W","63","W","3","W","162","W","97","W","60","W","0","W","-19.9","W,0130,","30.2",",W,0502,","31.1","W,0902,","-0.5","W,1021","-2.7","W,1116","-6.0","W,1120","-8.8","W,1121","-9.3","W,1122","-1.6","W,0504","-6.6","W,0414","-6.6","W,0414","-7.1","W,0402","-10.5","W,0329","4821.2","","4821.2","W","552.2",",W","5.15","W","8.83","W","1.47","W","350","W","10","W","21.5","W","26.8","W"
