"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00144596","1997","38.94194","-94.62944","282.5","LEAWOOD, KS US","27","","10","0","152",",0,0128,","102",",0,0128,","660",",0"
"USC00144596","1998","38.94194","-94.62944","282.5","LEAWOOD, KS US","","","3","0","","","51",",0,0309,","179",",0"
