"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00200015","1928","42.95","-85.5","194.5","ADA, MI US","","","","","117","6","81","6","46","","15","6","","","","","","","","","","","","","305",",6,0104,","152",",6,0330,","60.5",",6,0803,","","","","","","","","","","","","","","","","","","","","","","","864.2",",6","821",",6","","","","","",""
"USC00200015","1929","42.95","-85.5","194.5","ADA, MI US","","","","","113","6","83","6","102","","32","6","","","","","","","","","","","","","584",",6,1223,","254",",6,1218,","38.9",",6,0511,","","","","","","","","","","","","","","","","","","","","","","","786.0",",6","1710",",6","","","","","",""
"USC00200015","1930","42.95","-85.5","194.5","ADA, MI US","","","","","100","6","75","6","82","","24","6","","","","","","","","","","","","","533",",6,0202,","165",",6,0326,","26.2",",6,0416,","","","","","","","","","","","","","","","","","","","","","","","520.6",",6","1549",",6","","","","","",""
"USC00200015","1931","42.95","-85.5","194.5","ADA, MI US","","","","","98","6","69","6","55","","13","6","","","","","","","","","","","","","330",",6,0122,+","152",",6,0307,","32.8",",6,1222,","","","","","","","","","","","","","","","","","","","","","","","699.7",",6","1007",",6","","","","","",""
"USC00200015","1932","42.95","-85.5","194.5","ADA, MI US","","","","","109","6","80","6","54","","17","6","","","","","","","","","","","","","330",",6,0322,","229",",6,0322,","48.0",",6,0704,","","","","","","","","","","","","","","","","","","","","","","","758.7",",6","989",",6","","","","","",""
"USC00200015","1933","42.95","-85.5","194.5","ADA, MI US","","","","","119","6","69","6","55","","22","6","","","","","","","","","","","","","483",",6,0212,+","254",",6,1210,","40.6",",6,1021,","","","","","","","","","","","","","","","","","","","","","","","763.0",",6","1662",",6","","","","","",""
"USC00200015","1934","42.95","-85.5","194.5","ADA, MI US","","","","","","","","","45","","10","6","","","","","","","","","","","","","127",",6,1227,+","127",",6,0128,","","","","","","","","","","","","","","","","","","","","","","","","","","","571",",6","","","","","",""
"USC00200015","1935","42.95","-85.5","194.5","ADA, MI US","","","","","125","6","72","6","90","","13","6","","","","","","","","","","","","","178",",6,0227,+","127",",6,0218,","41.4",",6,0528,","","","","","","","","","","","","","","","","","","","","","","","808.3",",6","995",",6","","","","","",""
"USC00200015","1936","42.95","-85.5","194.5","ADA, MI US","","","","","128","6","71","6","","","21","6","","","","","70","6","125","6","28","6","","","","","102",",6,0402,","35.6",",6,0927,","43.9","6,0713,","","","","","","","","","","","","","","","","","","","","","714.6",",6","1264",",6","","","12.94","6","",""
"USC00200015","1937","42.95","-85.5","194.5","ADA, MI US","433.8","","433.8","6","130","6","69","6","55","","16","6","3","6","151","6","53","6","117","6","29","6","-19.4","6,1214,","203",",6,1221,+","312",",6,1231,","26.9",",6,0624,","36.7","6,0708,","-0.6","6,0927","-2.8","6,1013","-5.6","6,1104","-6.7","6,1120","-10.6","6,1201","0.0","6,0515","-3.9","6,0416","-5.6","6,0403","-7.8","6,0328","-12.2","6,0326","614.2",",6","1094",",6","8.73","6","14.04","6","3.43","6"
"USC00200015","1938","42.95","-85.5","194.5","ADA, MI US","","","","","125","6","71","6","58","","17","6","","","","","","","","","","","","","152",",6,1231,+","76",",6,0408,+","53.1",",6,0519,","","","","","","","","","","","","","","","","","","","","","","","780.8",",6","791",",6","","","","","",""
"USC00200015","1939","42.95","-85.5","194.5","ADA, MI US","","","","","131","6","73","6","52","","14","6","","","","","","","","","","","","","229",",6,0130,","102",",6,0305,","79.2",",6,0819,","","","","","","","","","","","","","","","","","","","","","","","748.7",",6","788",",6","","","","","",""
