"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0016B14S","1991","47.15","-116.27","1374.6","MICA CREEK, ID US","","","","","143","T","143","T","","","","","","","59","T","69","T","0","T","","","","","45.7",",T,0107,","30.8","T,0809,","","","","","","","","","","","","","","","","","","","","","","","","","1367.7",",T","","","10.70","T","",""
"USS0016B14S","1992","47.15","-116.27","1374.6","MICA CREEK, ID US","69.5","","69.5","T","136","T","136","T","","","0","T","174","T","57","T","78","T","1","T","-16.0","T,1218,","","","61.0",",T,0822,","32.6","T,0814,","-1.5","T,0823","-2.5","T,0824","-5.2","T,1015","-10.8","T,1123","-10.8","T,1123","-1.1","T,0521","-3.0","T,0512","-7.1","T,0408","-7.1","T,0408","-8.9","T,0122","","","","","1317.2",",T","6.39","T","11.69","T","1.10","T"
"USS0016B14S","1993","47.15","-116.27","1374.6","MICA CREEK, ID US","","","","","161","T","161","T","","","","","","","","","","","","","","","","","45.7",",T,1201,","","","","","","","","","","","","","","","","","","","","","","","","","","","1153.4",",T","","","","","",""
"USS0016B14S","1994","47.15","-116.27","1374.6","MICA CREEK, ID US","102.1","","102.1","T","152","T","152","T","","","2","T","182","T","66","T","95","T","7","T","-24.4","T,0208,","","","55.9",",T,1031,+","34.2","T,0814,","-0.8","T,1002","-2.7","T,1003","-4.5","T,1030","-6.8","T,1102","-12.1","T,1117","0.0","T,0503","-2.6","T,0429","-7.9","T,0325","-7.9","T,0325","-10.6","T,0322","","","","","1257.7",",T","6.02","T","11.42","T","0.62","T"
"USS0016B14S","1995","47.15","-116.27","1374.6","MICA CREEK, ID US","25.4","","25.4","T","165","T","165","T","","","3","T","176","T","51","T","65","T","0","T","-19.6","T,1208,","","","61.0",",T,0219,","29.9","T,0903,","-1.1","T,0920","-2.8","T,0921","-6.5","T,1029","-7.7","T,1030","-11.2","T,1101","-0.5","T,0607","-4.7","T,0420","-4.7","T,0420","-7.1","T,0326","-13.6","T,0302","4634.2","","4634.2","T","1580.5",",T","5.48","T","10.39","T","0.57","T"
"USS0016B14S","1996","47.15","-116.27","1374.6","MICA CREEK, ID US","84.8","","84.8","T","168","T","168","T","","","8","T","197","T","73","T","68","T","2","T","-22.8","T,0202,+","","","58.4",",T,1231,+","33.6","T,0728,","-0.3","T,0921","-4.7","T,1016","-4.7","T,1016","-6.7","T,1020","-9.0","T,1121","-0.3","T,0618","-2.3","T,0510","-5.3","T,0331","-9.9","T,0328","-9.9","T,0328","4930.0","","4930.0","T","2086.2",",T","4.91","T","9.97","T","-0.15","T"
"USS0016B14S","1997","47.15","-116.27","1374.6","MICA CREEK, ID US","38.0","","38.0","T","167","T","167","T","","","2","T","189","T","57","T","69","T","1","T","-19.5","T,0112,","","","43.2",",T,1030,","32.8","T,0803,","-0.2","T,1005","-2.6","T,1008","-5.1","T,1110","-7.8","T,1202","-12.2","T,1222","-0.4","T,0521","-3.8","T,0502","-6.5","T,0412","-10.4","T,0411","-10.4","T,0411","4988.9","","4988.9","T","1501.8",",T","5.15","T","10.09","T","0.21","T"
"USS0016B14S","1998","47.15","-116.27","1374.6","MICA CREEK, ID US","154.9","","154.9","T","164","T","164","T","","","8","T","181","T","48","T","82","T","8","T","-26.2","T,1220,","","","50.8",",T,1202,+","34.2","T,0805,","-0.5","T,1009","-2.5","T,1015","-4.7","T,1030","-8.0","T,1204","-9.3","T,1217","-0.4","T,0528","-3.5","T,0425","-5.9","T,0413","-9.4","T,0329","-9.4","T,0329","4566.0","","4566.0","T","1488.8",",T","6.37","T","11.42","T","1.32","T"
"USS0016B14S","1999","47.15","-116.27","1374.6","MICA CREEK, ID US","54.6","","54.6","T","164","T","164","T","","","0","T","200","T","64","T","59","T","3","T","-13.9","T,0124,","","","68.6",",T,1125,","32.7","T,0727,","-0.1","T,0901","-2.5","T,0928","-5.7","T,1101","-7.9","T,1203","-10.1","T,1229","0.0","T,0608","-2.6","T,0514","-5.4","T,0509","-8.9","T,0410","-8.9","T,0410","4755.3","","4755.3","T","1565.4",",T","5.37","T","10.46","T","0.29","T"
"USS0016B14S","2000","47.15","-116.27","1374.6","MICA CREEK, ID US","62.7","","62.7","T","141","T","141","T","","","0","T","195","T","75","T","69","T","1","T","-16.6","T,1215,","","","35.6",",T,0612,+","33.3","T,0809,","-2.6","T,0921","-2.6","T,0921","-6.4","T,0923","-11.2","T,1109","-11.2","T,1109","-0.7","T,0601","-2.3","T,0507","-7.0","T,0407","-7.0","T,0407","-9.6","T,0320","4587.7","","4587.7","T","1201.6",",T","5.18","T","10.19","T","0.18","T"
