"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"USC00156435","1949","38.33333","-85.11667","267.9","PLEASUREVILLE 2 S, KY US","974.8",",0"
