"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00028356","1902","33.36667","-111.43333","598.0","SUPERSTITION MOUNTAIN, AZ US","","","","","37","6","22","6","","","","","","","","","","","","","","","","","","","","","58.2",",6,1213,","","","","","","","","","","","","","","","","","335.0",",6","","","","","","","",""
"USC00028356","1903","33.36667","-111.43333","598.0","SUPERSTITION MOUNTAIN, AZ US","","","","","44","6","22","6","","","","","","","","","","","","","","","","","","","","","22.9",",6,0806,","","","","","","","","","","","","","","","","","210.2",",6","","","","","","","",""
"USC00028356","1904","33.36667","-111.43333","598.0","SUPERSTITION MOUNTAIN, AZ US","","","","","24","6","16","6","","","","","","","","","","","","","","","","","","","","","46.7",",6,0823,","","","","","","","","","","","","","","","","","243.8",",6","","","","","","","",""
"USC00028356","1949","33.36667","-111.43333","598.0","SUPERSTITION MOUNTAIN, AZ US","","","","","46","0","25","0","0","","0","0","0","0","14","0","","","","","","","-4.4","0,0130,+","0","T,0,1220,","0","T,0,1220,+","34.0",",0,0711,","","","-1.1","0,1212","-2.2","0,1221","0.0","0,0215","-4.4","0,0130","-4.4","0,0130","","","","","275.9",",0","0","T,0","","","","","15.11","0"
"USC00028356","1950","33.36667","-111.43333","598.0","SUPERSTITION MOUNTAIN, AZ US","2315.7","","2315.7","0","29","0","21","0","0","","0","0","0","0","3","0","0","0","322","0","181","0","-4.4","0,0104,","0",",0,1231,+","0","T,0,0211,","30.5",",0,0805,","46.1","0,0901,","","","","","-0.6","0,0106","-2.2","0,0105","-4.4","0,0104","542.8","","542.8","0","208.3",",0","0","T,0","23.53","0","30.67","0","16.38","0"
"USC00028356","1951","33.36667","-111.43333","598.0","SUPERSTITION MOUNTAIN, AZ US","2167.1","","2167.1","0","48","0","35","0","0","","0","0","0","0","3","0","0","0","279","0","154","0","-1.1","0,0102,","0","T,0,0302,","0","T,0,0420,+","52.6",",0,0827,","44.4","0,0730,","-0.6","0,1208","","","-1.1","0,0102","","","","","514.8","","514.8","0","379.0",",0","0","T,0","22.38","0","29.21","0","15.56","0"
"USC00028356","1952","33.36667","-111.43333","598.0","SUPERSTITION MOUNTAIN, AZ US","2338.1","","2338.1","0","48","0","28","0","0","","0","0","0","0","4","0","0","0","260","0","178","0","-0.6","0,0214,","0",",0,1231,+","0","T,0,0427,","34.3",",0,1116,","43.9","0,0718,","","","","","-0.6","0,0214","","","","","838.0","","838.0","0","314.3",",0","0","T,0","22.30","0","28.94","0","15.66","0"
"USC00028356","1953","33.36667","-111.43333","598.0","SUPERSTITION MOUNTAIN, AZ US","2194.2","","2194.2","0","24","0","11","0","0","","0","0","0","0","5","0","0","0","303","0","153","0","-1.1","0,1224,+","0",",0,1231,+","0",",0,1231,+","27.4",",0,0717,+","45.6","0,0702,","0.0","0,1205","","","0.0","0,0221","","","","","679.3","","679.3","0","134.4",",0","0",",0","22.59","0","29.50","0","15.68","0"
"USC00028356","1954","33.36667","-111.43333","598.0","SUPERSTITION MOUNTAIN, AZ US","","","","","39","0","25","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0324,","125.2",",0,0819,","","","","","","","","","","","","","541.4","","541.4","","439.4",",0","0","T,0","","","","","",""
"USC00028356","1955","33.36667","-111.43333","598.0","SUPERSTITION MOUNTAIN, AZ US","2071.4","","2071.4","0","39","0","22","0","0","","0","0","0","0","13","0","0","0","293","0","158","0","-3.9","0,0219,","0",",0,1231,+","0","T,0,0830,","31.8",",0,0613,","44.4","0,0622,+","","","","","-0.6","0,0222","-2.2","0,0220","","","","","","","298.5",",0","0","T,0","22.07","0","28.94","0","15.19","0"
