"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00093814","1949","39.0444","-84.6724","269.1","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","","","660.9","","660.9","0","136","0","76","0","3","","2","0","0","0","85","0","10","0","167","0","34","0","-15.0","0,0130,","51",",0,0202,+","66",",0,0315,","81.5",",0,0721,","36.1","0,0704,","-2.8","0,1101","-2.8","0,1101","-7.2","0,1122","-7.2","0,1122","-8.9","0,1209","-1.1","0,0417","-2.8","0,0320","-7.2","0,0319","-7.2","0,0319","-8.9","0,0316","2528.3","","2528.3","0","1028.8",",0","204",",0","13.15","0","18.57","0","7.73","0","","","","","","","","","","","","","","","","","",""
"USW00093814","1950","39.0444","-84.6724","269.1","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","","","404.1","","404.1","0","147","0","94","0","19","","8","0","2","0","119","0","30","0","164","0","3","0","-18.3","0,0226,","152",",0,1128,+","84",",0,1126,","81.0",",0,0902,","33.3","0,0817,+","-1.1","0,1105","-2.2","0,1110","-6.1","0,1111","-7.2","0,1121","-10.0","0,1123","0.0","0,0421","-3.9","0,0414","-4.4","0,0413","-7.2","0,0314","-8.9","0,0309","2679.5","","2679.5","0","1352.8",",0","532",",0","11.33","0","16.61","0","6.06","0","","","","","","","","","","","","","","","","","",""
"USW00093814","1951","39.0444","-84.6724","269.1","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","","","638.3","","638.3","0","149","0","82","0","33","","14","0","6","0","100","0","27","0","164","0","31","0","-26.1","0,0202,","229",",0,0201,","150",",0,0313,","42.7",",0,0114,","36.7","0,0831,","-0.6","0,1009","-5.0","0,1102","-5.0","0,1102","-11.1","0,1103","-11.1","0,1103","-1.1","0,0423","-7.2","0,0326","-7.2","0,0326","-7.2","0,0326","-13.9","0,0210","3047.8","","3047.8","0","996.9",",0","1104",",0","11.94","0","17.40","0","6.48","0","","","","","","","","","","","","","","","","","",""
"USW00093814","1952","39.0444","-84.6724","269.1","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","","","691.0","","691.0","0","130","0","79","0","8","","7","0","0","0","95","0","18","0","164","0","45","0","-15.6","0,0130,","76",",0,1202,+","107",",0,1201,","51.6",",0,0310,","37.2","0,0727,","-2.8","0,1007","-2.8","0,1007","-6.7","0,1021","-6.7","0,1021","-10.0","0,1228","0.0","0,0411","-4.4","0,0317","-4.4","0,0317","-7.8","0,0305","-15.6","0,0130","2765.4","","2765.4","0","955.7",",0","443",",0","12.73","0","18.18","0","7.27","0","","","","","","","","","","","","","","","","","",""
"USW00093814","1953","39.0444","-84.6724","269.1","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","","","720.6","","720.6","0","102","0","62","0","16","","10","0","1","0","93","0","11","0","178","0","51","0","-17.8","0,1218,","102",",0,0302,","91",",0,1214,","88.1",",0,0705,","38.9","0,0902,+","-2.2","0,1030","-2.2","0,1030","-5.6","0,1107","-12.8","0,1216","-12.8","0,1216","-0.6","0,0420","-3.3","0,0419","-6.1","0,0308","-7.2","0,0222","-10.6","0,0217","2695.6","","2695.6","0","752.6",",0","491",",0","13.18","0","19.14","0","7.23","0","","","","","","","","","","","","","","","","","",""
"USW00093814","1954","39.0444","-84.6724","269.1","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","","","763.2","","763.2","0","130","0","72","0","10","","4","0","0","0","101","0","15","0","171","0","47","0","-15.0","0,0113,","51",",0,1213,+","64",",0,1213,","37.1",",0,0802,","39.4","0,0714,","0.0","0,1020","-2.8","0,1031","-4.4","0,1102","-9.4","0,1207","-9.4","0,1207","-0.6","0,0504","-2.2","0,0403","-5.0","0,0401","-9.4","0,0306","-9.4","0,0306","2613.2","","2613.2","0","874.6",",0","324",",0","13.03","0","18.71","0","7.34","0","","","","","","","","","","","","","","","","","",""
"USW00093814","1955","39.0444","-84.6724","269.1","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","","","694.8","","694.8","0","132","0","80","0","19","","6","0","2","0","113","0","29","0","173","0","41","0","-18.9","0,0129,","152",",0,0111,","102",",0,0111,","49.0",",0,0724,","36.7","0,0802,","0.0","0,1024","-2.2","0,1025","-4.4","0,1107","-6.7","0,1118","-13.9","0,1128","-3.3","0,0408","-3.3","0,0408","-5.0","0,0329","-10.0","0,0327","-10.0","0,0327","2698.3","","2698.3","0","1108.5",",0","501",",0","12.61","0","18.23","0","6.98","0","","","","","","","","","","","","","","","","","",""
"USW00093814","1956","39.0444","-84.6724","269.1","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","","","556.5","","556.5","0","130","0","80","0","17","","5","0","0","0","106","0","16","0","168","0","13","0","-16.1","0,0126,","152",",0,0120,","140",",0,0119,","59.9",",0,0527,","35.0","0,0727,","0.0","0,1108","-2.8","0,1109","-4.4","0,1113","-9.4","0,1123","-9.4","0,1123","-0.6","0,0423","-3.3","0,0419","-5.0","0,0325","-7.2","0,0321","-10.6","0,0131","2974.7","","2974.7","0","1114.2",",0","604",",0","12.38","0","17.65","0","7.11","0","","","","","","","","","","","","","","","","","",""
"USW00093814","1957","39.0444","-84.6724","269.1","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","","","645.5","","645.5","0","131","0","66","0","10","","2","0","2","0","99","0","14","0","170","0","26","0","-20.6","0,0117,","51",",0,0114,","41",",0,0113,","77.2",",0,0811,","36.1","0,0719,+","-0.6","0,1020","-2.8","0,1106","-7.2","0,1110","-7.2","0,1110","-14.4","0,1211","-1.7","0,0415","-2.2","0,0414","-4.4","0,0409","-8.9","0,0303","-8.9","0,0303","2605.6","","2605.6","0","1151.3",",0","286",",0","12.54","0","17.86","0","7.23","0","","","","","","","","","","","","","","","","","",""
"USW00093814","1958","39.0444","-84.6724","269.1","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","","","481.7","","481.7","0","132","0","69","0","26","","6","0","3","0","115","0","40","0","168","0","6","0","-20.0","0,0217,","203",",0,1129,","211",",0,1128,","51.3",",0,0522,","32.8","0,0905,+","-0.6","0,1030","-2.2","0,1107","-7.2","0,1127","-7.2","0,1127","-13.3","0,1129","-0.6","0,0430","-3.3","0,0323","-5.0","0,0312","-6.7","0,0221","-13.9","0,0219","3003.2","","3003.2","0","946.1",",0","724",",0","11.03","0","16.23","0","5.82","0","","","","","","","","","","","","","","","","","",""
