"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00406435","1976","35.7197","-86.9654","213.4","NEAPOLIS EXPERIMENTAL STATION, TN US","478.9","","478.9","0","106","0","86","0","2","","2","0","0","0","112","0","11","0","186","0","18","0","-16.7","0,1231,+","51",",0,0203,","51",",0,0203,","64.8",",0,0704,","35.0","0,0725,+","0.0","0,1018","-2.2","0,1028","-5.0","0,1029","-10.0","0,1123","-10.0","0,1123","-1.1","0,0504","-4.4","0,0317","-4.4","0,0317","-7.8","0,0208","-9.4","0,0207","","","","","1242.6",",0","76",",0","12.76","0","19.75","0","5.77","0","",""
"USC00406435","1977","35.7197","-86.9654","213.4","NEAPOLIS EXPERIMENTAL STATION, TN US","853.2","","853.2","0","","","","","","","2","0","3","0","103","0","21","0","197","0","53","0","-21.1","0,0117,","","","64",",0,0103,","","","37.8","0,0717,","-0.6","0,1012","-4.4","0,1112","-4.4","0,1112","-9.4","0,1126","-9.4","0,1126","-0.6","0,0406","-5.0","0,0323","-5.0","0,0323","-7.8","0,0222","-8.9","0,0221","2723.7","","2723.7","0","","","102",",0","13.86","0","20.64","0","7.08","0","",""
"USC00406435","1978","35.7197","-86.9654","213.4","NEAPOLIS EXPERIMENTAL STATION, TN US","792.0","","792.0","0","96","0","79","0","","","","","0","0","108","0","26","0","201","0","46","0","-16.7","0,0222,","","","","","68.1",",0,1209,","35.6","0,0731,+","0.0","0,1008","-2.8","0,1201","-4.4","0,1205","-10.0","0,1210","-10.0","0,1210","-1.7","0,0422","-2.8","0,0328","-5.0","0,0319","-6.7","0,0318","-11.1","0,0305","2724.7","","2724.7","0","1299.2",",0","","","13.23","0","19.79","0","6.68","0","",""
"USC00406435","1979","35.7197","-86.9654","213.4","NEAPOLIS EXPERIMENTAL STATION, TN US","575.9","","575.9","0","127","0","103","0","","","","","1","0","106","0","16","0","189","0","17","0","-18.9","0,0210,","","","","","140.0",",0,0914,","33.9","0,0821,+","-1.7","0,1014","-2.2","0,1104","-5.0","0,1115","-8.9","0,1130","-8.9","0,1130","-1.7","0,0327","-4.4","0,0326","-4.4","0,0326","-9.4","0,0221","-9.4","0,0221","2441.9","","2441.9","0","1891.7",",0","","","12.95","0","19.06","0","6.84","0","",""
"USC00406435","1980","35.7197","-86.9654","213.4","NEAPOLIS EXPERIMENTAL STATION, TN US","","","","","96","0","70","0","","","","","","","","","","","","","","","","","","","","","86.6",",0,0321,","","","","","","","","","","","","","","","","","","","","","","","2434.7","","2434.7","0","1511.0",",0","","","","","","","","","",""
"USC00406435","1981","35.7197","-86.9654","213.4","NEAPOLIS EXPERIMENTAL STATION, TN US","667.5","","667.5","0","102","0","82","0","","","","","1","0","106","0","12","0","199","0","27","0","-17.8","0,0212,","","","","","71.9",",0,0330,","35.0","0,0625,","-1.7","0,1020","-4.4","0,1024","-4.4","0,1024","-6.7","0,1213","-9.4","0,1218","-2.2","0,0325","-2.2","0,0325","-6.1","0,0317","-9.4","0,0214","-9.4","0,0214","","","","","1092.3",",0","","","13.50","0","20.20","0","6.81","0","",""
"USC00406435","1982","35.7197","-86.9654","213.4","NEAPOLIS EXPERIMENTAL STATION, TN US","696.4","","696.4","0","117","0","87","0","","","0","0","4","0","101","0","11","0","201","0","29","0","-27.8","0,0117,","","","0",",0,1231,+","80.0",",0,1226,","34.4","0,0805,+","0.0","0,1017","-2.8","0,1026","-6.1","0,1105","-7.2","0,1106","-10.6","0,1212","-1.1","0,0423","-4.4","0,0410","-4.4","0,0410","-6.7","0,0309","-13.3","0,0211","2399.8","","2399.8","0","1238.1",",0","0",",0","13.91","0","20.47","0","7.34","0","",""
"USC00406435","1983","35.7197","-86.9654","213.4","NEAPOLIS EXPERIMENTAL STATION, TN US","737.8","","737.8","0","113","0","87","0","0","","0","0","4","0","101","0","10","0","190","0","50","0","-21.1","0,1225,","0",",0,1231,+","0","T,0,1230,+","71.6",",0,0519,","36.7","0,0825,+","-1.7","0,1105","-3.3","0,1106","-4.4","0,1117","-7.8","0,1217","-8.9","0,1220","-3.3","0,0421","-3.3","0,0421","-6.1","0,0325","-6.7","0,0313","-8.9","0,0208","2317.6","","2317.6","0","1724.7",",0","0","T,0","13.40","0","19.86","0","6.95","0","",""
"USC00406435","1985","35.7197","-86.9654","213.4","NEAPOLIS EXPERIMENTAL STATION, TN US","716.8","","716.8","0","105","0","78","0","","","5","0","4","0","94","0","22","0","207","0","40","0","-30.6","0,0121,","","","165",",0,0202,","74.7",",0,0817,","35.6","0,0715,","-1.7","0,1106","-3.9","0,1108","-5.6","0,1202","-7.8","0,1203","-13.3","0,1214","0.0","0,0411","-3.9","0,0410","-4.4","0,0409","-8.3","0,0217","-11.1","0,0216","2240.5","","2240.5","0","1000.6",",0","506",",0","13.76","0","20.32","0","7.19","0","",""
"USC00406435","1986","35.7197","-86.9654","213.4","NEAPOLIS EXPERIMENTAL STATION, TN US","840.3","","840.3","0","119","0","74","0","","","1","0","1","0","78","0","5","0","214","0","51","0","-17.8","0,0128,","","","25",",0,0211,","53.3",",0,1126,","38.3","0,0721,","-5.6","0,1113","-5.6","0,1113","-5.6","0,1113","-8.3","0,1114","","","-0.6","0,0504","-3.9","0,0423","-8.3","0,0322","-8.3","0,0322","-10.6","0,0301","2079.6","","2079.6","0","1133.4",",0","38",",0","14.77","0","21.51","0","8.03","0","",""
