"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00014790","1955","42.15","-70.93333","49.1","SOUTH WEYMOUTH NAS, MA US","","","439.6","","439.6","X","110","X","74","X","21","","8","X","4","X","117","X","37","X","126","X","18","X","-19.4","X,1221,","127",",X,0203,+","127",",X,0201,","158.2",",X,0818,","37.8","X,0805,","-0.6","X,1023","-2.2","X,1119","-5.6","X,1123","-6.7","X,1129","-8.9","X,1207","-1.1","X,0409","-5.6","X,0329","-5.6","X,0329","-10.6","X,0308","-10.6","X,0308","3253.9","","3253.9","X","1423.6",",X","490",",X","9.93","X","14.59","X","5.27","X","","","",""
"USW00014790","1956","42.15","-70.93333","49.1","SOUTH WEYMOUTH NAS, MA US","","","293.3","","293.3","X","138","X","91","X","42","","15","X","0","X","121","X","25","X","109","X","7","X","-15.0","X,1230,","508",",X,0320,","330",",X,0319,","53.3",",X,1023,","35.0","X,0615,+","-0.6","X,1011","-5.0","X,1110","-5.0","X,1110","-7.2","X,1111","-10.0","X,1219","0.0","X,0509","-3.3","X,0331","-5.0","X,0329","-10.6","X,0325","-10.6","X,0325","3699.1","","3699.1","X","1337.5",",X","1697",",X","9.43","X","14.11","X","4.75","X","360","X","31.9","X"
"USW00014790","1957","42.15","-70.93333","49.1","SOUTH WEYMOUTH NAS, MA US","","","363.4","","363.4","X","113","X","74","X","36","","12","X","5","X","119","X","26","X","140","X","9","X","-24.4","X,0115,","330",",X,0108,","259",",X,0320,","46.2",",X,1101,","35.0","X,0722,","0.0","X,1027","-3.9","X,1111","-5.0","X,1112","-9.4","X,1127","-9.4","X,1127","-2.2","X,0416","-2.2","X,0416","-5.0","X,0401","-8.9","X,0305","-8.9","X,0305","3356.0","","3356.0","X","978.5",",X","1094",",X","10.46","X","15.60","X","5.31","X","","","",""
"USW00014790","1958","42.15","-70.93333","49.1","SOUTH WEYMOUTH NAS, MA US","","","278.9","","278.9","X","139","X","95","X","37","","13","X","2","X","106","X","40","X","112","X","4","X","-20.0","X,0218,","533",",X,0220,+","135",",X,0411,","67.3",",X,0115,","33.3","X,0702,","-0.6","X,1014","-5.6","X,1123","-5.6","X,1123","-8.9","X,1130","-8.9","X,1130","-1.1","X,0409","-2.8","X,0319","-7.8","X,0223","-7.8","X,0223","-10.0","X,0220","3269.2","","3269.2","X","1390.9",",X","1088",",X","9.25","X","13.79","X","4.70","X","158","X","26.2","X"
"USW00014790","1959","42.15","-70.93333","49.1","SOUTH WEYMOUTH NAS, MA US","","","438.5","","438.5","X","142","X","99","X","30","","8","X","2","X","118","X","26","X","134","X","11","X","-18.9","X,0202,","178",",X,0313,","152",",X,0312,","41.7",",X,1009,","34.4","X,0821,+","-0.6","X,1019","-4.4","X,1117","-4.4","X,1117","-6.7","X,1118","-9.4","X,1221","-0.6","X,0415","-7.8","X,0329","-7.8","X,0329","-7.8","X,0329","-11.7","X,0227","3332.7","","3332.7","X","1162.4",",X","735",",X","10.32","X","15.45","X","5.20","X","293","X","30.8","X"
"USW00014790","1960","42.15","-70.93333","49.1","SOUTH WEYMOUTH NAS, MA US","","","319.2","","319.2","X","117","X","71","X","42","","14","X","0","X","132","X","30","X","131","X","2","X","-17.2","X,1215,","483",",X,0306,+","356",",X,1212,","83.1",",X,0920,","32.2","X,0908,+","-2.2","X,1107","-2.2","X,1107","-4.4","X,1108","-7.8","X,1202","-8.9","X,1208","-3.3","X,0411","-3.3","X,0411","-4.4","X,0327","-11.7","X,0326","-11.7","X,0326","3213.9","","3213.9","X","1107.6",",X","1433",",X","9.98","X","14.90","X","5.06","X","293","X","31.4","X"
"USW00014790","1961","42.15","-70.93333","49.1","SOUTH WEYMOUTH NAS, MA US","","","","","","","116","X","72","X","49","","8","X","","","","","","","","","","","","","635",",X,0206,","386",",X,0120,","99.8",",X,0921,","","","","","","","","","","","","","","","","","","","","","","","3732.3","","3732.3","X","1103.6",",X","775",",X","","","","","","","23","X","26.2","X"
"USW00014790","1962","42.15","-70.93333","49.1","SOUTH WEYMOUTH NAS, MA US","","","","","","","126","X","66","X","45","","12","X","","","","","","","","","","","","","330",",X,0220,","178",",X,0214,","71.1",",X,1006,","","","","","","","","","","","","","","","","","","","","","","","","","","","1086.6",",X","979",",X","","","","","","","315","X","24.7","X"
"USW00014790","1963","42.15","-70.93333","49.1","SOUTH WEYMOUTH NAS, MA US","","","255.6","","255.6","X","118","X","77","X","44","","10","X","5","X","139","X","44","X","136","X","13","X","-21.7","X,1231,","279",",X,1229,+","132",",X,0127,","43.7",",X,1107,","36.1","X,0701,","-1.1","X,1010","-2.2","X,1125","-5.0","X,1126","-6.7","X,1201","-12.2","X,1215","0.0","X,0429","-2.2","X,0414","-5.6","X,0324","-8.9","X,0304","-8.9","X,0304","3764.2","","3764.2","X","954.0",",X","924",",X","8.97","X","14.63","X","3.31","X","270","X","24.7","X"
"USW00014790","1964","42.15","-70.93333","49.1","SOUTH WEYMOUTH NAS, MA US","","","","","","","110","X","68","X","48","","13","X","","","","","","","","","","","","","457",",X,0220,","302",",X,0219,","38.4",",X,1126,","","","","","","","","","","","","","","","","","","","","","","","3424.9","","3424.9","","836.2",",X","1364",",X","","","","","","","360","X","26.7","X"
