"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00382757","1990","34.0627","-79.7555","32.3","EFFINGHAM, SC US","85","0","55","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","186.7",",0,1011,","","","","","","","","","","","","","","","","","","","","","","","1196.6",",0","0",",0","","","","","",""
"USC00382757","1991","34.0627","-79.7555","32.3","EFFINGHAM, SC US","100","0","72","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","109.2",",0,0812,","","","","","","","","","","","","","","","","","","","","","","","1264.3",",0","0",",0","","","","","",""
"USC00382757","1992","34.0627","-79.7555","32.3","EFFINGHAM, SC US","121","0","77","0","1","","0","0","","","","","","","","","","","","","51",",0,0119,","0",",0,1231,+","72.4",",0,0818,","","","","","","","","","","","","","","","","","","","","","","","1307.2",",0","0",",0","","","","","",""
"USC00382757","1993","34.0627","-79.7555","32.3","EFFINGHAM, SC US","104","0","70","0","2","","2","0","","","","","","","","","","","","","25",",0,1223,+","25",",0,1223,+","81.8",",0,0808,","","","","","","","","","","","","","","","","","","","","","","","1002.4",",0","50",",0","","","","","",""
"USC00382757","1994","34.0627","-79.7555","32.3","EFFINGHAM, SC US","114","0","85","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","137.2",",0,1223,","","","","","","","","","","","","","","","","","","","","","","","1406.0",",0","0",",0","","","","","",""
"USC00382757","1995","34.0627","-79.7555","32.3","EFFINGHAM, SC US","110","0","76","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","115.3",",0,0827,","","","","","","","","","","","","","","","","","","","","","","","1293.4",",0","0",",0","","","","","",""
"USC00382757","1996","34.0627","-79.7555","32.3","EFFINGHAM, SC US","99","0","79","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","90.2",",0,0724,","","","","","","","","","","","","","","","","","","","","","","","1329.6",",0","0",",0","","","","","",""
"USC00382757","1997","34.0627","-79.7555","32.3","EFFINGHAM, SC US","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","",""
"USC00382757","1998","34.0627","-79.7555","32.3","EFFINGHAM, SC US","103","0","73","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","82.0",",0,0217,","","","","","","","","","","","","","","","","","","","","","","","1422.4",",0","0",",0","","","","","",""
"USC00382757","1999","34.0627","-79.7555","32.3","EFFINGHAM, SC US","110","0","69","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","92.5",",0,0916,","","","","","","","","","","","","","","","","","","","","","","","1219.1",",0","0",",0","","","","","",""
"USC00382757","2000","34.0627","-79.7555","32.3","EFFINGHAM, SC US","108","0","75","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","101.1",",0,0923,","","","","","","","","","","","","","","","","","","","","","","","1092.7",",0","0",",0","","","","","",""
"USC00382757","2001","34.0627","-79.7555","32.3","EFFINGHAM, SC US","104","0","63","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","51.3",",0,0818,","","","","","","","","","","","","","","","","","","","","","","","791.4",",0","0",",0","","","","","",""
"USC00382757","2002","34.0627","-79.7555","32.3","EFFINGHAM, SC US","116","0","87","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","75.9",",0,0828,","","","","","","","","","","","","","","","","","","","","","","","1237.1",",0","0",",0","","","","","",""
"USC00382757","2003","34.0627","-79.7555","32.3","EFFINGHAM, SC US","129","0","90","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","84.1",",0,1029,","","","","","","","","","","","","","","","","","","","","","","","1277.5",",0","0",",0","","","","","",""
"USC00382757","2004","34.0627","-79.7555","32.3","EFFINGHAM, SC US","96","0","72","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","101.3",",0,0830,","","","","","","","","","","","","","","","","","","","","","","","1170.3",",0","0",",0","","","","","",""
"USC00382757","2005","34.0627","-79.7555","32.3","EFFINGHAM, SC US","101","0","74","0","","","","","","","","","","","","","","","","","","","","","71.4",",0,1007,","","","","","","","","","","","","","","","","","","","","","","","995.4",",0","","","","","","","",""
"USC00382757","2006","34.0627","-79.7555","32.3","EFFINGHAM, SC US","105","0","76","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","71.1",",0,0614,","","","","","","","","","","","","","","","","","","","","","","","1258.6",",0","0",",0","","","","","",""
"USC00382757","2007","34.0627","-79.7555","32.3","EFFINGHAM, SC US","82","0","59","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","127.0",",0,0721,","","","","","","","","","","","","","","","","","","","","","","","1032.8",",0","0",",0","","","","","",""
"USC00382757","2008","34.0627","-79.7555","32.3","EFFINGHAM, SC US","116","0","84","0","0","","0","0","0","0","42","0","0","0","233","0","56","0","-8.9","0,0104,","0",",0,1231,+","0",",0,1231,+","97.3",",0,0711,","37.2","0,0807,+","-0.6","0,1029","-4.4","0,1119","-4.4","0,1119","0.0","0,0325","-2.2","0,0309","-4.4","0,0228","-7.2","0,0121","-8.9","0,0104","","","","","1494.7",",0","0",",0","17.28","0","23.72","0","10.83","0"
"USC00382757","2009","34.0627","-79.7555","32.3","EFFINGHAM, SC US","116","0","64","0","1","","0","0","","","","","","","","","","","","","25",",0,0121,","13",",0,0121,","77.0",",0,0616,","","","","","","","","","","","","","","","","","","","","","","","1132.7",",0","16",",0","","","","","",""
"USC00382757","2010","34.0627","-79.7555","32.3","EFFINGHAM, SC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1490.1","","1490.1","0","","","","","","","","","",""
