"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00027058","1893","32.48333","-111.33333","573.0","RED ROCK 6 SSW, AZ US","","","","","22","0","22","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","50.8",",0,0813,","","","","","","","","","","","","","","","","","235.0",",0","0",",0","","","","","",""
"USC00027058","1909","32.48333","-111.33333","573.0","RED ROCK 6 SSW, AZ US","","","","","42","0","24","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0213,","25.1",",0,1127,","","","","","","","","","","","","","","","","","246.0",",0","0","T,0","","","","","",""
"USC00027058","1910","32.48333","-111.33333","573.0","RED ROCK 6 SSW, AZ US","","","","","29","0","15","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","42.7",",0,0829,","","","","","","","","","","","","","","","","","203.6",",0","0",",0","","","","","",""
"USC00027058","1915","32.48333","-111.33333","573.0","RED ROCK 6 SSW, AZ US","","","","","41","0","29","0","0","","0","0","","","","","","","","","","","","","0","T,0,1231,+","0","T,0,1231,+","25.4",",0,1231,","","","","","","","","","","","","","","","","","293.3",",0","0","T,0","","","","","",""
"USC00027058","1917","32.48333","-111.33333","573.0","RED ROCK 6 SSW, AZ US","","","","","29","0","24","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0217,","30.5",",0,0728,","","","","","","","","","","","","","","","","","211.3",",0","0","T,0","","","","","",""
"USC00027058","1919","32.48333","-111.33333","573.0","RED ROCK 6 SSW, AZ US","","","","","42","0","32","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","50.8",",0,1125,","","","","","","","","","","","","","","","","","385.2",",0","0",",0","","","","","",""
"USC00027058","1922","32.48333","-111.33333","573.0","RED ROCK 6 SSW, AZ US","","","","","25","0","18","0","1","","1","0","","","","","","","","","","","","","127",",0,0312,","127",",0,0312,","51.1",",0,0403,","","","","","","","","","","","","","","","","","286.3",",0","127",",0","","","","","",""
"USC00027058","1923","32.48333","-111.33333","573.0","RED ROCK 6 SSW, AZ US","","","","","27","0","22","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","40.4",",0,1110,","","","","","","","","","","","","","","","","","314.1",",0","0",",0","","","","","",""
"USC00027058","1924","32.48333","-111.33333","573.0","RED ROCK 6 SSW, AZ US","","","","","15","0","13","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","27.9",",0,0707,","","","","","","","","","","","","","","","","","159.8",",0","0",",0","","","","","",""
"USC00027058","1926","32.48333","-111.33333","573.0","RED ROCK 6 SSW, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","837.0","","837.0","0","","","","","","","","","",""
