"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00417066","1950","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","92","0","69","0","0","","0","0","","","","","","","0",",0,1231,+","0","T,0,0515,+","138.2",",0,0212,","","","","","","","1420.2",",0","0","T,0","",""
"USC00417066","1951","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","81","0","59","0","","","3","0","","","","","","","","","76",",0,0201,","50.8",",0,0702,","","","","","","","925.5",",0","167",",0","",""
"USC00417066","1952","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","77","0","53","0","0","","0","0","","","","","","","0",",0,1231,+","0","T,0,1214,+","109.2",",0,1125,","","","","","","","1062.9",",0","0","T,0","",""
"USC00417066","1953","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","87","0","60","0","0","","0","0","","","","","","","0",",0,1231,+","0","T,0,0317,","74.7",",0,0516,","","","","","","","1107.6",",0","0","T,0","",""
"USC00417066","1954","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","63","0","44","0","0","","0","0","","","","","","","0","T,0,0111,","0",",0,1231,+","72.6",",0,1212,","","","","","","","861.3",",0","0",",0","",""
"USC00417066","1955","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","73","0","42","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","58.7",",0,0321,","","","","","","","814.0",",0","0",",0","",""
"USC00417066","1956","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","59","0","37","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","56.4",",0,0502,","","","","","","","548.6",",0","0",",0","",""
"USC00417066","1957","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","101","0","70","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","97.3",",0,0922,","","","","","","","1637.3",",0","0",",0","",""
"USC00417066","1958","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","75","0","59","0","0","","0","0","","","","","","","0","T,0,0212,","0","T,0,0212,","206.0",",0,0427,","","","","","","","1342.4",",0","38",",0","",""
"USC00417066","1959","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","88","0","63","0","0","","0","0","","","","","","","0",",0,1231,+","0","T,0,0220,","73.7",",0,1216,","","","","","","","1128.3",",0","0","T,0","",""
"USC00417066","1960","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","76","0","71","0","0","","0","0","","","","","","","0",",0,1231,+","0","T,0,0105,","87.6",",0,1207,","","","","","","","1423.3",",0","0","T,0","",""
"USC00417066","1961","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","80","0","77","0","0","","0","0","","","","","","","0","T,0,0128,","3",",0,0128,","66.8",",0,0625,","","","","","","","1287.2",",0","3",",0","",""
"USC00417066","1962","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","68","0","61","0","","","0","0","","","","","","","","","0",",0,1231,+","94.0",",0,0905,","","","","","","","1190.9",",0","0",",0","",""
"USC00417066","1963","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","53","0","51","0","2","","1","0","","","","","","","76",",0,1222,","79",",0,1222,","47.8",",0,0429,","","","","","","","813.9",",0","79",",0","",""
"USC00417066","1964","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","49","0","49","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","68.1",",0,0816,","","","","","","","869.0",",0","0",",0","",""
"USC00417066","1965","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","52","0","50","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","70.6",",0,0616,","","","","","","","851.2",",0","0",",0","",""
"USC00417066","1966","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","73","0","67","0","0","","2","0","","","","","","","0","T,0,1227,","58",",0,0223,","198.1",",0,0424,","","","","","","","1355.4",",0","96",",0","",""
"USC00417066","1967","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","45","0","44","0","0","","0","0","","","","","","","0",",0,1231,+","0","T,0,0108,","88.9",",0,0531,","","","","","","","1131.3",",0","0","T,0","",""
"USC00417066","1968","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","65","0","62","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","74.9",",0,0808,","","","","","","","1167.6",",0","0",",0","",""
"USC00417066","1969","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","55","0","54","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","94.0",",0,1118,","","","","","","","1267.7",",0","0",",0","",""
"USC00417066","1970","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","41","0","40","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","64.5",",0,0419,","","","","","","","883.9",",0","0",",0","",""
"USC00417066","1971","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","52","0","49","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","96.5",",0,1118,","","","","","","","942.1",",0","0",",0","",""
"USC00417066","1972","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","65","0","57","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","58.4",",0,0924,","","","","","","","1036.3",",0","0",",0","",""
"USC00417066","1973","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","82","0","71","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","96.5",",0,0416,","","","","","","","1641.3",",0","0",",0","",""
"USC00417066","1974","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","73","0","57","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","72.4",",0,1029,","","","","","","","1201.5",",0","0",",0","",""
"USC00417066","1975","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","73","0","59","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","54.4",",0,0201,","","","","","","","986.7",",0","0",",0","",""
"USC00417066","1976","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","69","0","57","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","83.8",",0,0308,","","","","","","","1014.0",",0","0",",0","",""
"USC00417066","1977","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","67","0","58","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","79.8",",0,0919,","","","","","","","1248.1",",0","0",",0","",""
"USC00417066","1978","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","49","0","41","0","","","","","","","","","","","","","","","50.8",",0,1115,","","","","","","","642.2",",0","","","",""
"USC00417066","1979","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","83","0","65","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","122.4",",0,0920,","","","","","","","1482.9",",0","0",",0","",""
"USC00417066","1980","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","53","0","45","0","","","","","","","","","","","","","","","74.4",",0,1018,","","","","","","","1091.1",",0","","","",""
"USC00417066","1981","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","61","0","54","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","65.8",",0,1014,","","","","","","","1064.4",",0","0",",0","",""
"USC00417066","1983","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","55","0","48","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","57.2",",0,0519,","","","","","","","812.6",",0","0",",0","",""
"USC00417066","1984","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","66","0","51","0","","","0","0","","","","","","","","","0",",0,1231,+","67.8",",0,1013,","","","","","","","784.4",",0","0",",0","",""
"USC00417066","1985","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","58","0","48","0","","","","","","","","","","","","","","","86.4",",0,1111,","","","","","","","1226.8",",0","","","",""
"USC00417066","1986","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","63","0","54","0","","","0","0","","","","","","","","","0",",0,1231,+","79.5",",0,0204,","","","","","","","928.6",",0","0",",0","",""
"USC00417066","1987","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","68","0","58","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","109.2",",0,0317,","","","","","","","1410.2",",0","0",",0","",""
"USC00417066","1988","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","56","0","51","0","","","2","0","","","","","","","","","84",",0,0207,","50.8",",0,0604,","","","","","","","889.9",",0","160",",0","",""
"USC00417066","1989","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","70","0","56","0","0","","1","0","","","","","","","0",",0,1231,+","25",",0,0306,","62.5",",0,0518,","","","","","","","1006.7",",0","25",",0","",""
"USC00417066","1990","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","78","0","70","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","102.4",",0,1009,","","","","","","","1773.2",",0","0",",0","",""
"USC00417066","1991","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","79","0","74","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","64.5",",0,0504,","","","","","","","1293.8",",0","0",",0","",""
"USC00417066","1992","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","69","0","63","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","101.6",",0,1215,","","","","","","","1184.1",",0","0",",0","",""
"USC00417066","1993","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","62","0","54","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","119.4",",0,1020,","","","","","","","1118.4",",0","0",",0","",""
"USC00417066","1995","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","53","0","49","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","61.5",",0,0705,","","","","","","","816.7",",0","0",",0","",""
"USC00417066","1996","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","58","0","56","0","0","","0","0","","","","","","","0",",0,1231,+","0","T,0,1216,","127.8",",0,1022,","","","","","","","1217.6",",0","0","T,0","",""
"USC00417066","1997","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","68","0","61","0","1","","1","0","","","","","","","51",",0,0213,","51",",0,0213,","86.4",",0,0617,","","","","","","","1529.7",",0","69",",0","",""
"USC00417066","1999","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","53","0","49","0","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","55.9",",0,0128,","","","","","","","806.7",",0","0",",0","",""
"USC00417066","2000","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","62","0","57","0","","","0","0","","","","","","","","","0",",0,1231,+","143.0",",0,0925,","","","","","","","1623.0",",0","20",",0","",""
"USC00417066","2001","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","","","","","4","","1","0","","","","","","","102",",0,0101,","102",",0,0101,","","","","","","","","","","","102",",0","",""
"USC00417066","2002","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","","","","","0","","0","0","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","0",",0","",""
"USC00417066","2007","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","78","0","64","0","0","","0","0","0","0","267","0","144","0","0",",0,1231,+","0",",0,1231,+","86.9",",0,0114,","41.7","0,0713,","","","","","1421.6",",0","0",",0","26.66","0"
"USC00417066","2008","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","59","0","56","0","0","","0","0","0","0","260","0","83","0","0",",0,1231,+","0",",0,1231,+","82.6",",0,0812,","40.6","0,0804,","","","","","1225.9",",0","0",",0","25.21","0"
"USC00417066","2009","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","","","","","","","","","","","","","","","","","","","","","","","1076.1","","1076.1","","","","","","",""
"USC00417066","2010","32.9263","-94.9392","111.3","PITTSBURG 5 SSE, TX US","","","","","1","","1","0","","","","","","","203",",0,0212,","203",",0,0212,","","","","","","","","","","","206",",0","",""
