"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00311222","2008","34.5322","-77.8638","10.1","BURGAW 4 E, NC US","129","0","87","0","0","","0","0","0","0","233","0","43","0","0",",0,1231,+","0",",0,1231,+","92.2",",0,0724,","37.8","0,0610,","1329.1","","1329.1","0","1352.1",",0","0",",0","23.34","0"
"USC00311222","2015","34.5322","-77.8638","10.1","BURGAW 4 E, NC US","","","","","","","","","3","7","238","7","46","7","","","","","","","36.7","7,0617,+","","","","","1910.7",",7","","","23.54","7"
