"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00358300","1914","42.466667","-122.883333","370.3","TABLEROCK, OR US","2360.6","","2360.6","6"
