"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00067157","1949","41.25","-73.35","91.4","SAUGATUCK RESERVOIR, CT US","","","","","111","0","80","0","10","0","","","","","","","","","","","","","508",",0,0228,","48.3",",0,0503,","","","","","","","","","","","","","","","","","","","","","","","","","","","964.6",",0","1117",",0","","","","","",""
"USC00067157","1953","41.25","-73.35","91.4","SAUGATUCK RESERVOIR, CT US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1327.0",",0","","","","","","","",""
"USC00067157","1954","41.25","-73.35","91.4","SAUGATUCK RESERVOIR, CT US","","","","","120","0","77","0","","","","","","","","","","","","","","","","","91.4",",0,0911,","","","","","","","","","","","","","","","","","","","","","","","","","","","1156.3",",0","","","","","","","",""
"USC00067157","1955","41.25","-73.35","91.4","SAUGATUCK RESERVOIR, CT US","","","","","120","0","76","0","","","","","","","","","","","","","","","","","114.6",",0,0819,","","","","","","","","","","","","","","","","","","","","","","","","","","","1567.6",",0","","","","","","","",""
"USC00067157","1956","41.25","-73.35","91.4","SAUGATUCK RESERVOIR, CT US","","","","","144","0","87","0","","","","","","","","","","","","","","","","","51.3",",0,1101,","","","","","","","","","","","","","","","","","","","","","","","","","","","1238.9",",0","","","","","","","",""
"USC00067157","1957","41.25","-73.35","91.4","SAUGATUCK RESERVOIR, CT US","","","","","126","0","77","0","","","","","","","","","","","","","","","","","49.3",",0,1008,","","","","","","","","","","","","","","","","","","","","","","","","","","","980.0",",0","","","","","","","",""
"USC00067157","1958","41.25","-73.35","91.4","SAUGATUCK RESERVOIR, CT US","","","","","136","0","85","0","","","","","","","","","","","","","","","","","78.0",",0,1026,","","","","","","","","","","","","","","","","","","","","","","","","","","","1305.5",",0","","","","","","","",""
"USC00067157","1959","41.25","-73.35","91.4","SAUGATUCK RESERVOIR, CT US","","","","","132","0","84","0","","","","","","","","","","","","","","","","","47.5",",0,0306,","","","","","","","","","","","","","","","","","","","","","","","","","","","1037.4",",0","","","","","","","",""
"USC00067157","1960","41.25","-73.35","91.4","SAUGATUCK RESERVOIR, CT US","","","","","111","0","69","0","","","","","","","","","","","","","","","","","132.1",",0,0912,","","","","","","","","","","","","","","","","","","","","","","","","","","","1152.9",",0","","","","","","","",""
"USC00067157","1961","41.25","-73.35","91.4","SAUGATUCK RESERVOIR, CT US","","","","","128","0","83","0","","","","","","","","","","","","","","","","","59.2",",0,0622,","","","","","","","","","","","","","","","","","","","","","","","","","","","1237.8",",0","","","","","","","",""
