"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00446240","1893","39.133333","-78.116667","129.8","NOTTOWAY COURT HOUSE, VA US","14","6","185","6","66","6","40.0","6,0708,","20.55","6"
