"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00124642","1898","39.8075","-85.4877","303.9","KNIGHTSTOWN 2 ENE, IN US","","","","","","","","","3","6","107","6","29","6","163","6","36","6","-27.2","6,1214,","","","","","","","37.2","6,0724,","-3.9","6,1027","-3.9","6,1027","-4.4","6,1115","-8.3","6,1122","-10.0","6,1123","-2.8","6,0408","-2.8","6,0408","-4.4","6,0407","-6.7","6,0406","-10.0","6,0226","","","","","11.66","6","17.23","6","6.10","6"
"USC00124642","1900","39.8075","-85.4877","303.9","KNIGHTSTOWN 2 ENE, IN US","105","6","75","6","","","","","6","6","113","6","28","6","176","6","47","6","-21.7","6,0225,","","","","","44.7",",6,0519,","35.6","6,0908,+","0.0","6,1017","-2.2","6,1106","-5.0","6,1112","-8.3","6,1114","-9.4","6,1116","0.0","6,0510","-2.2","6,0414","-4.4","6,0405","-8.3","6,0321","-17.8","6,0317","1064.6",",6","","","11.81","6","17.53","6","6.10","6"
"USC00124642","1901","39.8075","-85.4877","303.9","KNIGHTSTOWN 2 ENE, IN US","96","6","68","6","","","","","","","","","","","","","","","","","","","","","55.9",",6,1214,","","","","","","","","","","","","","","","","","","","","","","","806.0",",6","","","","","","","",""
"USC00124642","1947","39.8075","-85.4877","303.9","KNIGHTSTOWN 2 ENE, IN US","","","","","","","7","6","","","","","","","","","","","","","","","56",",6,0301,+","","","","","","","","","","","","","","","","","","","","","","","","","","","397",",6","","","","","",""
"USC00124642","1948","39.8075","-85.4877","303.9","KNIGHTSTOWN 2 ENE, IN US","","","","","","","6","0","","","","","","","","","","","","","","","185",",0,1219,","","","","","","","","","","","","","","","","","","","","","","","","","","","584",",0","","","","","",""
"USC00124642","1949","39.8075","-85.4877","303.9","KNIGHTSTOWN 2 ENE, IN US","126","0","79","0","9","","3","0","","","","","","","","","","","","","229",",0,0310,","229",",0,0310,","84.8",",0,0105,","","","","","","","","","","","","","","","","","","","","","","","1111.4",",0","343",",0","","","","","",""
"USC00124642","1950","39.8075","-85.4877","303.9","KNIGHTSTOWN 2 ENE, IN US","131","0","83","0","33","","5","0","","","","","","","","","","","","","229",",0,1127,","152",",0,1126,","67.6",",0,0104,","","","","","","","","","","","","","","","","","","","","","","","1411.7",",0","507",",0","","","","","",""
"USC00124642","1951","39.8075","-85.4877","303.9","KNIGHTSTOWN 2 ENE, IN US","120","0","82","0","45","","16","0","","","","","","","","","","","","","229",",0,1219,+","127",",0,1218,+","61.7",",0,0221,","","","","","","","","","","","","","","","","","","","","","","","1051.0",",0","1119",",0","","","","","",""
"USC00124642","1952","39.8075","-85.4877","303.9","KNIGHTSTOWN 2 ENE, IN US","116","0","73","0","6","","2","0","","","","","","","","","","","","","127",",0,1202,","109",",0,1202,","53.8",",0,0127,","","","","","","","","","","","","","","","","","","","","","","","955.8",",0","180",",0","","","","","",""
"USC00124642","1953","39.8075","-85.4877","303.9","KNIGHTSTOWN 2 ENE, IN US","110","0","72","0","15","","6","0","","","","","","","","","","","","","76",",0,1218,+","76",",0,1215,","40.4",",0,0802,","","","","","","","","","","","","","","","","","","","","","","","811.4",",0","354",",0","","","","","",""
