"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013782","1929","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1222.8","","1222.8","0","113","0","76","0","0","","0","0","0","0","10","0","0","0","247","0","19","0","-2.8","0,1220,","0",",0,1231,+","0","T,0,0204,","56.9",",0,0731,","37.2","0,0702,","-2.2","0,1130","-2.2","0,1130","","","","","","","0.0","0,0214","","","","","","","","","919.4","","919.4","0","1142.6",",0","0","T,0","19.09","0","22.92","0","15.26","0","","","","","","","","","","","",""
"USW00013782","1930","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1299.7","","1299.7","0","109","0","63","0","0","","0","0","0","0","8","0","0","0","220","0","42","0","-1.7","0,1218,+","0",",0,1231,+","0","T,0,0130,","60.5",",0,0616,","37.2","0,0708,","-1.1","0,1127","","","","","","","","","-1.7","0,0303","","","","","","","","","983.6","","983.6","0","824.1",",0","0","T,0","18.84","0","22.77","0","14.91","0","","","","","","","","","","","",""
"USW00013782","1931","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1289.6","","1289.6","0","92","0","56","0","0","","0","0","0","0","4","0","0","0","242","0","34","0","-1.1","0,0116,+","0",",0,1231,+","0",",0,1231,+","38.6",",0,0704,","38.3","0,0702,","","","","","","","","","","","0.0","0,0215","","","","","","","","","1231.9","","1231.9","0","732.3",",0","0",",0","19.45","0","23.57","0","15.33","0","","","","","","","","","","","",""
"USW00013782","1932","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1323.9","","1323.9","0","112","0","62","0","0","","0","0","0","0","2","0","0","0","262","0","37","0","-2.2","0,0310,","0",",0,1231,+","0",",0,1231,+","111.5",",0,0520,","38.3","0,0722,","","","","","","","","","","","-1.1","0,0315","-2.2","0,0310","","","","","","","539.8","","539.8","0","1139.9",",0","0",",0","20.03","0","23.94","0","16.12","0","","","","","","","","","","","",""
"USW00013782","1933","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1411.5","","1411.5","0","104","0","67","0","0","","0","0","0","0","3","0","0","0","247","0","54","0","-3.3","0,0209,","0",",0,1231,+","0",",0,1231,+","262.4",",0,0906,","37.2","0,0606,+","","","","","","","","","","","0.0","0,0212","-3.3","0,0209","","","","","","","810.4","","810.4","0","1342.6",",0","0",",0","20.01","0","24.04","0","15.99","0","","","","","","","","","","","",""
"USW00013782","1934","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1346.9","","1346.9","0","110","0","62","0","0","","0","0","0","0","12","0","2","0","235","0","41","0","-7.8","0,0130,","0",",0,1231,+","0","T,0,1211,","58.9",",0,0525,","36.7","0,0721,+","-2.2","0,1211","-2.2","0,1211","-5.0","0,1212","","","","","0.0","0,0312","-2.8","0,0228","-7.2","0,0210","-7.2","0,0210","","","981.1","","981.1","0","986.8",",0","0","T,0","19.04","0","23.10","0","14.97","0","","","","","","","","","","","",""
"USW00013782","1935","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1334.9","","1334.9","0","102","0","64","0","0","","0","0","0","0","24","0","0","0","240","0","23","0","-6.1","0,0128,","0",",0,1231,+","0","T,0,1223,+","154.4",",0,0818,","36.7","0,0804,+","0.0","0,1124","-4.4","0,1221","-4.4","0,1221","","","","","-2.8","0,0228","-2.8","0,0228","-6.1","0,0128","","","","","927.0","","927.0","0","1373.7",",0","0","T,0","19.07","0","23.01","0","15.13","0","","","","","","","","","","","",""
"USW00013782","1936","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1359.2","","1359.2","0","109","0","66","0","0","","0","0","0","0","14","0","0","0","227","0","39","0","-5.0","0,0131,+","0",",0,1231,+","0",",0,1231,+","80.3",",0,0310,","38.3","0,0727,","-1.1","0,1128","","","","","","","","","0.0","0,0222","-2.2","0,0211","-4.4","0,0201","","","","","1203.4","","1203.4","0","1021.8",",0","0",",0","19.01","0","22.97","0","15.04","0","","","","","","","","","","","",""
"USW00013782","1937","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1264.9","","1264.9","0","108","0","68","0","0","","0","0","0","0","10","0","0","0","231","0","27","0","-7.8","0,1207,","0",",0,1231,+","0",",0,1231,+","90.2",",0,0727,","36.7","0,0628,","-3.3","0,1121","-3.3","0,1121","-7.8","0,1207","-7.8","0,1207","","","-0.6","0,0301","","","","","","","","","878.5","","878.5","0","1238.9",",0","0",",0","18.99","0","23.00","0","14.97","0","","","","","","","","","","","",""
"USW00013782","1938","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","","","","","95","0","57","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","54.1",",0,0526,","","","","","","","","","","","","","","","","","","","","","","","","","","","790.9",",0","0",",0","","","","","","","","","","","","","","","","","",""
"USW00013782","1939","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1387.6","","1387.6","0","108","0","70","0","0","","0","0","0","0","2","0","0","0","236","0","40","0","-2.2","0,0223,","0",",0,1231,+","0",",0,1231,+","96.0",",0,0722,","36.1","0,0909,+","","","","","","","","","","","0.0","0,0224","-2.2","0,0223","","","","","","","","","","","1245.9",",0","0",",0","19.68","0","23.84","0","15.53","0","","","","","","","","","","","",""
"USW00013782","1940","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1182.0","","1182.0","0","99","0","58","0","0","","0","0","0","0","22","0","1","0","222","0","34","0","-7.2","0,0128,+","0","T,0,0125,","0","T,0,0125,","194.6",",0,0811,","37.8","0,0723,+","-2.2","0,1116","-2.2","0,1116","","","","","","","-0.6","0,0226","-3.3","0,0203","-7.2","0,0128","-7.2","0,0128","","","1368.7","","1368.7","0","1156.3",",0","0","T,0","18.11","0","22.25","0","13.97","0","","","","","","","","","","","",""
"USW00013782","1941","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1393.7","","1393.7","0","114","0","65","0","0","","0","0","0","0","9","0","0","0","227","0","36","0","-2.2","0,0301,","0",",0,1231,+","0","T,0,0314,+","94.2",",0,0805,","37.2","0,0731,","","","","","","","","","","","0.0","0,0302","-2.2","0,0301","","","","","","","1159.8","","1159.8","0","1592.0",",0","0","T,0","19.02","0","22.97","0","15.07","0","","","","","","","","","","","",""
"USW00013782","1942","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1025.0","","1025.0","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013782","1943","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1291.7","","1291.7","0","90","0","59","0","3","","1","0","0","0","16","0","1","0","230","0","41","0","-8.3","0,1216,","51",",0,1215,","64",",0,1215,","69.1",",0,0727,","37.2","0,0604,","-5.0","0,1215","-5.0","0,1215","-5.0","0,1215","-8.3","0,1216","","","-3.9","0,0304","-3.9","0,0304","-7.8","0,0215","-7.8","0,0215","","","","","","","919.5",",0","64",",0","18.67","0","22.95","0","14.40","0","","","","","","","","","","","",""
"USW00013782","1944","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1320.5","","1320.5","0","103","0","68","0","0","","0","0","0","0","10","0","0","0","229","0","39","0","-3.3","0,0213,","0",",0,1231,+","0",",0,1231,+","121.2",",0,0214,","40.0","0,0624,","-1.1","0,1202","-2.2","0,1203","","","","","","","-3.3","0,0213","-3.3","0,0213","","","","","","","1041.1","","1041.1","0","1301.6",",0","0",",0","18.98","0","23.13","0","14.84","0","","","","","","","","","","","",""
"USW00013782","1945","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1389.9","","1389.9","0","119","0","89","0","0","","0","0","0","0","9","0","0","0","247","0","26","0","-3.3","0,0201,","0",",0,1231,+","0",",0,1231,+","141.5",",0,0817,","35.6","0,0909,+","-0.6","0,1124","-2.8","0,1217","","","","","","","-1.7","0,0202","-3.3","0,0201","","","","","","","993.9","","993.9","0","1902.1",",0","0",",0","19.51","0","23.35","0","15.67","0","","","","","","","","","","","",""
"USW00013782","1946","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1242.3","","1242.3","0","112","0","77","0","0","","0","0","0","0","4","0","0","0","256","0","23","0","-0.6","0,1203,","0",",0,1231,+","0",",0,1231,+","58.4",",0,0726,","35.6","0,0619,","-0.6","0,1203","","","","","","","","","0.0","0,0128","","","","","","","","","964.4","","964.4","0","1244.4",",0","0",",0","19.63","0","23.61","0","15.65","0","","","","","","","","","","","",""
"USW00013782","1947","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1258.3","","1258.3","0","151","0","91","0","0","","0","0","0","0","15","0","0","0","224","0","26","0","-5.6","0,0205,","0",",0,1231,+","0","T,0,0228,","78.2",",0,0620,","36.7","0,0609,","-0.6","0,1201","","","","","","","","","-2.2","0,0303","-2.2","0,0303","-4.4","0,0210","","","","","959.7","","959.7","0","1713.1",",0","0","T,0","18.72","0","22.62","0","14.83","0","","","","","","","","","","","",""
"USW00013782","1948","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1300.6","","1300.6","0","139","0","92","0","0","","0","0","0","0","16","0","0","0","250","0","39","0","-6.7","0,0115,","0",",0,1231,+","0","T,0,0129,","82.8",",0,0401,","36.7","0,0625,+","-3.9","0,1226","-3.9","0,1226","","","","","","","0.0","0,0211","-2.2","0,0210","-6.7","0,0115","-6.7","0,0115","","","1084.0","","1084.0","0","1556.8",",0","0","T,0","19.23","0","23.18","0","15.27","0","","","","","","","","","","","",""
"USW00013782","1949","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1321.9","","1321.9","0","119","0","74","0","0","","0","0","0","0","1","0","0","0","253","0","28","0","-0.6","0,0101,","0",",0,1231,+","0",",0,1231,+","82.8",",0,0820,","36.7","0,0728,+","","","","","","","","","","","-0.6","0,0101","","","","","","","","","664.0","","664.0","0","1170.1",",0","0",",0","19.95","0","23.90","0","15.99","0","","","","","","","","","","","",""
"USW00013782","1950","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1296.8","","1296.8","0","109","0","68","0","0","","0","0","0","0","10","0","0","0","245","0","27","0","-8.3","0,1125,","0",",0,1231,+","0","T,0,1228,+","149.6",",0,0708,","37.2","0,0625,+","-8.3","0,1125","-8.3","0,1125","-8.3","0,1125","-8.3","0,1125","","","","","","","","","","","","","786.3","","786.3","0","1101.9",",0","0","T,0","19.17","0","23.21","0","15.13","0","","","","","","","","","","","",""
"USW00013782","1951","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1284.4","","1284.4","0","91","0","63","0","0","","0","0","0","0","13","0","0","0","238","0","34","0","-3.3","0,0208,+","0",",0,1231,+","0","T,0,0823,+","88.4",",0,0906,","35.0","0,0809,","0.0","0,1119","-2.2","0,1120","","","","","","","-1.1","0,0211","-3.3","0,0208","","","","","","","1152.6","","1152.6","0","971.7",",0","0","T,0","19.06","0","23.06","0","15.07","0","","","","","","","","","","","",""
"USW00013782","1952","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1334.8","","1334.8","0","103","0","72","0","0","","0","0","0","0","4","0","0","0","233","0","44","0","-2.8","0,0130,","0",",0,1231,+","0",",0,1231,+","70.1",",0,0922,","39.4","0,0626,","-1.7","0,1215","","","","","","","","","-0.6","0,0131","-2.8","0,0130","","","","","","","891.7","","891.7","0","996.3",",0","0",",0","19.36","0","23.38","0","15.34","0","","","","","","","","","","","",""
"USW00013782","1953","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1342.0","","1342.0","0","118","0","75","0","0","","0","0","0","0","5","0","0","0","235","0","35","0","-3.9","0,1218,","0",",0,1231,+","0","T,0,0720,+","76.2",",0,0613,","37.2","0,0526,","-1.1","0,1217","-3.9","0,1218","","","","","","","-0.6","0,0104","","","","","","","","","915.2","","915.2","0","1121.1",",0","0","T,0","19.61","0","23.50","0","15.71","0","","","","","","","","","","","",""
"USW00013782","1954","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1386.9","","1386.9","0","77","0","43","0","0","","0","0","0","0","6","0","0","0","232","0","44","0","-3.9","0,0113,","0",",0,1231,+","0","T,0,1206,+","88.6",",0,1015,","38.9","0,0805,+","-2.2","0,1103","-2.2","0,1103","","","","","","","-3.9","0,0113","-3.9","0,0113","","","","","","","907.7","","907.7","0","788.6",",0","0","T,0","19.41","0","23.58","0","15.24","0","","","","","","","","","","","",""
"USW00013782","1955","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1324.8","","1324.8","0","96","0","60","0","0","","0","0","0","0","14","0","0","0","248","0","25","0","-5.6","0,0212,","0",",0,1231,+","0","T,0,1212,+","89.4",",0,0904,","35.0","0,0819,","-1.7","0,1129","","","","","","","","","-2.2","0,0327","-2.2","0,0327","-5.0","0,0213","","","","","1033.9","","1033.9","0","1029.0",",0","0","T,0","19.11","0","23.12","0","15.10","0","","","","","","","","","","","",""
"USW00013782","1956","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1279.6","","1279.6","0","91","0","54","0","0","","0","0","0","0","5","0","0","0","237","0","36","0","-1.1","0,1125,+","0",",0,1231,+","0",",0,1231,+","63.8",",0,0717,","37.2","0,0806,","0.0","0,1123","","","","","","","","","-0.6","0,0110","","","","","","","","","1062.4","","1062.4","0","893.5",",0","0",",0","19.37","0","23.51","0","15.23","0","","","","","","","","","","","",""
"USW00013782","1957","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1241.7","","1241.7","0","112","0","77","0","0","","0","0","0","0","8","0","0","0","229","0","25","0","-6.7","0,1212,","0",",0,1231,+","0",",0,1231,+","61.2",",0,0819,","35.6","0,0901,+","-1.1","0,1201","-3.3","0,1211","-6.7","0,1212","-6.7","0,1212","","","-1.1","0,0119","-3.9","0,0118","","","","","","","824.2","","824.2","0","1315.8",",0","0",",0","19.13","0","22.90","0","15.36","0","","","","","","","","","","","",""
"USW00013782","1958","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1276.9","","1276.9","0","116","0","74","0","0","","0","0","0","0","24","0","1","0","212","0","33","0","-8.9","0,0217,","0","T,0,1212,","0","T,0,1211,+","77.7",",0,0912,","36.1","0,0614,","-1.7","0,1211","-5.0","0,1212","-5.0","0,1212","","","","","-1.1","0,0221","-2.2","0,0220","-5.6","0,0219","-8.3","0,0218","-8.9","0,0217","1321.6","","1321.6","0","1127.4",",0","0","T,0","18.14","0","21.95","0","14.33","0","","","","","","","","","","","",""
"USW00013782","1959","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1360.6","","1360.6","0","144","0","89","0","0","","0","0","0","0","13","0","0","0","227","0","27","0","-7.2","0,0117,","0",",0,1231,+","0","T,0,0302,","100.6",",0,0929,","37.8","0,0629,+","-0.6","0,1129","-2.2","0,1130","","","","","","","-1.1","0,0221","-2.8","0,0118","-7.2","0,0117","-7.2","0,0117","","","1051.8","","1051.8","0","1490.6",",0","0","T,0","19.15","0","22.87","0","15.43","0","","","","","","","","","","","",""
"USW00013782","1960","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1267.7","","1267.7","0","101","0","70","0","1","","1","0","0","0","24","0","0","0","221","0","26","0","-3.9","0,1222,+","25",",0,0312,","25",",0,0311,","107.7",",0,0911,","35.6","0,0703,","0.0","0,1202","-3.9","0,1213","","","","","","","-0.6","0,0313","-3.3","0,0306","","","","","","","1242.4","","1242.4","0","1182.2",",0","25",",0","18.28","0","22.18","0","14.38","0","","","","","","","","","","","",""
"USW00013782","1961","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1198.6","","1198.6","0","110","0","71","0","0","","0","0","0","0","14","0","0","0","228","0","26","0","-5.6","0,0122,","0","T,0,0203,+","0","T,0,0125,","87.4",",0,0805,","36.1","0,0731,+","-0.6","0,1225","-2.2","0,1229","","","","","","","0.0","0,0205","-2.2","0,0125","-5.6","0,0122","","","","","1100.8","","1100.8","0","1242.7",",0","0","T,0","18.81","0","22.78","0","14.83","0","","","","","","","","","","","",""
"USW00013782","1962","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1263.7","","1263.7","0","128","0","72","0","0","","0","0","0","0","15","0","2","0","225","0","21","0","-10.0","0,1213,","0","T,0,0112,","0","T,0,1211,+","57.9",",0,0302,","35.0","0,0716,+","0.0","0,1207","-6.7","0,1212","-6.7","0,1212","-6.7","0,1212","-10.0","0,1213","0.0","0,0306","-3.3","0,0113","-4.4","0,0112","","","","","1027.3","","1027.3","0","1263.5",",0","0","T,0","18.53","0","22.60","0","14.45","0","","","","","","","","","","","",""
"USW00013782","1963","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1186.7","","1186.7","0","106","0","75","0","0","","0","0","0","0","24","0","0","0","219","0","35","0","-4.4","0,0124,","0",",0,1231,+","0","T,0,0216,","68.1",",0,1025,","35.0","0,0612,","0.0","0,1215","-3.9","0,1219","","","","","","","-3.9","0,0227","-3.9","0,0227","-4.4","0,0124","","","","","1222.9","","1222.9","0","1228.1",",0","0","T,0","18.25","0","22.28","0","14.22","0","","","","","","","","","","","",""
"USW00013782","1964","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1206.2","","1206.2","0","119","0","82","0","0","","0","0","0","0","9","0","0","0","225","0","18","0","-5.0","0,0114,","0",",0,1231,+","0","T,0,0113,","86.9",",0,0722,","36.1","0,0616,+","-1.7","0,1201","","","","","","","","","0.0","0,0212","-2.2","0,0115","-5.0","0,0114","","","","","1194.3","","1194.3","0","1864.7",",0","0","T,0","18.82","0","22.65","0","14.99","0","","","","","","","","","","","",""
"USW00013782","1965","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1292.2","","1292.2","0","118","0","78","0","0","","0","0","0","0","7","0","0","0","226","0","18","0","-2.2","0,0118,+","0","T,0,0131,","0","T,0,0131,+","172.5",",0,1018,","35.0","0,0826,","","","","","","","","","","","-1.7","0,0226","-2.2","0,0118","","","","","","","964.3","","964.3","0","1327.1",",0","0","T,0","19.05","0","22.94","0","15.17","0","","","","","","","","","","","",""
"USW00013782","1966","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1176.3","","1176.3","0","108","0","69","0","0","","0","0","0","0","14","0","0","0","224","0","26","0","-10.0","0,0130,","0",",0,1231,+","0",",0,1231,+","57.4",",0,0521,","36.1","0,0712,","-2.8","0,1204","-2.8","0,1204","","","","","","","-0.6","0,0206","-2.2","0,0205","-7.2","0,0131","-7.2","0,0131","-10.0","0,0130","1121.1","","1121.1","0","1221.5",",0","0",",0","18.32","0","22.23","0","14.41","0","","","","","180","X","","","","","20.1","X"
"USW00013782","1967","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1100.4","","1100.4","0","91","0","66","0","0","","0","0","0","0","3","0","0","0","233","0","16","0","-5.6","0,0226,+","0",",0,1231,+","0",",0,1231,+","123.2",",0,0522,","34.4","0,0712,","-0.6","0,1224","","","","","","","","","-5.6","0,0226","-5.6","0,0226","-5.6","0,0226","","","","","987.1","","987.1","0","1081.9",",0","0",",0","18.77","0","22.75","0","14.80","0","","","","","135","X","","","","","16.5","X"
"USW00013782","1968","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1319.2","","1319.2","0","100","0","58","0","1","","0","0","0","0","21","0","0","0","219","0","38","0","-3.3","0,0108,","25",",0,0222,","13",",0,0222,","123.4",",0,0607,","36.7","0,0808,+","-1.7","0,1209","-2.2","0,1211","","","","","","","-1.1","0,0301","-2.2","0,0212","","","","","","","1157.7","","1157.7","0","1155.8",",0","13",",0","18.37","0","22.46","0","14.28","0","","","","","315","X","","","","","36.7","X"
"USW00013782","1969","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1221.0","","1221.0","0","114","0","76","0","1","","1","0","0","0","11","0","0","0","209","0","27","0","-3.3","0,0105,","25",",0,0304,","25",",0,0304,","168.9",",0,1101,","35.0","0,0711,","-1.7","0,1115","","","","","","","","","-0.6","0,0311","-2.8","0,0106","","","","","","","1259.5","","1259.5","0","1385.5",",0","25",",0","18.17","0","21.83","0","14.51","0","","","","","","","","","","","",""
"USW00013782","1970","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1406.6","","1406.6","0","102","0","65","0","0","","0","0","0","0","18","0","3","0","233","0","38","0","-10.0","0,0109,","0","T,0,0123,","0","T,0,0210,+","128.3",",0,0824,","37.2","0,0620,","-4.4","0,1124","-4.4","0,1124","-4.4","0,1124","","","","","-0.6","0,0226","-4.4","0,0204","-4.4","0,0204","-8.9","0,0110","-8.9","0,0110","1234.0","","1234.0","0","1091.9",",0","0","T,0","19.11","0","22.98","0","15.23","0","","","","","","","","","","","",""
"USW00013782","1971","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1326.4","","1326.4","0","121","0","92","0","0","","0","0","0","0","12","0","0","0","236","0","22","0","-5.0","0,0120,","0",",0,1231,+","0","T,0,0119,","97.5",",0,0817,","33.9","0,0614,","","","","","","","","","","","-2.8","0,0214","-2.8","0,0214","-4.4","0,0210","","","","","1083.2","","1083.2","0","1619.7",",0","0","T,0","19.21","0","23.16","0","15.25","0","","","","","","","","","","","",""
"USW00013782","1972","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1186.3","","1186.3","0","92","0","69","0","0","","0","0","0","0","6","0","0","0","238","0","31","0","-6.7","0,0117,+","0",",0,1231,+","0",",0,1231,+","47.0",",0,1125,","36.1","0,0803,","-2.2","0,1217","-2.2","0,1217","","","","","","","0.0","0,0220","-6.7","0,0117","-6.7","0,0117","-6.7","0,0117","","","826.2","","826.2","0","1035.0",",0","0",",0","19.11","0","23.07","0","15.16","0","","","","","","","","","","","",""
"USW00013782","1973","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1320.0","","1320.0","0","119","0","83","0","0","","0","0","0","0","17","0","1","0","232","0","18","0","-3.3","0,0212,+","0",",0,1231,+","0",",0,1231,+","263.7",",0,0611,","34.4","0,0617,","0.0","0,1211","-2.8","0,1222","","","","","","","-1.1","0,0218","-3.3","0,0212","","","","","","","967.9","","967.9","0","1543.8",",0","0",",0","19.21","0","23.06","0","15.36","0","","","","","","","","","","","",""
"USW00013782","1974","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1187.2","","1187.2","0","","","","","0","","0","0","0","0","2","0","0","0","247","0","12","0","-2.2","0,0226,","0",",0,1231,+","0",",0,1231,+","","","34.4","0,0531,","-1.1","0,1218","","","","","","","","","-2.2","0,0226","-2.2","0,0226","","","","","","","692.3","","692.3","0","","","0",",0","19.36","0","23.38","0","15.34","0","","","","","","","","","","","",""
"USW00013782","1975","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1421.7","","1421.7","0","112","0","78","0","0","","0","0","0","0","3","0","0","0","243","0","42","0","-3.3","0,1219,","0",",0,1231,+","0",",0,1231,+","51.6",",0,0503,+","35.6","0,0818,+","-3.3","0,1219","-3.3","0,1219","","","","","","","-1.7","0,0303","","","","","","","","","994.2","","994.2","0","973.7",",0","0",",0","19.72","0","23.74","0","15.70","0","","","","","","","","","","","",""
"USW00013782","1976","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1180.0","","1180.0","0","113","0","71","0","0","","0","0","0","0","8","0","0","0","235","0","23","0","-2.8","0,0119,","0",",0,1231,+","0",",0,1231,+","137.2",",0,0523,","35.6","0,0725,+","0.0","0,1221","","","","","","","","","-0.6","0,0120","-2.8","0,0119","","","","","","","798.5","","798.5","0","1304.3",",0","0",",0","18.83","0","23.00","0","14.66","0","","","","","","","","","","","",""
"USW00013782","1977","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1526.8","","1526.8","0","109","0","66","0","1","","0","0","0","0","30","0","0","0","236","0","70","0","-6.7","0,0119,+","25",",0,0131,","18",",0,0131,","56.6",",0,0905,","39.4","0,0722,","-1.1","0,1207","-2.2","0,1227","","","","","","","-1.1","0,0217","-3.3","0,0130","-6.7","0,0119","-6.7","0,0119","","","1297.6","","1297.6","0","1068.6",",0","21",",0","19.26","0","23.59","0","14.94","0","","","","","","","","","","","",""
"USW00013782","1978","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1399.6","","1399.6","0","92","0","62","0","0","","0","0","0","0","24","0","0","0","240","0","46","0","-4.4","0,0207,+","0",",0,1231,+","0",",0,1231,+","119.6",",0,0716,","37.2","0,0701,","","","","","","","","","","","-1.1","0,0305","-4.4","0,0207","-4.4","0,0207","","","","","1300.7","","1300.7","0","1148.2",",0","0",",0","18.98","0","22.96","0","15.00","0","","","","","","","","","","","",""
"USW00013782","1979","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1181.3","","1181.3","0","116","0","72","0","1","","1","0","0","0","19","0","1","0","232","0","43","0","-6.1","0,0219,","51",",0,0218,","53",",0,0218,","153.9",",0,0904,","35.6","0,0807,+","0.0","0,1203","","","","","","","","","-6.1","0,0219","-6.1","0,0219","-6.1","0,0219","","","","","1054.3","","1054.3","0","1249.6",",0","56",",0","18.35","0","22.48","0","14.22","0","","","","","","","","","","","",""
"USW00013782","1980","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1411.8","","1411.8","0","108","0","76","0","","","","","0","0","12","0","1","0","227","0","58","0","-5.6","0,0303,","","","","","68.3",",0,0725,","38.3","0,0713,","-1.1","0,1221","-3.3","0,1226","","","","","","","-5.6","0,0303","-5.6","0,0303","-5.6","0,0303","","","","","1016.4","","1016.4","0","1040.4",",0","","","19.13","0","23.15","0","15.10","0","","","","","","","","","","","",""
