"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094830","1955","41.5871","-83.8055","205.4","TOLEDO EXPRESS AIRPORT, OH US","","","546.5","","546.5","0","120","0","65","0","36","","9","0","4","0","132","0","44","0","167","0","38","0","-20.6","0,0129,","102",",0,0328,+","79",",0,0326,","50.3",",0,0806,","37.2","0,0704,","0.0","0,1014","-3.9","0,1104","-5.6","0,1105","-7.8","0,1117","-14.4","0,1128","-1.1","0,0509","-2.2","0,0408","-11.1","0,0328","-11.1","0,0328","-11.1","0,0328","","","","","729.2",",0","","","557",",0","10.49","0","16.24","0","4.73","0","","","","","","","","","","","","","","","","","",""
"USW00094830","1956","41.5871","-83.8055","205.4","TOLEDO EXPRESS AIRPORT, OH US","","","400.0","","400.0","0","132","0","73","0","42","","14","0","0","0","143","0","39","0","140","0","13","0","-17.2","0,0124,+","127",",0,0120,","135",",0,0130,","48.8",",0,0429,","35.0","0,0727,+","0.0","0,0921","-2.8","0,1011","-4.4","0,1110","-7.2","0,1117","-11.7","0,1123","-0.6","0,0508","-3.3","0,0423","-8.9","0,0325","-8.9","0,0325","-8.9","0,0325","3728.0","","3728.0","0","858.4",",0","","","1025",",0","9.73","0","15.18","0","4.28","0","","","","","","","","","","","","","","","","","",""
"USW00094830","1957","41.5871","-83.8055","205.4","TOLEDO EXPRESS AIRPORT, OH US","","","389.6","","389.6","0","131","0","63","0","37","","8","0","6","0","142","0","37","0","141","0","18","0","-22.2","0,0116,","254",",0,0408,","165",",0,0408,","42.7",",0,1023,","36.1","0,0617,","-2.2","0,1012","-2.2","0,1012","-6.1","0,1110","-8.3","0,1125","-12.2","0,1211","0.0","0,0503","-4.4","0,0415","-4.4","0,0415","-9.4","0,0409","-9.4","0,0409","3426.2","","3426.2","0","788.7",",0","","","869",",0","9.68","0","15.00","0","4.36","0","","","","","","","","","","","","","","","","","",""
"USW00094830","1958","41.5871","-83.8055","205.4","TOLEDO EXPRESS AIRPORT, OH US","","","301.5","","301.5","0","128","0","60","0","39","","5","0","9","0","146","0","52","0","144","0","4","0","-22.8","0,0217,","152",",0,0216,","145",",0,0215,","42.2",",0,0810,","32.8","0,0702,","-1.1","0,1002","-3.3","0,1107","-5.0","0,1126","-7.8","0,1127","-16.1","0,1129","-1.1","0,0430","-4.4","0,0409","-4.4","0,0409","-7.8","0,0221","-14.4","0,0220","3577.4","","3577.4","0","718.6",",0","","","715",",0","8.93","0","14.37","0","3.49","0","","","","","","","","","","","","","","","","","",""
"USW00094830","1959","41.5871","-83.8055","205.4","TOLEDO EXPRESS AIRPORT, OH US","","","572.0","","572.0","0","144","0","79","0","49","","9","0","5","0","140","0","40","0","152","0","27","0","-21.1","0,0105,","102",",0,0128,+","94",",0,1112,","45.0",",0,0829,","34.4","0,0909,+","-2.2","0,1010","-2.2","0,1010","-4.4","0,1028","-6.7","0,1109","-12.2","0,1117","-0.6","0,0423","-2.2","0,0422","-4.4","0,0329","-6.7","0,0328","-11.7","0,0322","3661.0","","3661.0","0","946.8",",0","","","707",",0","9.93","0","15.43","0","4.44","0","","","","","","","","","","","","","","","","","",""
"USW00094830","1960","41.5871","-83.8055","205.4","TOLEDO EXPRESS AIRPORT, OH US","","","317.3","","317.3","0","120","0","56","0","40","","7","0","6","0","142","0","62","0","152","0","5","0","-23.9","0,1223,","203",",0,0304,","163",",0,0225,","48.8",",0,0701,","35.0","0,0904,+","0.0","0,1020","-2.2","0,1022","-6.1","0,1025","-7.2","0,1111","-9.4","0,1201","0.0","0,0508","-3.9","0,0419","-5.0","0,0410","-13.3","0,0325","-13.3","0,0325","3712.9","","3712.9","0","693.4",",0","","","889",",0","8.96","0","14.49","0","3.43","0","","","","","","","","","","","","","","","","","",""
"USW00094830","1961","41.5871","-83.8055","205.4","TOLEDO EXPRESS AIRPORT, OH US","","","346.7","","346.7","0","124","0","65","0","31","","8","0","6","0","152","0","43","0","138","0","7","0","-23.9","0,0125,","76",",0,1229,+","112",",0,1219,","30.7",",0,1116,","32.8","0,0701,+","-1.7","0,0929","-6.1","0,1104","-6.1","0,1104","-6.7","0,1110","-8.9","0,1208","0.0","0,0505","-2.2","0,0416","-6.1","0,0408","-8.3","0,0330","-9.4","0,0317","3742.3","","3742.3","0","703.1",",0","","","631",",0","9.10","0","14.87","0","3.32","0","","","","","","","","","","","","","","","","","",""
"USW00094830","1962","41.5871","-83.8055","205.4","TOLEDO EXPRESS AIRPORT, OH US","","","397.8","","397.8","0","125","0","67","0","55","","11","0","12","0","149","0","56","0","151","0","20","0","-23.3","0,1227,","178",",0,0306,","191",",0,0305,","34.3",",0,0722,","35.0","0,0824,+","-1.1","0,0921","-2.2","0,1024","-5.0","0,1027","-6.7","0,1106","-12.2","0,1209","0.0","0,0424","-3.3","0,0417","-4.4","0,0408","-7.2","0,0403","-10.0","0,0303","3620.5","","3620.5","0","670.4",",0","","","1126",",0","9.14","0","14.73","0","3.55","0","","","","","","","","","","","","","","","","","",""
"USW00094830","1963","41.5871","-83.8055","205.4","TOLEDO EXPRESS AIRPORT, OH US","","","321.2","","321.2","0","125","0","57","0","69","","16","0","29","0","142","0","68","0","150","0","17","0","-27.2","0,0124,+","152",",0,0123,","89",",0,0122,","35.8",",0,0629,","35.6","0,0702,+","-1.1","0,1014","-5.0","0,1030","-5.0","0,1030","-10.0","0,1201","-10.0","0,1201","-0.6","0,0524","-2.8","0,0523","-5.0","0,0410","-6.7","0,0322","-8.9","0,0315","4053.3","","4053.3","0","561.3",",0","","","913",",0","8.33","0","14.56","0","2.10","0","","","","","","","","","","","","","","","","","",""
"USW00094830","1964","41.5871","-83.8055","205.4","TOLEDO EXPRESS AIRPORT, OH US","","","416.3","","416.3","0","127","0","62","0","45","","15","0","4","0","144","0","46","0","147","0","33","0","-22.2","0,0114,","127",",0,1203,+","140",",0,0310,","39.4",",0,0325,","36.7","0,0802,","-2.2","0,1005","-2.2","0,1005","-5.0","0,1007","-7.8","0,1011","-11.1","0,1121","0.0","0,0521","-2.8","0,0405","-6.7","0,0404","-6.7","0,0404","-11.7","0,0401","3531.0","","3531.0","0","617.7",",0","","","1113",",0","9.57","0","15.67","0","3.46","0","","","","","","","","","","","","","","","","","",""
