"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00232004","1912","37.95","-92.26667","331.9","CROCKER, MO US","710.1","","710.1","6","73","6","64","6","2","","8","6","11","6","127","6","19","6","184","6","57","6","-32.8","6,0107,","102",",6,0111,","559",",6,0220,","62.2",",6,0616,","37.8","6,0829,","-1.7","6,1023","-3.9","6,1102","-5.0","6,1103","-9.4","6,1125","-9.4","6,1125","-1.7","6,0423","-4.4","6,0408","-4.4","6,0408","-11.1","6,0325","-11.1","6,0325","1120.2",",6","1230",",6","12.45","6","19.78","6","5.11","6"
"USC00232004","1913","37.95","-92.26667","331.9","CROCKER, MO US","","","","","62","6","53","6","","","","","","","","","","","","","","","","","","","","","51.6",",6,1022,","","","","","","","","","","","","","","","","","","","","","","","812.9",",6","","","","","","","",""
"USC00232004","1915","37.95","-92.26667","331.9","CROCKER, MO US","547.9","","547.9","6","","","","","","","","","2","6","113","6","13","6","203","6","14","6","-20.0","6,0128,","","","","","","","35.0","6,0731,+","-2.2","6,1009","-2.2","6,1009","-10.0","6,1115","-10.0","6,1115","-10.0","6,1115","-2.8","6,0401","-2.8","6,0401","-5.0","6,0321","-8.3","6,0130","-12.8","6,0129","","","","","13.14","6","19.07","6","7.21","6"
"USC00232004","1942","37.95","-92.26667","331.9","CROCKER, MO US","","","","","101","6","79","6","","","","","","","","","","","","","","","","","","","","","94.7",",6,0804,","","","","","","","","","","","","","","","","","","","","","","","1447.1",",6","","","","","","","",""
"USC00232004","1943","37.95","-92.26667","331.9","CROCKER, MO US","","","","","84","6","68","6","","","4","6","","","","","","","","","","","","","","","102",",6,1227,","74.2",",6,0604,","","","","","","","","","","","","","","","","","","","","","","","1089.8",",6","313",",6","","","","","",""
"USC00232004","1944","37.95","-92.26667","331.9","CROCKER, MO US","","","","","83","6","70","6","","","6","6","","","","","","","","","","","","","","","152",",6,0214,","56.1",",6,0530,","","","","","","","","","","","","","","","","","","","","","","","1118.2",",6","444",",6","","","","","",""
"USC00232004","1945","37.95","-92.26667","331.9","CROCKER, MO US","","","","","109","6","83","6","","","8","6","","","","","","","","","","","","","","","127",",6,1219,","59.9",",6,0608,","","","","","","","","","","","","","","","","","","","","","","","1509.9",",6","602",",6","","","","","",""
"USC00232004","1946","37.95","-92.26667","331.9","CROCKER, MO US","","","","","75","6","65","6","","","1","6","","","","","","","","","","","","","","","38",",6,0213,","191.0",",6,0814,","","","","","","","","","","","","","","","","","","","","","","","1397.2",",6","51",",6","","","","","",""
"USC00232004","1947","37.95","-92.26667","331.9","CROCKER, MO US","","","","","","","","","","","8","6","","","","","","","","","","","","","","","241",",6,0327,","","","","","","","","","","","","","","","","","","","","","","","","","","","575",",6","","","","","",""
"USC00232004","1949","37.95","-92.26667","331.9","CROCKER, MO US","","","","","93","0","79","0","","","3","0","","","","","","","","","","","","","","","178",",0,0309,","72.9",",0,0603,","","","","","","","","","","","","","","","","","","","","","","","1569.6",",0","354",",0","","","","","",""
"USC00232004","1950","37.95","-92.26667","331.9","CROCKER, MO US","","","","","78","0","66","0","12","","6","0","","","","","","","","","","","","","102",",0,1207,+","71",",0,1205,","95.8",",0,0609,","","","","","","","","","","","","","","","","","","","","","","","1261.1",",0","320",",0","","","","","",""
"USC00232004","1951","37.95","-92.26667","331.9","CROCKER, MO US","","","","","109","0","90","0","","","9","0","","","","","","","","","","","","","","","305",",0,1106,","87.9",",0,0809,","","","","","","","","","","","","","","","","","","","","","","","1506.9",",0","1047",",0","","","","","",""
"USC00232004","1952","37.95","-92.26667","331.9","CROCKER, MO US","","","","","66","0","52","0","7","","4","0","","","","","","","","","","","","","76",",0,0223,","137",",0,0223,","61.7",",0,0811,","","","","","","","","","","","","","","","","","","","","","","","782.5",",0","269",",0","","","","","",""
