"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00413325","1964","32.06667","-95.55","131.1","FRANKSTON 3 WNW, TX US","","","","","1","","1","0","","","","","","","25",",0,0117,","51",",0,0117,","","","","","","","","","","","","","","","","","","","71",",0","",""
"USC00413325","1965","32.06667","-95.55","131.1","FRANKSTON 3 WNW, TX US","74","0","52","0","1","","2","0","0","0","36","0","-8.9","0,0117,","25",",0,0224,","89",",0,0303,","75.9",",0,0109,","-1.7","0,1130","-2.2","0,1207","0.0","0,0327","-6.1","0,0320","-6.1","0,0320","-7.8","0,0224","-8.9","0,0117","931.5",",0","114",",0","12.86","0"
