"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00023257","1999","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","2.8","W","670.1","","670.1","W","45","W","25","W","","","","","0","W","42","W","0","W","209","W","74","W","-3.3","W,1216,+","","","","","19.3",",W,0208,","41.7","W,0712,","-0.6","W,1124","-2.2","W,1204","","","-1.1","W,0410","-2.2","W,0211","","","","","","","","","212.7",",W","","","15.65","W","23.35","W","7.96","W","270","W","360","W","14.3","W","65.7","W"
"USW00023257","2000","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","2.8","W","718.5","","718.5","W","64","W","28","W","","","","","0","W","28","W","0","W","199","W","82","W","-3.9","W,0106,","","","","","49.3",",W,0417,","40.6","W,0614,","0.0","W,1111","-2.2","W,1113","","","-0.6","W,0110","-2.2","W,0108","","","","","1341.5","","1341.5","W","404.2",",W","","","16.25","W","23.54","W","8.95","W","150","W","360","W","14.8","W","65.7","W"
"USW00023257","2001","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","2.9","W","861.7","","861.7","W","62","W","31","W","","","","","0","W","25","W","0","W","216","W","97","W","-3.3","W,0117,+","","","","","25.1",",W,0420,","42.2","W,0703,","0.0","W,1210","-2.2","W,1211","","","-0.6","W,0215","-2.2","W,0208","","","","","1622.8","","1622.8","W","322.5",",W","","","16.71","W","24.29","W","9.14","W","130","W","360","W","17.0","W","65.7","W"
"USW00023257","2002","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","2.7","W","778.5","","778.5","W","55","W","20","W","","","","","0","W","31","W","0","W","213","W","96","W","-5.0","W,0130,","","","","","34.5",",W,1216,","41.7","W,0710,","0.0","W,1119","","","","","-0.6","W,0319","-2.2","W,0204","-5.0","W,0130","","","1492.4","","1492.4","W","245.6",",W","","","16.21","W","24.08","W","8.33","W","240","W","360","W","14.3","W","65.7","W"
"USW00023257","2003","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","2.7","W","939.8","","939.8","W","61","W","30","W","","","","","0","W","22","W","0","W","198","W","102","W","-3.3","W,1125,+","","","","","17.0",",W,1225,","41.1","W,0627,","-1.1","W,1104","-2.2","W,1122","","","-0.6","W,0218","-2.8","W,0210","","","","","1493.7","","1493.7","W","227.8",",W","","","16.72","W","24.33","W","9.12","W","180","W","360","W","14.3","W","65.7","W"
"USW00023257","2004","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","2.8","W","816.9","","816.9","W","67","Z","32","Z","","","","","0","W","27","W","0","W","216","W","97","W","-3.9","W,1204,","","","","","27.4",",Z,1026,","40.0","W,0908,","-0.6","W,1122","-3.3","W,1129","","","-0.6","W,0212","-2.2","W,0105","","","","","1322.4","","1322.4","W","336.4",",Z","","","16.58","W","23.94","W","9.21","W","130","W","120","W","17.0","W","20.6","W"
"USW00023257","2005","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","2.7","B","796.7","","796.7","B","65","B","32","B","","","","","0","B","6","B","0","B","220","B","82","B","-2.2","B,1204,","","","","","31.5",",B,0215,","41.7","B,0716,","-0.6","B,1127","-2.2","B,1204","","","","","","","","","","","1534.1","","1534.1","B","331.3",",B","","","16.77","B","23.96","B","9.58","B","140","B","150","B","17.4","B","20.6","B"
"USW00023257","2006","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","2.5","W","872.7","","872.7","W","80","W","37","W","","","","","0","W","30","W","0","W","205","W","100","W","-3.2","W,1219,+","","","","","25.4",",W,0521,","44.4","W,0723,","-0.5","W,1124","-3.2","W,1130","","","0.0","W,0304","-3.2","W,0220","","","","","1435.2","","1435.2","W","298.2",",W","","","16.39","W","23.86","W","8.93","W","140","W","210","W","17.0","W","27.3","W"
"USW00023257","2007","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","2.7","W","763.8","","763.8","W","40","W","19","W","","","","","0","W","51","W","0","W","230","W","87","W","-7.1","W,0115,","","","","","16.3",",W,1012,","41.1","W,0705,","0.0","W,1122","-2.7","W,1201","","","0.0","W,0301","-3.2","W,0124","-4.9","W,0118","-7.1","W,0115","1513.4","","1513.4","W","152.9",",W","","","16.21","W","24.13","W","8.29","W","130","W","330","W","19.2","W","27.7","W"
"USW00023257","2008","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","2.7","W","982.1","","982.1","W","59","W","20","W","","","","","0","W","21","W","0","W","221","W","114","W","-4.3","W,0102,","","","","","22.9",",W,0104,","41.7","W,0829,+","-0.5","W,1205","-2.7","W,1214","","","-0.5","W,0215","-4.3","W,0102","","","","","1558.6","","1558.6","W","210.8",",W","","","17.02","W","24.84","W","9.20","W","320","W","280","W","17.0","W","43.8","W"
"USW00023257","2009","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","2.6","W","879.1","","879.1","W","69","W","27","W","","","","","0","W","34","W","0","W","210","W","102","W","-5.5","W,1206,","","","","","41.9",",W,1013,","42.8","W,0719,","0.0","W,1114","-2.7","W,1203","-5.5","W,1206","-0.5","W,0311","-2.7","W,0310","","","","","1406.9","","1406.9","W","278.6",",W","","","16.48","W","24.22","W","8.74","W","150","W","150","W","48.3","W","59.5","W"
"USW00023257","2010","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","2.7","W","702.4","","702.4","W","101","W","42","W","","","","","0","W","10","W","0","W","202","W","81","W","-2.7","W,1125,+","","","","","23.6",",W,0412,","41.1","W,0825,","-2.7","W,1124","-2.7","W,1124","","","0.0","W,0311","","","","","","","1663.4","","1663.4","W","431.5",",W","","","15.98","W","23.01","W","8.96","W","150","W","150","W","55.4","W","81.4","W"
"USW00023257","2011","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","","","895.9","","895.9","W","66","W","27","W","","","","","0","W","34","W","0","W","209","W","99","W","-5.5","W,1224,","","","","","41.4",",W,0320,","41.7","W,0705,+","0.0","W,1202","-2.7","W,1203","-5.5","W,1224","-0.5","W,0301","-2.7","W,0227","","","","","1530.4","","1530.4","W","301.3",",W","","","16.36","W","23.89","W","8.82","W","","","","","","","",""
"USW00023257","2012","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","","","1070.5","","1070.5","W","49","W","25","W","0","","0","W","0","W","24","W","0","W","219","W","122","W","-6.0","W,0117,","0",",W,1231,+","0",",W,1231,+","22.9",",W,0413,","42.2","W,0811,","-1.0","W,1214","","","","","0.0","W,0216","-3.8","W,0119","-6.0","W,0117","","","1425.0","","1425.0","W","263.2",",W","0",",W","17.71","W","25.55","W","9.88","W","","","","","","","",""
"USW00023257","2013","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","","","969.7","","969.7","W","26","W","11","W","0","","0","W","0","W","50","W","0","W","243","W","108","W","-5.5","W,1209,","0",",W,1231,+","0",",W,1231,+","13.5",",W,1120,","41.7","W,0702,+","-3.8","W,1204","-3.8","W,1204","-4.9","W,1206","0.0","W,0225","-3.2","W,0116","","","","","1230.3","","1230.3","W","96.5",",W","0",",W","17.18","W","25.36","W","8.99","W","","","","","","","",""
"USW00023257","2014","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","2.9","W","1166.8","","1166.8","W","44","W","22","W","0","","0","W","0","W","18","W","0","W","253","W","127","W","-0.5","W,1229,+","0",",W,1231,+","0",",W,1231,+","32.0",",W,1212,","41.7","W,0801,+","0.0","W,1227","","","","","-0.5","W,0205","","","","","","","1209.8","","1209.8","W","221.8",",W","0",",W","18.78","W","26.60","W","10.95","W","140","W","150","W","15.7","W","20.6","W"
"USW00023257","2015","37.28472","-120.51278","46.3","MERCED MUNICIPAL AIRPORT, CA US","2.7","W","962.7","","962.7","W","34","W","20","W","0","","0","W","0","W","27","W","0","W","245","W","105","W","-2.7","W,1216,+","0",",W,1231,+","0",",W,1231,+","26.4",",W,1102,","41.1","W,0817,+","-1.0","W,1126","-2.7","W,1129","","","0.0","W,0305","-2.7","W,0103","","","","","1010.5","","1010.5","W","173.1",",W","0",",W","17.54","W","25.21","W","9.86","W","320","W","320","W","13.9","W","18.3","W"
