"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00296028","1931","35.9","-105.98333","1845.0","NAMBE 1, NM US","","","","","","","","","","","","","","","3302.4","","3302.4","6","","","",""
"USC00296028","1948","35.9","-105.98333","1845.0","NAMBE 1, NM US","50","0","31","0","40","","10","0","152",",0,0212,+","155",",0,0208,","22.1",",0,0805,","","","","","231.1",",0","666",",0"
"USC00296028","1949","35.9","-105.98333","1845.0","NAMBE 1, NM US","54","0","41","0","15","","9","0","102",",0,1223,+","109",",0,0401,+","20.6",",0,0613,","","","","","276.2",",0","713",",0"
"USC00296028","1950","35.9","-105.98333","1845.0","NAMBE 1, NM US","31","0","21","0","1","","1","0","25",",0,1205,","51",",0,1205,","27.4",",0,0708,","","","","","153.8",",0","51",",0"
"USC00296028","1951","35.9","-105.98333","1845.0","NAMBE 1, NM US","34","0","20","0","9","","10","0","76",",0,0130,","127",",0,0130,","32.5",",0,0517,","","","","","188.8",",0","497",",0"
"USC00296028","1952","35.9","-105.98333","1845.0","NAMBE 1, NM US","39","0","27","0","","","10","0","","","229",",0,1224,","37.1",",0,0517,","","","","","279.5",",0","853",",0"
"USC00296028","1953","35.9","-105.98333","1845.0","NAMBE 1, NM US","35","0","26","0","","","9","0","","","89",",0,1121,+","18.3",",0,0718,","","","","","186.1",",0","506",",0"
"USC00296028","1954","35.9","-105.98333","1845.0","NAMBE 1, NM US","38","0","31","0","3","","4","0","76",",0,0120,","76",",0,0120,","19.1",",0,0813,","","","","","239.8",",0","182",",0"
"USC00296028","1955","35.9","-105.98333","1845.0","NAMBE 1, NM US","31","0","19","0","9","","7","0","51",",0,0118,+","102",",0,0117,","21.3",",0,0518,","","","","","177.4",",0","330",",0"
"USC00296028","1956","35.9","-105.98333","1845.0","NAMBE 1, NM US","19","0","15","0","11","","6","0","76",",0,0117,","114",",0,0117,","10.7",",0,0602,","","","","","77.3",",0","317",",0"
"USC00296028","1957","35.9","-105.98333","1845.0","NAMBE 1, NM US","52","0","34","0","12","","8","0","102",",0,0110,","114",",0,0110,","39.1",",0,1019,","","","","","343.8",",0","495",",0"
"USC00296028","1958","35.9","-105.98333","1845.0","NAMBE 1, NM US","56","0","26","0","6","","7","0","127",",0,0119,","89",",0,0308,","20.1",",0,0913,","","","","","231.9",",0","431",",0"
"USC00296028","1959","35.9","-105.98333","1845.0","NAMBE 1, NM US","58","0","29","0","12","","4","0","203",",0,1227,+","254",",0,1226,","38.6",",0,1030,","","","","","338.3",",0","472",",0"
"USC00296028","1960","35.9","-105.98333","1845.0","NAMBE 1, NM US","49","0","31","0","69","","15","0","203",",0,1209,+","254",",0,0117,","26.4",",0,1017,","","","","","259.1",",0","965",",0"
"USC00296028","1961","35.9","-105.98333","1845.0","NAMBE 1, NM US","42","0","24","0","29","","9","0","102",",0,1216,+","102",",0,1216,","33.8",",0,0823,","","","","","184.3",",0","456",",0"
"USC00296028","1962","35.9","-105.98333","1845.0","NAMBE 1, NM US","42","0","24","0","24","","5","0","254",",0,0126,","229",",0,0126,","18.8",",0,0126,","","","","","214.7",",0","521",",0"
"USC00296028","1963","35.9","-105.98333","1845.0","NAMBE 1, NM US","40","0","27","0","28","","9","0","127",",0,0221,","203",",0,0221,","22.9",",0,0813,","","","","","233.0",",0","736",",0"
"USC00296028","1967","35.9","-105.98333","1845.0","NAMBE 1, NM US","39","0","26","0","8","","7","0","127",",0,1216,","127",",0,0306,","37.8",",0,0717,","","","","","216.2",",0","560",",0"
"USC00296028","1969","35.9","-105.98333","1845.0","NAMBE 1, NM US","56","0","28","0","4","","13","0","102",",0,1230,+","102",",0,1229,","25.9",",0,0411,","","","","","303.0",",0","596",",0"
"USC00296028","1971","35.9","-105.98333","1845.0","NAMBE 1, NM US","38","0","30","0","","","10","0","","","305",",0,0103,","31.5",",0,0722,","","","","","286.5",",0","927",",0"
