"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00208631","1897","41.93333","-85.46667","256.6","WASEPI, MI US","","","","","116","6","80","6","","","","","","","53","6","135","6","17","6","","","","","38.1",",6,0523,","36.1","6,0709,","","","","","","","","","","","","","","","","","","","","","","","","","771.0",",6","","","","","14.52","6","",""
"USC00208631","1898","41.93333","-85.46667","256.6","WASEPI, MI US","","","","","143","6","90","6","","","4","6","133","6","53","6","140","6","13","6","-22.2","6,0203,","","","43.9",",6,0905,","35.0","6,0724,","0.0","6,1015","-2.8","6,1107","-7.8","6,1111","-7.8","6,1111","-13.3","6,1112","0.0","6,0427","-5.6","6,0408","-5.6","6,0408","-8.9","6,0405","-8.9","6,0405","3405.6","","3405.6","6","955.0",",6","","","9.10","6","14.41","6","3.79","6"
"USC00208631","1899","41.93333","-85.46667","256.6","WASEPI, MI US","374.2","","374.2","6","128","6","78","6","","","16","6","139","6","55","6","155","6","8","6","-30.0","6,0212,","","","52.3",",6,1027,","33.9","6,0724,","-1.1","6,0927","-4.4","6,1001","-4.4","6,1001","-8.9","6,1204","-8.9","6,1204","-1.1","6,0417","-3.3","6,0409","-6.1","6,0408","-6.7","6,0405","-10.6","6,0403","","","","","883.1",",6","","","8.93","6","14.28","6","3.58","6"
"USC00208631","1900","41.93333","-85.46667","256.6","WASEPI, MI US","421.7","","421.7","6","120","6","77","6","","","9","6","146","6","51","6","159","6","10","6","-22.8","6,0201,","","","49.5",",6,0707,","33.3","6,0810,","0.0","6,0918","-2.2","6,1017","-4.4","6,1113","-8.3","6,1114","-12.8","6,1116","-0.6","6,0503","-2.2","6,0414","-5.6","6,0410","-8.9","6,0321","-8.9","6,0321","3697.2","","3697.2","6","913.9",",6","","","9.24","6","14.56","6","3.92","6"
"USC00208631","1901","41.93333","-85.46667","256.6","WASEPI, MI US","428.9","","428.9","6","111","6","73","6","21","6","19","6","148","6","60","6","135","6","22","6","-26.1","6,0215,","305",",6,0209,","90.4",",6,1012,","36.1","6,0721,","0.0","6,1003","-2.2","6,1025","-5.6","6,1104","-12.8","6,1204","-12.8","6,1204","-2.2","6,0420","-2.2","6,0420","-4.4","6,0419","-6.7","6,0329","-12.2","6,0316","3715.8","","3715.8","6","883.4",",6","1459",",6","8.50","6","13.90","6","3.09","6"
"USC00208631","1902","41.93333","-85.46667","256.6","WASEPI, MI US","237.5","","237.5","6","122","6","83","6","15","6","10","6","132","6","56","6","119","6","0","6","-22.2","6,0203,","102",",6,1224,+","50.8",",6,0924,","31.1","6,0830,+","-0.6","6,1017","-2.2","6,1107","-4.4","6,1127","-9.4","6,1207","-9.4","6,1207","-2.2","6,0420","-2.2","6,0420","-4.4","6,0414","-11.1","6,0319","-11.1","6,0319","3711.1","","3711.1","6","1003.5",",6","787",",6","8.61","6","13.85","6","3.38","6"
"USC00208631","1903","41.93333","-85.46667","256.6","WASEPI, MI US","205.0","","205.0","6","122","6","79","6","22","6","12","6","144","6","67","6","128","6","2","6","-23.3","6,0217,","203",",6,0111,","76.2",",6,0827,","32.2","6,0824,+","-5.6","6,1024","-5.6","6,1024","-5.6","6,1024","-9.4","6,1107","-9.4","6,1107","-1.1","6,0504","-3.9","6,0501","-9.4","6,0404","-9.4","6,0404","-9.4","6,0404","3502.9","","3502.9","6","1032.8",",6","1498",",6","8.18","6","13.41","6","2.94","6"
"USC00208631","1904","41.93333","-85.46667","256.6","WASEPI, MI US","195.0","","195.0","6","109","6","78","6","","","28","6","156","6","75","6","131","6","2","6","-27.2","6,0103,","","","64.3",",6,0727,","32.8","6,0718,+","0.0","6,0922","-3.9","6,1027","-7.8","6,1111","-7.8","6,1111","-11.7","6,1203","-0.6","6,0516","-6.1","6,0421","-6.1","6,0421","-8.3","6,0420","-9.4","6,0327","4363.5","","4363.5","6","1031.8",",6","","","6.93","6","12.38","6","1.47","6"
"USC00208631","1905","41.93333","-85.46667","256.6","WASEPI, MI US","249.8","","249.8","6","111","6","84","6","17","6","19","6","152","6","58","6","143","6","1","6","-26.7","6,0215,","102",",6,0208,+","70.9",",6,0511,","32.2","6,0812,","0.0","6,1012","-2.2","6,1025","-4.4","6,1026","-7.8","6,1029","-10.6","6,1114","-2.8","6,0501","-2.8","6,0501","-4.4","6,0321","-16.7","6,0315","-16.7","6,0315","3983.0","","3983.0","6","997.7",",6","852",",6","8.05","6","13.51","6","2.59","6"
"USC00208631","1906","41.93333","-85.46667","256.6","WASEPI, MI US","346.6","","346.6","6","116","6","79","6","13","6","5","6","146","6","47","6","144","6","4","6","-20.6","6,0207,","127",",6,0319,","72.6",",6,0608,","32.8","6,0722,","-2.2","6,1010","-2.2","6,1010","-5.6","6,1011","-7.2","6,1031","-9.4","6,1204","-1.1","6,0510","-2.2","6,0424","-5.6","6,0401","-10.0","6,0325","-10.0","6,0325","3645.8","","3645.8","6","948.4",",6","479",",6","9.14","6","14.42","6","3.85","6"
"USC00208631","1907","41.93333","-85.46667","256.6","WASEPI, MI US","234.3","","234.3","6","126","6","95","6","","","3","6","163","6","42","6","113","6","0","6","-21.7","6,0222,","","","52.1",",6,0917,","31.7","6,0901,+","-0.6","6,1013","-2.2","6,1014","-9.4","6,1111","-9.4","6,1111","-9.4","6,1111","-1.1","6,0521","-3.9","6,0511","-4.4","6,0421","-6.7","6,0415","-10.0","6,0306","3875.6","","3875.6","6","1107.7",",6","","","7.95","6","13.06","6","2.85","6"
"USC00208631","1908","41.93333","-85.46667","256.6","WASEPI, MI US","364.3","","364.3","6","97","6","66","6","17","6","4","6","145","6","37","6","148","6","13","6","-21.7","6,0208,+","152",",6,0219,","62.0",",6,0812,","34.4","6,0803,","-2.8","6,1002","-2.8","6,1002","-4.4","6,1104","-8.9","6,1105","-8.9","6,1105","-1.7","6,0503","-2.2","6,0421","-4.4","6,0404","-6.7","6,0325","-9.4","6,0228","3781.9","","3781.9","6","1048.3",",6","976",",6","9.43","6","14.99","6","3.87","6"
"USC00208631","1909","41.93333","-85.46667","256.6","WASEPI, MI US","281.7","","281.7","6","130","6","89","6","","","4","6","151","6","51","6","125","6","0","6","-21.7","6,1230,","","","60.5",",6,0429,","31.7","6,0808,+","-1.1","6,1012","-2.8","6,1013","-5.6","6,1029","-8.9","6,1123","-8.9","6,1123","-0.6","6,0511","-2.2","6,0502","-7.8","6,0410","-7.8","6,0410","-9.4","6,0319","3568.3","","3568.3","6","1181.1",",6","","","8.66","6","13.78","6","3.53","6"
"USC00208631","1910","41.93333","-85.46667","256.6","WASEPI, MI US","308.0","","308.0","6","110","6","82","6","","","5","6","151","6","57","6","144","6","7","6","-18.9","6,1213,+","","","43.7",",6,0722,","35.6","6,0701,","0.0","6,1008","-2.2","6,1029","-5.6","6,1104","-6.7","6,1120","-8.9","6,1204","-1.7","6,0514","-2.8","6,0413","-10.0","6,0315","-10.0","6,0315","-10.0","6,0315","3736.3","","3736.3","6","869.0",",6","","","8.83","6","14.43","6","3.22","6"
"USC00208631","1911","41.93333","-85.46667","256.6","WASEPI, MI US","","","","","125","6","88","6","","","","","","","","","","","","","","","","","52.1",",6,0625,","","","","","","","","","","","","","","","","","","","","","","","","","","","1073.0",",6","","","","","","","",""
