"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1NCJH0015","2008","35.6892","-78.3482","83.8","WENDELL 6.5 S, NC US","130","N","81","N","95.5",",N,0723,","1173.3",",N"
"US1NCJH0015","2009","35.6892","-78.3482","83.8","WENDELL 6.5 S, NC US","146","N","87","N","51.6",",N,0617,","1158.8",",N"
"US1NCJH0015","2010","35.6892","-78.3482","83.8","WENDELL 6.5 S, NC US","112","N","72","N","100.8",",N,0329,","1276.0",",N"
"US1NCJH0015","2011","35.6892","-78.3482","83.8","WENDELL 6.5 S, NC US","121","N","81","N","40.6",",N,0827,","941.2",",N"
"US1NCJH0015","2012","35.6892","-78.3482","83.8","WENDELL 6.5 S, NC US","146","N","76","N","50.8",",N,0825,","1079.1",",N"
"US1NCJH0015","2013","35.6892","-78.3482","83.8","WENDELL 6.5 S, NC US","136","N","84","N","76.5",",N,0607,","1282.4",",N"
"US1NCJH0015","2014","35.6892","-78.3482","83.8","WENDELL 6.5 S, NC US","132","N","88","N","85.6",",N,0516,","1566.6",",N"
"US1NCJH0015","2015","35.6892","-78.3482","83.8","WENDELL 6.5 S, NC US","151","N","93","N","51.8",",N,1003,","1367.1",",N"
"US1NCJH0015","2016","35.6892","-78.3482","83.8","WENDELL 6.5 S, NC US","122","N","71","N","195.6",",N,1009,","1171.0",",N"
"US1NCJH0015","2017","35.6892","-78.3482","83.8","WENDELL 6.5 S, NC US","121","N","81","N","147.6",",N,0425,","1257.6",",N"
