"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RQC00666343","2012","18.2973","-65.2901","71.3","CULEBRA HILL, PR US","3104.6","","3104.6","7","155","7","87","7","0","7","0","7","0","7","366","7","38","7","19.4","7,0319,","22.9",",7,0705,","33.3","7,1006,+","","","","","726.4",",7","26.81","7","29.67","7","23.95","7"
"RQC00666343","2015","18.2973","-65.2901","71.3","CULEBRA HILL, PR US","3301.9","","3301.9","7","144","7","62","7","0","7","0","7","0","7","365","7","57","7","20.0","7,0317,","72.1",",7,1108,","33.9","7,1025,","0.0","","0.0","7","680.7",",7","27.37","7","30.34","7","24.40","7"
"RQC00666343","2016","18.2973","-65.2901","71.3","CULEBRA HILL, PR US","3259.2","","3259.2","7","167","7","93","7","0","7","0","7","0","7","366","7","48","7","20.0","7,1128,+","47.8",",7,0806,","33.3","7,1001,+","0.0","","0.0","7","847.8",",7","27.24","7","30.16","7","24.31","7"
"RQC00666343","2017","18.2973","-65.2901","71.3","CULEBRA HILL, PR US","3133.6","","3133.6","7","158","7","91","7","0","7","0","7","0","7","365","7","33","7","20.0","7,0308,+","82.8",",7,0920,","33.3","7,0815,+","0.0","","0.0","7","1364.0",",7","26.91","7","29.89","7","23.93","7"
