"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"CA004030594","1986","49.0167","-105.0167","743.0","BIG BEAVER, SK CA","5009.2","","5009.2",""
