"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"USC00369133","1949","40.6","-79.6","305.1","APOLLO 2 W, PA US","745.6",",0"
