"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00142380","1958","39.1","-94.83333","292.6","EDWARDSVILLE 3 NNW, KS US","660.2","","660.2","6","","","","","","","2","6","105","6","35","6","180","6","22","6","-20.6","6,0216,","","","","","36.7","6,0829,","-0.6","6,1001","-2.8","6,1118","-8.9","6,1126","-8.9","6,1126","-8.9","6,1126","0.0","6,0429","-3.3","6,0321","-6.1","6,0317","-7.2","6,0302","-13.9","6,0219","2682.3","","2682.3","6","","","","","12.23","6","17.85","6","6.61","6"
"USC00142380","1960","39.1","-94.83333","292.6","EDWARDSVILLE 3 NNW, KS US","","","","","","","","","","","3","6","119","6","","","","","","","-21.1","6,0305,","","","","","","","-5.6","6,1020","-5.6","6,1020","-5.6","6,1020","-9.4","6,1110","-9.4","6,1110","0.0","6,0430","-3.9","6,0326","-11.1","6,0325","-11.1","6,0325","-11.1","6,0325","","","","","","","","","","","","","6.02","6"
"USC00142380","1961","39.1","-94.83333","292.6","EDWARDSVILLE 3 NNW, KS US","562.3","","562.3","6","","","","","","","5","6","120","6","22","6","159","6","28","6","-22.8","6,1213,+","","","","","35.6","6,0718,","-1.7","6,1020","-5.0","6,1103","-5.0","6,1103","-12.8","6,1210","-12.8","6,1210","-0.6","6,0502","-2.8","6,0410","-7.8","6,0225","-7.8","6,0225","-11.7","6,0219","2683.4","","2683.4","6","","","","","11.81","6","17.80","6","5.81","6"
"USC00142380","1962","39.1","-94.83333","292.6","EDWARDSVILLE 3 NNW, KS US","785.7","","785.7","6","","","","","","","14","6","109","6","29","6","179","6","38","6","-23.9","6,0111,","","","","","38.9","6,0819,","-1.1","6,1024","-2.2","6,1025","-5.0","6,1105","-9.4","6,1206","-9.4","6,1206","-2.8","6,0415","-2.8","6,0415","-5.6","6,0402","-7.8","6,0316","-13.9","6,0306","3005.9","","3005.9","6","","","","","12.47","6","18.59","6","6.35","6"
"USC00142380","1963","39.1","-94.83333","292.6","EDWARDSVILLE 3 NNW, KS US","933.2","","933.2","6","","","","","","","18","6","118","6","40","6","205","6","66","6","-24.4","6,0123,+","","","","","38.3","6,0802,","-1.1","6,1029","-5.0","6,1102","-5.0","6,1102","-6.7","6,1113","-9.4","6,1201","-0.6","6,0423","-3.3","6,0321","-6.7","6,0309","-6.7","6,0309","-16.1","6,0226","2791.2","","2791.2","6","","","","","13.07","6","19.85","6","6.29","6"
"USC00142380","1965","39.1","-94.83333","292.6","EDWARDSVILLE 3 NNW, KS US","720.6","","720.6","6","91","6","69","6","","","5","6","115","6","19","6","187","6","25","6","-21.1","6,0131,","","","75.7",",6,0904,","34.4","6,0826,+","-1.1","6,1012","-5.6","6,1109","-5.6","6,1109","-8.3","6,1129","-12.8","6,1130","-2.2","6,0428","-2.2","6,0428","-9.4","6,0327","-9.4","6,0327","-9.4","6,0327","2892.3","","2892.3","6","1083.6",",6","","","12.93","6","19.33","6","6.54","6"
"USC00142380","1966","39.1","-94.83333","292.6","EDWARDSVILLE 3 NNW, KS US","602.8","","602.8","6","69","6","44","6","","","5","6","123","6","31","6","188","6","30","6","-24.4","6,0129,","","","108.0",",6,0613,","38.3","6,0718,","-4.4","6,1016","-4.4","6,1016","-4.4","6,1016","-10.6","6,1102","-10.6","6,1102","-4.4","6,0421","-4.4","6,0421","-4.4","6,0421","-10.0","6,0324","-10.0","6,0324","2652.5","","2652.5","6","707.6",",6","","","12.04","6","18.91","6","5.18","6"
"USC00142380","1967","39.1","-94.83333","292.6","EDWARDSVILLE 3 NNW, KS US","547.7","","547.7","6","97","6","64","6","","","3","6","114","6","18","6","182","6","20","6","-18.9","6,1231,","","","91.4",",6,0401,","35.6","6,0723,","0.0","6,0929","-3.3","6,1028","-6.7","6,1104","-6.7","6,1104","-8.9","6,1221","0.0","6,0502","-2.2","6,0427","-6.7","6,0318","-6.7","6,0318","-17.8","6,0308","2695.6","","2695.6","6","1292.4",",6","","","12.19","6","18.62","6","5.77","6"
"USC00142380","1968","39.1","-94.83333","292.6","EDWARDSVILLE 3 NNW, KS US","641.1","","641.1","6","80","6","63","6","","","6","6","119","6","28","6","179","6","33","6","-26.1","6,0107,","","","74.9",",6,0523,","36.7","6,0807,","-1.1","6,1004","-2.8","6,1104","-6.7","6,1109","-6.7","6,1109","-8.9","6,1120","0.0","6,0424","-5.0","6,0405","-5.0","6,0405","-10.0","6,0323","-10.0","6,0323","2797.0","","2797.0","6","978.6",",6","","","12.08","6","18.50","6","5.67","6"
"USC00142380","1969","39.1","-94.83333","292.6","EDWARDSVILLE 3 NNW, KS US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3040.5","","3040.5","","","","","","","","","","",""
