"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00046305","1925","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","515.5","","515.5","6","","","","","","","","","0","6","23","6","0","6","198","6","62","6","-3.3","6,0107,","","","","","","","45.6","6,0718,","","","-2.2","6,1105","-2.2","6,1105","","","","","","","-1.7","6,0312","-2.2","6,0311","","","","","1879.4","","1879.4","6","","","","","14.88","6","22.23","6","7.54","6","78088","6"
"USC00046305","1926","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","738.8","","738.8","6","38","6","31","6","","","","","0","6","38","6","0","6","230","6","100","6","-5.0","6,0120,","","","","","35.6",",6,1127,","43.3","6,0606,","","","-0.6","6,1211","-3.3","6,1214","","","","","","","-1.1","6,0221","-2.8","6,0125","-5.0","6,0120","","","1558.9","","1558.9","6","359.6",",6","","","16.33","6","24.71","6","7.94","6","87968","6"
"USC00046305","1927","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","568.2","","568.2","6","49","6","37","6","","","","","0","6","39","6","0","6","195","6","86","6","-4.4","6,1223,+","","","","","58.4",",6,1031,","41.1","6,0723,","20086.9","6","-0.6","6,1122","-4.4","6,1207","-4.4","6,1207","","","","","-0.6","6,0417","-2.2","6,0211","","","","","1586.2","","1586.2","6","401.9",",6","","","15.25","6","23.46","6","7.03","6","82491","6"
"USC00046305","1928","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","","","","","29","6","23","6","","","","","0","6","41","6","","","","","","","-6.7","6,0116,","","","","","42.7",",6,0204,","","","","","0.0","6,1123","-2.2","6,1215","-5.0","6,1217","","","","","0.0","6,0418","-2.8","6,0218","-5.6","6,0120","-6.7","6,0116","","","","","294.2",",6","","","","","","","6.57","6","79849","6"
"USC00046305","1929","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","664.3","","664.3","6","26","6","21","6","","","","","0","6","57","6","0","6","223","6","94","6","-6.7","6,0208,","","","","","45.7",",6,0310,","43.3","6,0625,","","","-2.2","6,1111","-2.2","6,1111","","","","","","","0.0","6,0412","-2.2","6,0409","-5.0","6,0210","-6.7","6,0208","1939.8","","1939.8","6","232.3",",6","","","15.23","6","24.36","6","6.11","6","73974","6"
"USC00046305","1930","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1557.8","","1557.8","6","","","","","","","","","","","",""
"USC00046305","1931","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","758.2","","758.2","6","","","","","","","","","0","6","45","6","0","6","222","6","100","6","-4.4","6,1124,","","","","","","","44.4","6,0727,+","21022.2","6","0.0","6,1109","-2.2","6,1112","-4.4","6,1124","","","","","0.0","6,0326","-2.2","6,0109","","","","","","","","","","","","","15.96","6","24.73","6","7.19","6","71698","6"
"USC00046305","1932","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","","","","","","","","","","","","","0","6","47","6","","","","","","","-11.1","6,1212,+","","","","","","","","","","","0.0","6,1204","-9.4","6,1210","-9.4","6,1210","-9.4","6,1210","-9.4","6,1210","-0.6","6,0405","-2.8","6,0217","-5.0","6,0115","","","1813.4","","1813.4","6","","","","","","","","","7.30","6","",""
"USC00046305","1933","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","792.9","","792.9","6","","","","","","","","","0","6","29","6","0","6","228","6","85","6","-3.3","6,0210,","","","","","","","44.4","6,0728,","19337.0","6","-0.6","6,1206","","","","","","","","","-1.7","6,0418","-2.8","6,0410","","","","","","","","","","","","","16.11","6","24.42","6","7.81","6","66498","6"
"USC00046305","1934","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","783.4","","783.4","6","32","6","25","6","","","","","0","6","10","6","0","6","239","6","96","6","-2.2","6,1205,+","","","","","19.6",",6,1214,+","42.8","6,0729,","20017.1","6","-0.6","6,1129","-2.2","6,1204","","","","","","","0.0","6,0403","","","","","","","1239.8","","1239.8","6","246.8",",6","","","16.98","6","24.91","6","9.06","6","59324","6"
"USC00046305","1935","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","","","","","","","","","","","","","","","","","0","6","193","6","91","6","","","","","","","","","43.9","6,0719,+","18580.4","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.46","6","","","62539","6"
"USC00046305","1936","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","892.4","","892.4","6","44","6","43","6","","","","","0","6","19","6","0","6","229","6","97","6","-3.3","6,1207,","","","","","33.8",",6,0222,","43.9","6,0724,","","","-1.1","6,1203","-2.8","6,1204","","","","","","","-1.7","6,0326","","","","","","","1494.3","","1494.3","6","468.1",",6","","","16.84","6","24.64","6","9.04","6","53050","6"
"USC00046305","1937","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","811.2","","811.2","6","46","6","41","6","","","","","0","6","23","6","0","6","210","6","93","6","-8.3","6,0121,","","","","","36.8",",6,1211,","42.8","6,0812,+","","","-1.7","6,1202","-2.2","6,1224","","","","","","","-1.7","6,0210","-2.8","6,0124","-4.4","6,0123","-8.3","6,0121","1678.2","","1678.2","6","461.1",",6","","","16.17","6","23.69","6","8.64","6","61516","6"
"USC00046305","1938","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","","","","","48","6","43","6","","","","","","","","","","","","","","","","","","","","","28.4",",6,0211,","","","","","","","","","","","","","","","","","","","","","","","","","","","422.5",",6","","","","","","","","","",""
"USC00046305","1939","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","818.6","","818.6","6","29","6","26","6","","","","","0","6","25","6","0","6","237","6","102","6","-3.9","6,1222,","","","","","25.4",",6,0309,","45.0","6,0723,","19290.7","6","-1.1","6,1211","-3.9","6,1222","","","","","","","0.0","6,0302","-3.3","6,0301","","","","","","","","","247.1",",6","","","16.50","6","24.99","6","8.01","6","59946","6"
"USC00046305","1940","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","772.3","","772.3","6","52","6","47","6","","","","","0","6","16","6","0","6","219","6","93","6","-7.2","6,1215,","","","","","29.2",",6,0214,","42.2","6,0810,","","","-1.1","6,1119","-2.2","6,1122","-5.0","6,1213","-6.7","6,1214","","","0.0","6,0118","","","","","","","1249.9","","1249.9","6","489.9",",6","","","16.90","6","24.91","6","8.90","6","65155","6"
"USC00046305","1942","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500.4","","1500.4","6","","","","","","","","","","","",""
"USC00046305","1946","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","643.6","","643.6","6","36","6","23","6","","","0","6","0","6","32","6","0","6","199","6","84","6","-4.4","6,0212,","","","0",",6,1231,+","28.4",",6,0204,","42.8","6,0803,","21282.0","6","-1.1","6,1028","-3.3","6,1111","","","","","","","-0.6","6,0314","-2.2","6,0213","-4.4","6,0212","","","","","","","281.4",",6","0",",6","15.30","6","23.03","6","7.58","6","68146","6"
"USC00046305","1947","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","","","","","31","6","21","6","","","0","6","","","","","","","","","","","","","","","0",",6,1231,+","23.9",",6,1102,","","","","","","","","","","","","","","","","","","","","","","","1665.8","","1665.8","6","203.2",",6","0",",6","","","","","","","",""
"USC00046305","1948","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","","","","","44","0","29","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","30.7",",0,0324,","","","","","","","","","","","","","","","","","","","","","","","","","","","343.0",",0","0",",0","","","","","","","",""
"USC00046305","1950","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","","","","","48","0","35","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","36.8",",0,1118,","","","","","","","","","","","","","","","","","","","","","","","","","","","420.0",",0","0",",0","","","","","","","",""
"USC00046305","1952","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","685.1","","685.1","0","54","0","48","0","0","","0","0","0","0","27","0","0","0","207","0","87","0","-4.4","0,0102,+","0",",0,1231,+","0",",0,1231,+","20.8",",0,0307,","40.0","0,0729,","1811.4","0","0.0","0,1117","-2.2","0,1125","","","","","","","-1.1","0,0322","-2.2","0,0302","-4.4","0,0102","","","","","","","390.8",",0","0",",0","15.50","0","22.67","0","8.32","0","66791","0"
"USC00046305","1953","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","616.9","","616.9","0","34","0","22","0","0","","0","0","0","0","31","0","0","0","198","0","68","0","-3.9","0,0302,","0",",0,1231,+","0",",0,1231,+","34.5",",0,1204,","40.6","0,0722,+","","","-0.6","0,1118","","","","","","","","","-2.8","0,0407","-2.8","0,0407","","","","","1655.9","","1655.9","0","209.6",",0","0",",0","15.41","0","22.80","0","8.02","0","69363","0"
"USC00046305","1954","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","569.4","","569.4","0","42","0","34","0","0","","0","0","0","0","22","0","0","0","203","0","69","0","-5.0","0,1227,","0",",0,1231,+","0",",0,1231,+","26.7",",0,1210,","42.2","0,0729,","","","-1.7","0,1129","-3.3","0,1226","-5.0","0,1227","","","","","0.0","0,0314","-2.8","0,0312","","","","","1642.3","","1642.3","0","350.0",",0","0",",0","15.11","0","22.34","0","7.89","0","61579","0"
"USC00046305","1955","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1930.4","","1930.4","0","","","","","","","","","","","",""
"USC00046305","1957","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","730.2","","730.2","0","56","0","37","0","0","","0","0","0","0","32","0","0","0","197","0","97","0","-6.1","0,0129,","0",",0,1231,+","0",",0,1231,+","20.6",",0,1205,","41.1","0,0626,+","","","0.0","0,1126","-3.9","0,1202","","","","","","","0.0","0,0402","-2.8","0,0204","-4.4","0,0203","","","","","","","343.8",",0","0",",0","15.70","0","23.11","0","8.29","0","54450","0"
"USC00046305","1958","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","773.0","","773.0","0","54","0","41","0","0","","0","0","0","0","19","0","0","0","212","0","92","0","-1.7","0,1117,+","0",",0,1231,+","0",",0,1231,+","145.3",",0,0403,","40.0","0,0815,","","","-1.1","0,1115","","","","","","","","","-0.6","0,0311","","","","","","","1639.3","","1639.3","0","562.7",",0","0",",0","16.48","0","24.00","0","8.95","0","",""
"USC00046305","1959","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","","","","","28","0","21","0","0","","0","0","","","","","0","0","239","0","83","0","","","0",",0,1231,+","0",",0,1231,+","30.2",",0,0919,","41.7","0,0712,+","","","","","","","","","","","","","","","","","","","","","1312.6","","1312.6","0","221.4",",0","0",",0","","","24.58","0","","","",""
"USC00046305","1960","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","756.2","","756.2","0","50","0","28","0","0","","0","0","0","0","28","0","0","0","205","0","94","0","-7.2","0,0101,","0",",0,1231,+","0",",0,1231,+","19.8",",0,0112,","42.8","0,0720,+","","","-0.6","0,1123","-2.2","0,1128","-6.1","0,1231","","","","","-1.1","0,0224","-2.2","0,0223","-4.4","0,0105","-7.2","0,0101","","","","","245.1",",0","0",",0","15.78","0","23.59","0","7.96","0","",""
"USC00046305","1961","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","735.6","","735.6","0","45","0","25","0","0","","0","0","0","0","38","0","3","0","210","0","91","0","-5.6","0,1212,+","0",",0,1231,+","0",",0,1231,+","31.5",",0,0126,","44.4","0,0616,","","","0.0","0,1030","-3.3","0,1116","-5.6","0,1211","","","","","-0.6","0,0420","-2.2","0,0122","-5.0","0,0107","","","1814.3","","1814.3","0","233.6",",0","0",",0","15.20","0","23.19","0","7.22","0","43415","0"
"USC00046305","1962","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","613.3","","613.3","0","40","0","22","0","","","0","0","0","0","33","0","0","0","214","0","79","0","-8.3","0,0122,","","","0",",0,1231,+","24.9",",0,0216,","40.0","0,0722,+","","","-0.6","0,1118","-2.8","0,1226","-5.0","0,1228","","","","","-3.3","0,0228","-3.3","0,0228","-5.0","0,0227","-6.7","0,0124","1858.9","","1858.9","0","302.3",",0","0",",0","15.31","0","22.89","0","7.72","0","38907","0"
"USC00046305","1963","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","580.9","","580.9","0","55","0","35","0","0","","0","0","0","0","32","0","0","0","184","0","67","0","-7.8","0,0112,","0",",0,1231,+","0",",0,1231,+","43.2",",0,0328,","38.9","0,0618,","","","0.0","0,1121","-2.8","0,1211","","","","","","","-2.8","0,0304","-2.8","0,0304","-5.0","0,0120","-7.8","0,0112","1664.5","","1664.5","0","411.4",",0","0",",0","14.96","0","21.66","0","8.27","0","33907","0"
"USC00046305","1964","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","606.0","","606.0","0","53","0","32","0","0","","0","0","0","0","36","0","0","0","198","0","77","0","-3.9","0,0307,+","0",",0,1231,+","0",",0,1231,+","33.0",",0,1029,","41.7","0,0626,","","","-1.1","0,1114","-2.2","0,1115","","","","","","","-0.6","0,0406","-3.3","0,0308","","","","","1879.3","","1879.3","0","309.4",",0","0",",0","15.20","0","22.85","0","7.55","0","45582","0"
"USC00046305","1965","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","503.5","","503.5","0","46","0","31","0","0","","0","0","0","0","20","0","0","0","199","0","56","0","-5.0","0,1219,+","0",",0,1231,+","0",",0,1231,+","23.4",",0,0313,","38.9","0,0706,","1801.1","0","-2.2","0,1215","-2.2","0,1215","-5.0","0,1216","","","","","0.0","0,0302","-2.8","0,0108","","","","","1642.4","","1642.4","0","302.0",",0","0",",0","15.00","0","22.01","0","8.00","0","40951","0"
"USC00046305","1966","37.86667","-120.86667","67.1","OAKDALE WOODWARD DAM, CA US","686.9","","686.9","0","33","0","28","0","0","","0","0","0","0","41","0","0","0","225","0","85","0","-4.4","0,0303,+","0",",0,1231,+","0",",0,1231,+","31.0",",0,0130,","41.7","0,0615,","","","-0.6","0,1123","-3.9","0,1227","","","","","","","-0.6","0,0320","-2.2","0,0317","-4.4","0,0303","","","1587.0","","1587.0","0","226.3",",0","0",",0","16.15","0","24.20","0","8.11","0","37933","0"
