"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00156401","2014","37.3341","-82.8786","321.0","PIPPA PASSES, KY US","2659.5","","2659.5",""
