"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CWHC","1994","39.3167","-120.8375","1316.7","WHITE CLOUD CALIFORNIA, CA US","537.7","","537.7","U","0","U","52","U","3","U","152","U","4","U","-6.1","U,1118,","32.8","U,0816,+","-1.1","U,1102","-3.3","U,1112","-4.4","U,1117","","","","","-0.6","U,0426","-4.4","U,0323","-4.4","U,0323","","","1860.9","","1860.9","U","13.63","U","18.36","U","8.89","U"
"USR0000CWHC","1995","39.3167","-120.8375","1316.7","WHITE CLOUD CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2686.4","","2686.4","U","","","","","",""
"USR0000CWHC","2000","39.3167","-120.8375","1316.7","WHITE CLOUD CALIFORNIA, CA US","524.0","","524.0","U","0","U","51","U","0","U","145","U","13","U","-4.4","U,0102,","35.6","U,0614,","0.0","U,1029","-2.8","U,1110","","","","","","","0.0","U,0511","-3.9","U,0224","-4.4","U,0102","","","2046.4","","2046.4","U","13.25","U","18.10","U","8.39","U"
"USR0000CWHC","2001","39.3167","-120.8375","1316.7","WHITE CLOUD CALIFORNIA, CA US","697.9","","697.9","U","0","U","72","U","4","U","188","U","32","U","-5.6","U,1215,","36.1","U,0807,+","0.0","U,1124","-2.8","U,1126","-5.0","U,1214","","","","","-0.6","U,0421","-3.3","U,0409","-4.4","U,0212","","","2221.4","","2221.4","U","14.25","U","19.35","U","9.15","U"
"USR0000CWHC","2002","39.3167","-120.8375","1316.7","WHITE CLOUD CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2173.6","","2173.6","U","","","","","",""
"USR0000CWHC","2007","39.3167","-120.8375","1316.7","WHITE CLOUD CALIFORNIA, CA US","590.9","","590.9","U","0","U","59","U","2","U","185","U","39","U","-8.3","U,0113,+","37.8","U,0705,","-1.1","U,1130","-2.2","U,1201","-4.4","U,1221","","","","","0.0","U,0504","-3.9","U,0418","-4.4","U,0301","-8.3","U,0113","2056.5","","2056.5","U","14.18","U","20.05","U","8.30","U"
"USR0000CWHC","2008","39.3167","-120.8375","1316.7","WHITE CLOUD CALIFORNIA, CA US","760.3","","760.3","U","0","U","65","U","9","U","190","U","29","U","-6.1","U,1226,","40.0","U,0709,","0.0","U,1011","-3.9","U,1213","-5.0","U,1216","","","","","0.0","U,0424","-2.2","U,0421","-5.0","U,0420","","","2284.1","","2284.1","U","14.66","U","20.33","U","8.99","U"
"USR0000CWHC","2009","39.3167","-120.8375","1316.7","WHITE CLOUD CALIFORNIA, CA US","714.0","","714.0","U","0","U","53","U","3","U","173","U","44","U","-8.9","U,1208,","37.8","U,0926,","0.0","U,1028","-2.2","U,1205","-8.3","U,1207","-8.3","U,1207","-8.9","U,1208","-1.1","U,0428","-3.3","U,0415","-4.4","U,0212","","","1997.8","","1997.8","U","14.31","U","19.70","U","8.93","U"
"USR0000CWHC","2012","39.3167","-120.8375","1316.7","WHITE CLOUD CALIFORNIA, CA US","713.8","","713.8","U","0","U","66","U","1","U","168","U","33","U","-5.0","U,0319,+","38.3","U,0813,","0.0","U,1022","-2.2","U,1109","-4.4","U,1219","","","","","-0.6","U,0414","-2.8","U,0406","-5.0","U,0319","","","2177.6","","2177.6","U","14.10","U","19.39","U","8.81","U"
"USR0000CWHC","2013","39.3167","-120.8375","1316.7","WHITE CLOUD CALIFORNIA, CA US","579.9","","579.9","U","0","U","35","U","2","U","161","U","18","U","-8.9","U,1208,+","37.8","U,0608,","-3.9","U,1203","-3.9","U,1203","-5.6","U,1204","-8.9","U,1207","-8.9","U,1207","0.0","U,0416","-2.2","U,0307","-5.0","U,0219","-7.2","U,0113","1979.5","","1979.5","U","14.66","U","19.94","U","9.38","U"
