"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000GBAX","2004","31.7136","-82.3878","33.2","BAXLEY GEORGIA, GA US","1332.6","","1332.6","U","0","U","26","U","0","U","268","U","76","U","-5.0","U,1216,+","36.1","U,0805,+","0.0","U,1214","-3.3","U,1215","-5.0","U,1216","-0.6","U,0311","-3.9","U,0129","-5.0","U,0108","","","1102.4","","1102.4","U","19.01","U","25.18","U","12.83","U"
"USR0000GBAX","2005","31.7136","-82.3878","33.2","BAXLEY GEORGIA, GA US","1279.4","","1279.4","U","0","U","21","U","0","U","257","U","72","U","-6.7","U,0124,","37.8","U,0821,","0.0","U,1202","-2.8","U,1222","","","0.0","U,0310","-2.2","U,0219","-6.7","U,0124","-6.7","U,0124","1006.8","","1006.8","U","18.85","U","24.76","U","12.94","U"
"USR0000GBAX","2007","31.7136","-82.3878","33.2","BAXLEY GEORGIA, GA US","1347.7","","1347.7","U","0","U","25","U","0","U","281","U","87","U","-5.6","U,0217,","37.8","U,0809,","-1.1","U,1108","-3.3","U,1218","","","0.0","U,0409","-2.2","U,0408","-5.6","U,0217","","","972.8","","972.8","U","19.49","U","26.03","U","12.95","U"
"USR0000GBAX","2008","31.7136","-82.3878","33.2","BAXLEY GEORGIA, GA US","1264.0","","1264.0","U","0","U","32","U","0","U","264","U","80","U","-5.6","U,0103,","37.8","U,0806,","0.0","U,1029","-2.2","U,1118","","","0.0","U,0325","-3.3","U,0228","-5.0","U,0104","","","945.4","","945.4","U","18.84","U","25.13","U","12.55","U"
"USR0000GBAX","2009","31.7136","-82.3878","33.2","BAXLEY GEORGIA, GA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1084.2","","1084.2","U","","","","","",""
"USR0000GBAX","2011","31.7136","-82.3878","33.2","BAXLEY GEORGIA, GA US","1418.9","","1418.9","U","0","U","29","U","0","U","280","U","120","U","-7.8","U,0114,","37.8","U,0613,","-1.1","U,1111","-3.9","U,1112","","","-0.6","U,0312","-2.2","U,0212","-4.4","U,0124","-6.7","U,0115","","","","","19.44","U","26.44","U","12.44","U"
"USR0000GBAX","2012","31.7136","-82.3878","33.2","BAXLEY GEORGIA, GA US","1333.8","","1333.8","U","0","U","23","U","0","U","288","U","62","U","-8.3","U,0213,+","38.3","U,0725,","-2.8","U,1125","-2.8","U,1125","","","-0.6","U,0214","-8.3","U,0213","-8.3","U,0213","-8.3","U,0213","761.1","","761.1","U","19.75","U","26.06","U","13.45","U"
"USR0000GBAX","2013","31.7136","-82.3878","33.2","BAXLEY GEORGIA, GA US","1244.0","","1244.0","U","0","U","20","U","0","U","262","U","63","U","-4.4","U,0202,","35.6","U,0812,+","-1.1","U,1113","-2.2","U,1114","","","-0.6","U,0327","-2.8","U,0304","-4.4","U,0202","","","994.6","","994.6","U","19.08","U","25.01","U","13.15","U"
"USR0000GBAX","2014","31.7136","-82.3878","33.2","BAXLEY GEORGIA, GA US","1334.1","","1334.1","U","0","U","32","U","1","U","256","U","99","U","-8.3","U,0107,","37.8","U,0823,+","-1.7","U,1103","-6.1","U,1119","-6.1","U,1119","-0.6","U,0314","-2.2","U,0228","-6.7","U,0108","-6.7","U,0108","1060.8","","1060.8","U","18.85","U","25.12","U","12.58","U"
"USR0000GBAX","2015","31.7136","-82.3878","33.2","BAXLEY GEORGIA, GA US","1512.7","","1512.7","U","0","U","20","U","0","U","282","U","88","U","-6.1","U,0220,","37.2","U,0711,+","-1.7","U,1124","","","","","-1.7","U,0221","-6.1","U,0220","-6.1","U,0220","","","1053.6","","1053.6","U","20.21","U","26.06","U","14.36","U"
"USR0000GBAX","2016","31.7136","-82.3878","33.2","BAXLEY GEORGIA, GA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","695.1","","695.1","U","","","","","",""
"USR0000GBAX","2017","31.7136","-82.3878","33.2","BAXLEY GEORGIA, GA US","1505.9","","1505.9","U","0","U","14","U","0","U","295","U","97","U","-4.4","U,0108,","36.7","U,0824,+","-1.1","U,1210","-2.8","U,1211","","","-1.7","U,0317","-3.3","U,0316","-4.4","U,0108","","","","","","","20.47","U","26.75","U","14.19","U"
